회사명,거래소코드,회계년도,자산(*)(요약)(IFRS),자본(*)(요약)(IFRS),차입금의존도(IFRS)(백만원),유보율(IFRS),현금비율(IFRS),부채비율(IFRS),당좌비율(IFRS),순운전자본비율(IFRS),*이자비용(요약)(IFRS)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원),감가상각비(IFRS)(천원),자산(*)(요약)(IFRS연결),자본(*)(요약)(IFRS연결),차입금의존도(IFRS연결),유보율(IFRS연결)(백만원),현금비율(IFRS연결)(백만원),부채비율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),*이자비용(요약)(IFRS연결)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원),감가상각비(IFRS연결)(천원),EBITDA(IFRS)(백만원)
(주)케이엔더블유,105330,2016/12,47451,35935,17.7,1199.85,80.76,32.04,218.91,28.87,238,-1512,112028,68208,41044,16.26,1380.8,36.77,66.18,117.48,20.36,347,-126,446095,988.28
(주)케이엔더블유,105330,2017/12,50252,35375,16.46,1180.05,27.71,42.05,162.04,28.54,222,698,107033,68884,37441,15.44,1254.93,14.71,83.98,92.03,14.77,355,-1614,468452,2967.36
(주)케이엔더블유,105330,2018/12,48911,33992,19.22,1131.22,74.68,43.89,207.79,35.3,264,-1625,82390,69366,39565,17.8,1328.06,36.8,75.32,114.26,24.4,405,832,577562,355.99
(주)케이엔더블유,105330,2019/12,39846,26550,24.69,868.28,30.46,50.08,196.47,29.71,303,-5767,278280,67089,33520,23.12,1114.54,13.96,100.14,104.04,18.09,564,-3368,945196,-3827.12
(주)케이엔더블유,105330,2020/12,45127,33206,21.47,563.95,271.3,35.9,341.38,47.57,273,-10753,329191,76121,43592,18.56,766.37,87.33,74.62,155.04,33.14,472,-9739,574648,-9027.45
(주)케이엔더블유,105330,2021/12,66445,52467,14.9,783.83,110.87,26.64,233.27,14.98,264,5080,371326,155436,57858,38.11,872.68,37.37,168.65,91.95,1.36,2272,7721,800573,6670.49
(주)케이엔씨글로벌,068150,2011/12,29769,17878,30.38,49.2,5.78,66.51,155.39,8.53,426,-337,184290,,,,,,,,,,,,1003.49
(주)케이엔씨글로벌,068150,2012/12,32095,20208,27.48,52.93,4.14,58.83,83.29,-5.47,1242,1392,190474,35365,19807,32.28,50.56,4.07,78.54,88.69,-3.77,1381,744,322287,2339.02
(주)케이엔씨글로벌,068150,2013/12,34249,19734,34.69,36.27,21.68,73.55,298.85,28.4,1093,1211,143816,37149,20319,33.07,39.4,17.4,82.83,190.36,17.8,1459,1416,630411,1810.75
(주)케이엔씨글로벌,068150,2014/12,40936,15476,51.93,-16.47,4.69,164.51,60.66,-23.93,2302,-12082,128030,43023,15526,50.2,-16.27,4.6,177.11,52.98,-28.83,2343,-11546,819574,-11674.18
(주)케이엔씨글로벌,068150,2015/12,43371,24198,27.99,-15.3,0.19,79.23,109.54,4.15,1849,-5458,402124,45126,23598,27.41,-17,1.28,91.23,98.36,0.04,1941,-5000,1101058,-5052.59
(주)케이엔엔,058400,2011/12,155111,137700,0,107.96,29.72,12.64,231.53,14.55,0,9386,113439,155675,138126,0,108.09,30.18,12.7,237.26,15.21,0,9473,135066,11437.33
(주)케이엔엔,058400,2012/12,188028,160784,0,142.82,74.25,16.94,164.09,8.64,0,7367,338007,189176,161400,0,143.18,73.58,17.21,167.73,9.25,0,7419,355655,10641.6
(주)케이엔엔,058400,2013/12,180659,168286,0,154.15,81.19,7.35,525.17,21.93,0,3425,786857,181791,168970,0,154.61,79.1,7.59,522.88,22.53,7,3454,795051,8186.53
(주)케이엔엔,058400,2014/12,183132,171139,0,158.46,109.01,7.01,496,18.99,0,7530,765819,184616,171705,0,158.79,108.81,7.52,480.49,19.54,0,7388,771418,12119.38
(주)케이엔엔,058400,2015/12,189008,174634,0,163.74,64.48,8.23,376.51,16.45,0,8492,671588,189932,174920,0,163.74,65.41,8.58,377.53,16.97,0,8254,677858,13077.97
(주)케이엔엔,058400,2016/12,197192,177730,0,168.41,64.92,10.95,279.7,14.8,0,5885,764263,198502,178164,0,168.58,66.26,11.41,281.75,15.4,0,5935,771127,10739.66
(주)케이엔엔,058400,2017/12,201507,184667,0,178.89,51.47,9.12,332.55,15.65,0,8351,785293,202687,185352,0,179.41,53.83,9.35,334.04,16.23,0,8588,792216,12863.03
(주)케이엔엔,058400,2018/12,205389,190021,0,186.98,129.06,8.09,440.52,19.68,0,7617,796589,206897,190995,0,187.88,130.68,8.33,438.29,20.28,0,7804,802692,11917.57
(주)케이엔엔,058400,2019/12,207887,194803,0.14,194.2,97.28,6.72,523.15,21.3,21,6882,925043,210159,196314,0.14,195.8,104.06,7.05,514.03,22.12,21,7444,963689,11140.53
(주)케이엔엔,058400,2020/12,211243,198155,0.23,199.26,172,6.6,518.02,20.74,21,5707,837938,213818,199907,0.22,201.14,178.78,6.96,510.93,21.73,21,6207,867115,9850.37
(주)케이엔엔,058400,2021/12,218934,203956,0.21,208.02,215.86,7.34,531.46,23.76,8,9355,877619,221936,206157,0.21,210.46,222.71,7.65,528.36,24.81,8,9880,894296,13382.71
(주)케이엔제이,272110,2011/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이엔제이,272110,2012/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이엔제이,272110,2013/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이엔제이,272110,2014/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이엔제이,272110,2015/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이엔제이,272110,2016/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이엔제이,272110,2017/12,31918,4916,55.12,106.77,6.08,549.24,35.86,-30.66,1079,3153,38587,31964,5040,55.04,111.99,6.17,534.15,35.9,-30.43,1079,3167,40022,4597.86
(주)케이엔제이,272110,2018/12,52891,6894,49.85,177.93,2.35,667.21,26.74,-21.11,1285,759,37204,52957,7055,49.79,184.42,2.4,650.64,27.09,-20.7,1285,914,39094,1855.84
(주)케이엔제이,272110,2019/12,57901,26368,36.01,739.02,22.58,119.59,77.04,9.37,1435,3517,186466,58574,26821,35.63,753.42,22.66,118.39,78.63,9.81,1436,3831,201145,5259.27
(주)케이엔제이,272110,2020/12,72278,21208,42.11,568.43,22.06,240.81,54.8,-7.98,1157,2397,218091,72665,21897,41.9,590.16,23.09,231.85,55.96,-7.18,1157,2595,242826,4531.35
(주)케이엔제이,272110,2021/12,93043,41370,45.2,943.99,44.59,124.9,96.96,9.31,639,2762,204516,93733,43731,44.92,1003.56,52.12,114.34,109.04,11.55,639,4393,235144,4863.89
(주)케이엘넷,039420,2011/12,38456,25427,9.95,110.53,77.27,51.24,139.28,9.68,430,797,176804,,,,,,,,,,,,2331.7
(주)케이엘넷,039420,2012/12,38280,26031,0,115.54,88.53,47.06,127.88,6.34,266,1208,231733,,,,,,,,,,,,2898.08
(주)케이엘넷,039420,2013/12,37151,26496,0,137.92,71.45,40.21,137.4,7.12,121,901,289557,37151,26496,0,137.92,81.33,40.21,147.29,9.01,121,901,289557,3079.16
(주)케이엘넷,039420,2014/12,35902,27943,0,149.91,84.06,28.48,148.8,4.97,0,2642,367673,36796,28666,0.04,151.36,107.6,28.36,180.74,10.75,1,2635,377115,4958.3
(주)케이엘넷,039420,2015/12,38140,30603,0,171.93,101.35,24.63,173.83,8.01,0,2974,382392,38096,30559,0,171.56,127.05,24.66,199.8,10.84,0,2908,389608,5400.04
(주)케이엘넷,039420,2016/12,40526,31596,0,180.15,123.49,28.26,226.73,14.33,0,1618,345274,40442,31541,0,179.7,144.18,28.22,247.39,16.58,0,1426,350862,4021.8
(주)케이엘넷,039420,2017/12,39646,33910,0,205.19,86.04,16.92,211.25,12.45,0,4382,295832,39557,33815,0,204.4,105.86,16.98,230.92,14.62,0,4343,295832,6418.84
(주)케이엘넷,039420,2018/12,41904,35792,0,219.84,105.46,17.08,238.68,17,0,4639,266490,41962,35402,0,215.78,122.04,18.53,263.07,19.98,0,4092,277936,6090.78
(주)케이엘넷,039420,2019/12,44695,36728,4.21,243.82,69.05,21.69,265.02,19.51,0,4123,258162,44864,36453,4.27,239.98,84.2,23.07,284.61,22.2,0,4139,299279,5820.59
(주)케이엘넷,039420,2020/12,45678,39393,3.62,267.23,88.62,15.95,370.82,24.02,0,4764,298878,46317,39577,3.62,266.93,108.83,17.03,390.11,26.33,0,4763,353575,6438.85
(주)케이엘넷,039420,2021/12,51361,44014,2.71,305.27,81.99,16.69,383.11,29.62,0,5942,272666,52734,45197,2.65,308.49,99.66,16.68,408.13,32.59,0,6797,331033,7303.99
(주)케이엠,083550,2011/12,83013,54547,20.79,1077.57,18.27,52.19,112.45,18.54,702,5846,449022,100847,61288,23.48,1143.5,29.21,64.55,112.85,26.96,1059,7264,609057,7450.8
(주)케이엠,083550,2012/12,80757,54624,19.69,1074.92,15.99,47.84,136.68,22.78,663,1672,539421,101652,61423,21.88,1137.41,24.36,65.49,123.12,29.44,1072,2364,710646,3557.42
(주)케이엠,083550,2013/12,82263,55280,18.15,1088.35,50.72,48.81,147.23,24.28,579,2254,377504,100996,63092,20.47,1170.53,52.33,60.08,145.45,31.52,847,3540,528539,4195.3
(주)케이엠,083550,2014/12,77620,56424,13.72,1111.73,40.41,37.57,151.17,24.73,390,1966,339729,97622,65478,17.54,1212.75,46.93,49.09,144.39,32.25,634,2426,468592,3971.97
(주)케이엠,083550,2015/12,78324,58715,8.69,1158.59,59.78,33.4,160.84,28.25,231,3173,314728,103097,71727,12.99,1334.85,74.77,43.73,165.03,37.2,430,6385,441171,5126.47
(주)케이엠,083550,2016/12,76132,58983,9.01,1164.08,55.03,29.07,172.6,28.61,155,1207,343918,97540,73459,9,1393.64,71.24,32.78,207.07,41.06,288,3624,468329,3209.13
(주)케이엠,083550,2017/12,81098,59677,10.34,1166.86,14.55,35.89,93.74,16.24,144,903,443491,101217,75207,8.29,1409.83,39.6,34.58,157.85,32.48,170,5256,570891,3068.35
(주)케이엠,083550,2018/12,93472,62434,18.37,1205.03,18.78,49.71,79.95,15.27,283,2103,473396,116123,78320,14.78,1499.11,34.89,48.27,130.83,29.97,300,5160,597345,4456.2
(주)케이엠,083550,2019/12,108070,67584,24,1289.07,17.38,59.9,62.62,11.12,568,3878,712994,132220,84438,20.09,1607.74,38.92,56.59,115.96,25.48,593,7176,1162311,6859.98
(주)케이엠,083550,2020/12,144436,96369,16.35,1830.47,24.78,49.88,97.64,22.92,508,35444,711623,171848,115707,14.85,2194.27,38.19,48.52,139.72,32.99,543,42591,1265640,39045.48
(주)케이엠,083550,2021/12,149642,103853,19.98,1885.7,19.81,44.09,75.45,18.52,451,4118,962827,179952,125589,17.8,2287.46,37.37,43.29,123.97,28.53,534,8318,1460735,8257.39
(주)케이엠더블유,032500,2011/12,197363,28253,59.45,437.65,3.11,598.55,48.54,-29.38,6710,-9403,1158381,206931,13410,64.99,227.98,5.36,1443.16,38.51,-29.13,7701,-16382,2120461,-2904.21
(주)케이엠더블유,032500,2012/12,224660,53304,48.83,748.83,3.78,321.47,60.73,-13.06,6790,30233,1154177,235096,47993,52.62,660.76,7.23,389.85,50.93,-10.87,7625,41651,2137918,39824.64
(주)케이엠더블유,032500,2013/12,211362,77654,41.66,1051.32,2.38,172.18,55.46,-11.98,4222,25436,1149057,250898,86971,43.23,1136.42,13.75,188.48,60.97,-1.57,4720,43466,2094682,36128.73
(주)케이엠더블유,032500,2014/12,243854,70559,49.7,963.18,1,245.6,42.59,-20.58,3964,-16040,1106078,295509,101870,46.15,1138.38,16.44,190.09,61.76,-1.81,4448,-10905,2188805,-4194.16
(주)케이엠더블유,032500,2015/12,286431,42797,54.88,618.31,1.83,569.28,50.71,-23.23,6611,-49462,915918,320606,59696,50.72,611.94,6.66,437.07,61.31,-8.91,6915,-44885,2027287,-35124.05
(주)케이엠더블유,032500,2016/12,207289,46444,42.81,663.62,2.96,346.32,43.12,-31.84,7069,-15380,732548,208300,45563,42.1,652.67,15.54,357.17,43.91,-20.85,7155,-14495,1946121,-5071.45
(주)케이엠더블유,032500,2017/12,214741,51719,34.6,619.01,0.75,315.21,53.7,-22.76,5594,3740,714974,213355,51304,34.71,613.86,15.97,315.86,50.07,-7.95,5685,-3047,1796392,9711.34
(주)케이엠더블유,032500,2018/12,278865,86200,26.9,824.2,21.01,223.51,82.58,-3.13,5783,-22760,724672,273498,86219,31.44,824.4,32.91,217.21,74.12,3.71,6415,-26227,1782777,-18083.59
(주)케이엠더블유,032500,2019/12,394226,214209,16.64,975.86,14.23,84.04,127.38,24.92,4079,119083,905500,427047,216783,23.15,988.79,27.64,96.99,133.73,31.39,5670,136683,2292593,124416.5
(주)케이엠더블유,032500,2020/12,349250,239161,15.57,1101.18,124.95,46.03,234.51,36.7,3070,33899,942230,387824,243990,19.32,1125.44,118.4,58.95,193.26,41.09,3544,32662,2553765,40565.27
(주)케이엠더블유,032500,2021/12,339495,247166,13.19,1141.39,147.47,37.36,202.7,28.37,1990,-24919,940062,366410,250503,16.44,1158.15,141.09,46.27,188.68,36.41,2417,-27882,2296916,-17534.39
(주)케이옥션,102370,2011/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이옥션,102370,2012/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이옥션,102370,2013/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이옥션,102370,2014/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이옥션,102370,2015/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이옥션,102370,2016/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이옥션,102370,2017/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이옥션,102370,2018/12,82011,21932,56.13,631.05,12.46,273.94,284.71,41.83,3444,1754,164622,83788,23535,54.94,684.5,12.53,256.01,372.23,52.29,3444,4105,165832,2074.97
(주)케이옥션,102370,2019/12,79897,22985,58.49,666.15,9.51,247.61,42.76,3.42,3913,1351,411481,83407,26261,56.02,775.38,20.57,217.6,60.12,10.9,3913,4062,412691,2073.73
(주)케이옥션,102370,2020/12,70127,20259,58.79,575.3,14.69,246.15,26.26,-22.09,3590,455,151687,74243,24269,55.53,708.97,27.32,205.92,42.76,-10.74,3590,1515,183885,1574.18
(주)케이옥션,102370,2021/12,90589,66999,10.12,1667.45,66.67,35.21,83.45,16.44,889,13563,167919,95157,71029,10.07,1773.77,112.6,33.97,139.85,28.24,890,13627,213311,14764.52
(주)케이지모빌리언스,046440,2011/12,147348,81158,0,809.44,22.22,81.56,190.98,40.74,818,12934,242910,174478,81614,15.29,814.29,15.83,113.78,164.79,34.41,818,13183,242910,13829.95
(주)케이지모빌리언스,046440,2012/12,236635,97865,10.56,967.05,19.32,141.8,163.83,33.14,927,15058,835896,262909,98503,19.26,973.88,15.98,166.91,152.81,29.83,927,15055,835895,16407.99
(주)케이지모빌리언스,046440,2013/12,253834,114183,13.86,1142.74,31.34,122.31,190.08,34.88,1941,20365,1001971,278793,109950,23.09,1097.14,24.16,153.56,169.45,31.75,1941,20364,1001971,21710.68
(주)케이지모빌리언스,046440,2014/12,312058,123661,26.19,1224.21,0.64,152.35,146.91,25.16,2091,25202,1228552,,,,,,,,,,,,26835.38
(주)케이지모빌리언스,046440,2015/12,385867,138751,23.88,1352.87,0.66,178.1,147.35,26.75,543,25288,1685058,,,,,,,,,,,,27530.93
(주)케이지모빌리언스,046440,2016/12,378181,146593,34.38,1428.59,17.11,157.98,246.02,48.7,775,23348,1730509,378262,146593,34.37,1428.59,17.48,158.04,246.25,48.8,775,23028,1730576,25844.54
(주)케이지모빌리언스,046440,2017/12,380674,205895,7.88,1364.75,16.04,84.89,184.49,37.46,796,27971,1580982,464308,218656,16.98,1362.85,13.04,112.35,144.19,21.64,1694,27809,3037827,30319.14
(주)케이지모빌리언스,046440,2018/12,385925,213997,36.22,1409.35,74.71,80.34,511.78,65.75,791,20510,1440742,476174,226112,40.39,1407.47,25.72,110.59,181.14,31.24,2131,22100,3805825,22670.58
(주)케이지모빌리언스,046440,2019/12,388597,225743,33.85,1487.9,55.12,72.14,185.42,35.18,3194,32738,1478386,450697,237463,35.47,1486.42,46.23,89.8,155.31,24.45,4367,34781,6550379,35286
(주)케이지모빌리언스,046440,2020/12,413503,265882,16.34,1355.07,50.02,55.52,313.72,48.97,1715,42653,1537237,470246,275412,19.03,1353.78,39.86,70.74,243.2,39.92,2294,45705,6199780,45841.18
(주)케이지모빌리언스,046440,2021/12,437187,286958,11.87,1463.64,56.7,52.35,212.43,38.17,996,43387,1352233,491221,296773,14.62,1462.26,47.24,65.52,176.86,29.11,1420,47501,6145142,46196.75
(주)케이지이니시스,035600,2011/12,204514,114797,0,823.85,70.07,78.15,161.58,26.9,154,14985,816515,212849,120452,0,868.3,68.03,76.71,159.65,25.79,155,14854,828174,15926.04
(주)케이지이니시스,035600,2012/12,236375,142304,0,1040.16,71.8,66.11,140.37,15.73,0,15501,728916,,,,,,,,,,,,16503.57
(주)케이지이니시스,035600,2013/12,271847,143862,10.41,1052.41,110.46,88.96,164.13,23.16,446,20017,730347,525263,215336,18.78,1152.04,58.05,143.93,161.85,28.47,2513,36022,1750351,21236.82
(주)케이지이니시스,035600,2014/12,287511,141759,12.45,1071.58,29.88,102.82,111.67,6.2,1113,24454,715678,562284,234803,20.9,1286.07,14.15,139.47,137.66,20.91,3355,39776,2016394,25846.29
(주)케이지이니시스,035600,2015/12,290543,160396,21.43,1291.9,13.73,81.14,133.1,9.91,2079,27658,653271,611194,225047,24.1,1261.09,6,171.58,141.98,21.7,2686,20003,2645558,29727.36
(주)케이지이니시스,035600,2016/12,377148,177403,18.24,1265.26,18,112.59,76.63,-12.3,2077,26287,1090937,735955,257449,28.79,1261.58,19.98,185.86,134.85,17.83,2769,29504,2968443,29047.14
(주)케이지이니시스,035600,2017/12,441411,151108,4.53,1012.85,40.64,192.12,73.9,-17.08,1050,32025,1412076,926245,309705,23,1269.92,26.01,199.07,94.53,-3.19,2977,54677,9214271,36206.98
(주)케이지이니시스,035600,2018/12,450759,175057,2.22,1183.65,41.61,157.49,72.91,-16.55,316,38047,1390281,932317,338325,22.1,1457.41,32.41,175.57,104.59,2.87,2738,60426,10932191,42334.84
(주)케이지이니시스,035600,2019/12,551916,201800,4.38,1479.93,41.67,173.5,68.38,-19.77,430,41112,2813919,1278011,380726,28.14,1821,37.12,235.68,81.7,-9.62,10684,86146,37647321,46848.26
(주)케이지이니시스,035600,2020/12,690796,258719,3.57,1887.89,34.76,167.01,52.1,-28.93,499,47657,2663530,1400503,452158,27.35,2239.94,35,209.74,95.07,-1.64,8453,98006,9358136,53490.68
(주)케이지이니시스,035600,2021/12,722539,305343,3.21,2222.06,43.15,136.63,62.36,-20.9,442,53088,2253743,1430089,513173,24.8,2603.28,43.96,178.68,99.36,0.18,11395,106647,7865086,57753.43
(주)케이티서브마린,060370,2011/12,127063,79059,18.55,269.3,48.21,60.72,157.49,16.9,807,10483,170779,,,,,,,,,,,,15194.4
(주)케이티서브마린,060370,2012/12,109787,84750,11.61,295.29,14.93,29.54,176.49,13.76,426,9913,181698,,,,,,,,,,,,16199.03
(주)케이티서브마린,060370,2013/12,115781,88333,2.01,311.65,104.35,31.07,215.76,21.86,123,8179,208082,,,,,,,,,,,,14939.88
(주)케이티서브마린,060370,2014/12,111877,95422,0,344.02,272.57,17.24,390.15,29.05,2,10775,219197,,,,,,,,,,,,17413.22
(주)케이티서브마린,060370,2015/12,160314,96796,22.92,350.3,9.28,65.62,70.27,-5.76,41,6173,218347,,,,,,,,,,,,13689.51
(주)케이티서브마린,060370,2016/12,156993,101421,21.77,371.42,1.38,54.79,77.11,-3.88,568,8069,168210,,,,,,,,,,,,20606.83
(주)케이티서브마린,060370,2017/12,142797,108741,11.25,404.84,39.14,31.32,91.92,-0.22,457,9468,141756,,,,,,,,,,,,22606.28
(주)케이티서브마린,060370,2018/12,130715,103184,11.68,379.47,7.72,26.68,95.04,-0.09,476,-5224,131912,,,,,,,,,,,,8478.71
(주)케이티서브마린,060370,2019/12,120947,102495,3.23,376.32,42.15,18,155.55,7.21,381,990,246927,,,,,,,,,,,,14421.35
(주)케이티서브마린,060370,2020/12,116813,102780,0.27,377.62,199.64,13.65,691.34,50.78,71,-4142,252552,,,,,,,,,,,,7262.14
(주)케이티서브마린,060370,2021/12,110390,99653,0.17,363.34,678.31,10.77,796.5,53.96,6,-5132,258300,,,,,,,,,,,,3455.02
(주)케이티알파,036030,2011/12,202346,171003,0,395.66,15.34,18.33,275.23,25.41,0,-11508,759950,249730,180353,0,414.49,21.98,38.47,197.45,25.98,23,-5018,1054047,972.76
(주)케이티알파,036030,2012/12,190519,158877,0,360.51,7.18,19.92,248.13,22.33,51,-7410,690431,249231,169719,0,382.85,6.18,46.85,173.46,22.94,75,-5213,982212,7472.99
(주)케이티알파,036030,2013/12,211037,178816,0,400.67,26.2,18.02,314.66,30.12,77,2169,522226,293665,191021,0,425.34,10.8,53.73,178.4,27.01,171,7027,778061,18644.18
(주)케이티알파,036030,2014/12,226995,195566,0,447.57,104.55,16.07,401.12,39.74,5,6916,481329,,,,,,,,,,,,26389.67
(주)케이티알파,036030,2015/12,235757,201819,0,465.08,100.15,16.82,465.33,52.47,0,5348,481038,,,,,,,,,,,,29998.44
(주)케이티알파,036030,2016/12,249202,202261,0,466.32,65.07,23.21,343.53,45.32,0,6258,416038,,,,,,,,,,,,31267.84
(주)케이티알파,036030,2017/12,258240,205297,0,474.82,43.36,25.79,291.78,38.9,11,5745,505475,,,,,,,,,,,,29151.84
(주)케이티알파,036030,2018/12,272769,206889,0,479.28,62.13,31.84,245.37,35.96,17,5554,524503,,,,,,,,,,,,30372.24
(주)케이티알파,036030,2019/12,279818,205049,3.8,474.13,59.39,36.46,180.9,19.05,411,10709,661134,,,,,,,,,,,,37039.95
(주)케이티알파,036030,2020/12,280646,193917,4.15,442.96,53.65,44.73,169.76,19.59,406,11811,515882,,,,,,,,,,,,40836.33
(주)케이티알파,036030,2021/12,391553,218212,3.4,345.16,49.06,79.44,159.06,26.05,467,4184,665469,,,,,,,,,,,,30657.87
(주)케이프,064820,2011/12,169832,100694,36.08,2172.84,23.08,68.66,84.04,0.07,1903,6700,256532,,,,,,,,,,,,10958.77
(주)케이프,064820,2012/12,183489,104091,40.02,2248.31,40.15,76.28,86.45,-0.05,3282,1322,273924,184397,104839,39.82,2235.65,40.34,75.89,94.03,2.42,3282,396,312907,5497.44
(주)케이프,064820,2013/12,189388,92248,48.84,1985.15,36.24,105.3,86.08,-0.31,3430,-2783,294063,195507,90393,51.15,1915.88,32.53,116.29,102.78,5.15,3483,-4375,366174,1010.4
(주)케이프,064820,2014/12,161355,93243,38.48,936.69,9.54,73.05,63.78,-10.81,3097,-2453,284301,159761,91125,38.87,939.78,11.06,75.32,68.89,-8.83,3094,-4725,339734,1192.62
(주)케이프,064820,2015/12,155448,89369,39.62,882.25,3.61,73.94,49.17,-15.69,1989,-1909,299139,155384,88983,39.63,875.11,5.61,74.62,63.1,-9.9,1996,-3385,341871,1822.03
(주)케이프,064820,2016/12,214857,125251,34.68,1269.76,17.63,71.54,49.56,-12.45,2774,707,277503,1469791,161908,9.62,1271.18,23.74,807.79,37.07,-2.34,4719,6116,559919,3500.64
(주)케이프,064820,2017/12,211074,133384,30.26,1078.88,11.1,58.25,25.97,-16.69,2901,828,263239,1323297,171730,10.04,1078.88,16.07,670.57,39.66,-2.08,6674,17622,871979,2885.15
(주)케이프,064820,2018/12,220345,143467,28.24,1023.97,24.28,53.59,152.73,13.94,2792,2486,252356,2219167,182706,5.88,1023.97,11.9,1114.61,24.3,-3.2,6750,14364,977438,4522.57
(주)케이프,064820,2019/12,223469,152771,25.34,1060.18,44.68,46.28,149.12,14.38,2720,6592,210758,1949681,192520,7.01,1060.18,41.66,912.72,64.07,-0.23,6712,16569,3268416,8695.01
(주)케이프,064820,2020/12,235018,173622,19.93,1036.9,26.47,35.36,140.05,13.43,1415,7008,223025,2080724,213295,6.08,1036.9,24.5,875.52,63.5,-0.36,5557,25411,3375823,9050.71
(주)케이프,064820,2021/12,278059,199758,23.02,1192.86,5.2,39.2,27.2,-9.21,1270,4905,251916,2213124,246816,6.5,1201.58,3.57,796.67,14.62,-4.67,5402,47381,2848512,7173.38
(주)케이피에스,256940,2013/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이피에스,256940,2014/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이피에스,256940,2015/12,,,,,,,,,,,,,,,,,,,,,,,
(주)케이피에스,256940,2016/12,27053,6250,50.18,327.31,14.91,332.87,114.81,10.16,813,2723,139944,,,,,,,,,,,,3844.14
(주)케이피에스,256940,2017/12,32501,25748,4.71,1105.98,15.96,26.23,473.77,60.37,200,4265,116077,,,,,,,,,,,,4820.85
(주)케이피에스,256940,2018/12,38217,30901,2.41,1344.32,0.16,23.68,325.38,48.84,28,8181,109822,38228,30913,2.41,1344.87,0.17,23.66,326.26,48.97,27,8196,109822,8681.68
(주)케이피에스,256940,2019/12,38681,30315,14.47,1314.72,53.5,27.6,281.93,47.49,66,-941,186912,38651,30298,14.48,1313.92,53.69,27.57,282.59,47.6,66,-973,189576,-232.92
(주)케이피에스,256940,2020/12,79139,53400,26.07,596.23,139.24,48.2,224.16,34.1,1664,939,182858,76992,50932,26.94,553.97,142.19,51.17,227.35,36.59,1665,-387,194342,1494.48
(주)케이피에스,256940,2021/12,99270,67524,27.61,628.58,118.56,47.01,211.47,35.16,1683,-7869,174085,93401,60887,29.55,558.46,123.18,53.4,202.32,35.49,1690,-12307,221939,-7339.4
(주)케이피에프,024880,2011/12,244197,127017,30.71,2168.96,2.55,92.26,114.08,21.35,3026,18558,449208,255409,123695,32.85,2110.51,12.57,106.48,106.53,21.92,3385,16813,641724,23786.04
(주)케이피에프,024880,2012/12,314365,156322,38.68,2022.68,2.64,101.1,89.52,10.4,5143,21202,551578,330265,146044,42.9,1884.66,14.38,126.14,83.54,11.53,5538,12834,748312,27039.82
(주)케이피에프,024880,2013/12,352760,156048,43.04,2019.01,1.91,126.06,83.4,10.27,6027,18336,884557,367654,144058,47.5,1857.93,4.88,155.21,73.01,8.88,6213,11745,1366400,24875.47
(주)케이피에프,024880,2014/12,333099,144873,42.18,1865.64,6.39,129.93,70.6,5.23,5975,12110,1240939,366849,124097,52.12,1586.55,6.66,195.61,63.48,2.06,6585,10333,1630841,19473.42
(주)케이피에프,024880,2015/12,360165,164080,40.31,2126.22,0.97,119.51,70.79,6.33,4809,20782,1228431,380368,126690,52.23,1623.86,2.85,200.24,65.21,4.56,5996,16600,1657414,28257.98
(주)케이피에프,024880,2016/12,361483,171644,37.48,2241.2,15.02,110.6,90.24,12.12,4429,12465,1166003,395895,132147,50.32,1710.54,13.25,199.59,82.61,11.33,6026,14712,1497244,19642.37
(주)케이피에프,024880,2017/12,367650,173835,38.72,2298.41,3.26,111.49,92.98,13.24,5379,10448,1248340,418037,138508,52.29,1823.76,4.16,201.81,87.89,14,7728,15242,1603818,17970.84
(주)케이피에프,024880,2018/12,358387,181199,35.72,2272.45,1.04,97.79,93.08,13.85,5819,8391,1192460,408583,148363,50.04,1854.81,4.81,175.39,94.13,17.8,9044,15885,1555959,15749.27
(주)케이피에프,024880,2019/12,369936,193728,35.58,2184.41,13.59,90.96,108.8,21.22,5002,12790,1806683,415790,161823,48.94,1818.69,14.03,156.94,95.63,18.36,8262,16333,2215828,21075.61
(주)케이피에프,024880,2020/12,346294,176596,40.81,1964.07,14.21,96.09,82.35,9.92,4432,635,1817779,378563,147777,50.69,1638.74,18.53,156.17,75.47,9,6322,2201,2287061,8689.98
