회사명,거래소코드,회계년도,당기순이익(손실)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),자산(*)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원)
(주)딜리,131180,2011/12,4174,3983,45022,44767,2416,2351
(주)딜리,131180,2012/12,3508,3456,47994,48117,2940,3308
(주)딜리,131180,2013/12,3431,3201,49937,50035,2646,3215
(주)딜리,131180,2014/12,4061,3424,52908,52213,2859,3295
(주)딜리,131180,2015/12,5570,5645,61275,60639,7103,7549
(주)딜리,131180,2016/12,3648,4135,58246,58263,2163,2779
(주)딜리,131180,2017/12,2508,2541,60966,61374,3809,4725
(주)딜리,131180,2018/12,1932,2556,61438,62046,3797,4534
(주)딜리,131180,2019/12,2219,2092,64733,63808,5884,6211
(주)딜리,131180,2020/12,-320,-561,61534,61603,6061,6357
(주)딜리,131180,2021/12,2970,3046,69283,69338,11952,12264
(주)딥노이드,315640,2017/12,,,,,,
(주)딥노이드,315640,2018/12,,,,,,
(주)딥노이드,315640,2019/12,-1847,,5833,,15800,
(주)딥노이드,315640,2020/12,-13600,,11315,,13591,
(주)딥노이드,315640,2021/12,-8854,,18591,,4843,
(주)라닉스,317120,2018/12,661,,10407,,5898,
(주)라닉스,317120,2019/12,-132,,20395,,2718,
(주)라닉스,317120,2020/12,-2280,,32348,,15176,
(주)라닉스,317120,2021/12,-2543,-2670,45236,45115,25777,25782
(주)라온테크,232680,2011/12,,,,,,
(주)라온테크,232680,2012/12,,,,,,
(주)라온테크,232680,2013/12,,,,,,
(주)라온테크,232680,2014/12,,,,,,
(주)라온테크,232680,2015/12,,,,,,
(주)라온테크,232680,2016/12,,,,,,
(주)라온테크,232680,2017/12,,,,,,
(주)라온테크,232680,2018/12,-249,,23414,,18852,
(주)라온테크,232680,2019/12,-1432,,18755,,15458,
(주)라온테크,232680,2020/12,845,,24792,,20294,
(주)라온테크,232680,2021/12,5868,,38861,,19355,
(주)라온텍,418420,2012/12,,,,,,
(주)라온텍,418420,2013/12,,,,,,
(주)라온텍,418420,2021/12,-3232,,10466,,4675,
(주)라이온켐텍,171120,2011/12,9303,,38593,,16719,
(주)라이온켐텍,171120,2012/12,14827,,54761,,18446,
(주)라이온켐텍,171120,2013/12,14585,,83621,,8957,
(주)라이온켐텍,171120,2014/12,10037,,87925,,8731,
(주)라이온켐텍,171120,2015/12,17860,,111435,,18228,
(주)라이온켐텍,171120,2016/12,16538,,127479,,20768,
(주)라이온켐텍,171120,2017/12,3788,,125272,,17656,
(주)라이온켐텍,171120,2018/12,1880,,133718,,31566,
(주)라이온켐텍,171120,2019/12,10707,,132849,,23815,
(주)라이온켐텍,171120,2020/12,7704,,137520,,26153,
(주)라이온켐텍,171120,2021/12,8520,,140810,,24917,
(주)라이트론,069540,2011/12,3482,4826,38937,38950,12406,10096
(주)라이트론,069540,2012/12,4764,5319,48732,48365,17456,14614
(주)라이트론,069540,2013/12,1689,2478,51698,52242,18774,15905
(주)라이트론,069540,2014/12,3030,3224,53584,54242,17467,14352
(주)라이트론,069540,2015/12,-4233,-4386,45519,45873,13288,9930
(주)라이트론,069540,2016/12,1531,525,63164,60922,23796,19411
(주)라이트론,069540,2017/12,-1884,-3043,76844,75473,36744,34424
(주)라이트론,069540,2018/12,-43287,-40866,88414,88979,57047,54359
(주)라이트론,069540,2019/12,3190,3379,78825,79430,44654,41746
(주)라이트론,069540,2020/12,-19274,-19590,66487,66890,18315,15473
(주)라이트론,069540,2021/12,-5828,-8485,74588,73209,22102,19744
(주)라이프시맨틱스,347700,2018/12,-3700,,8205,,7598,
(주)라이프시맨틱스,347700,2019/12,-3963,,6262,,9790,
(주)라이프시맨틱스,347700,2020/12,-9309,,9540,,7354,
(주)라이프시맨틱스,347700,2021/12,-6215,,33286,,20227,
(주)라파스,214260,2013/12,,,,,,
(주)라파스,214260,2014/12,,,,,,
(주)라파스,214260,2015/12,4446,4439,32353,32431,3224,3275
(주)라파스,214260,2016/12,196,207,36740,36702,7388,7290
(주)라파스,214260,2017/12,-5865,-5549,34337,34814,10795,10669
(주)라파스,214260,2018/12,-3657,-4241,31382,34514,11313,14345
(주)라파스,214260,2019/12,133,184,59373,62885,11616,14954
(주)라파스,214260,2020/12,-4567,-4628,54856,59827,10806,15188
(주)라파스,214260,2021/12,4869,4705,87949,97844,35770,44167
(주)래몽래인,200350,2012/12,,,,,,
(주)래몽래인,200350,2013/12,,,,,,
(주)래몽래인,200350,2014/12,,,,,,
(주)래몽래인,200350,2015/12,,,,,,
(주)래몽래인,200350,2016/12,1120,648,24031,23808,13013,13053
(주)래몽래인,200350,2017/12,-10639,-10213,12310,12565,11270,11372
(주)래몽래인,200350,2018/12,1330,1275,7149,7353,4327,4428
(주)래몽래인,200350,2019/12,1446,1474,16432,16600,7284,7316
(주)래몽래인,200350,2020/12,3304,3153,27524,27518,3757,3809
(주)래몽래인,200350,2021/12,2459,2332,72261,72225,27435,27580
(주)랩지노믹스,084650,2011/12,,,,,,
(주)랩지노믹스,084650,2012/12,,,,,,
(주)랩지노믹스,084650,2013/12,1260,,22712,,9506,
(주)랩지노믹스,084650,2014/12,2420,,31095,,9859,
(주)랩지노믹스,084650,2015/12,1626,,31687,,9537,
(주)랩지노믹스,084650,2016/12,724,,43212,,18173,
(주)랩지노믹스,084650,2017/12,-3437,,39869,,17521,
(주)랩지노믹스,084650,2018/12,-3973,,47094,,16992,
(주)랩지노믹스,084650,2019/12,962,,49478,,19061,
(주)랩지노믹스,084650,2020/12,43067,42764,109386,109364,27535,27723
(주)랩지노믹스,084650,2021/12,84694,83855,204450,204287,45593,45865
(주)러셀,217500,2015/12,,,,,,
(주)러셀,217500,2016/12,,,,,,
(주)러셀,217500,2017/12,,,,,,
(주)러셀,217500,2018/12,41,,42193,,9383,
(주)러셀,217500,2019/12,4208,,45281,,5046,
(주)러셀,217500,2020/12,2103,1671,44630,53516,3011,12277
(주)러셀,217500,2021/12,6217,6116,63081,72627,13591,22285
(주)레고켐바이오사이언스,141080,2011/12,-3070,,6484,,2349,
(주)레고켐바이오사이언스,141080,2012/12,-2674,,6924,,3570,
(주)레고켐바이오사이언스,141080,2013/12,-5835,,23154,,5070,
(주)레고켐바이오사이언스,141080,2014/12,-8686,,33755,,13712,
(주)레고켐바이오사이언스,141080,2015/12,-8237,-8237,68320,68440,25142,25262
(주)레고켐바이오사이언스,141080,2016/12,-14146,-14725,89863,89551,29196,29490
(주)레고켐바이오사이언스,141080,2017/12,-8293,-12934,85098,82238,31995,32773
(주)레고켐바이오사이언스,141080,2018/12,-24897,-26073,121703,121686,16042,16392
(주)레고켐바이오사이언스,141080,2019/12,16004,12476,144197,141477,24318,25568
(주)레고켐바이오사이언스,141080,2020/12,-6986,,135912,,23786,
(주)레고켐바이오사이언스,141080,2021/12,-23391,,293233,,34459,
(주)레드캡투어,038390,2011/12,19296,19299,224877,225528,129674,130499
(주)레드캡투어,038390,2012/12,14917,15130,223974,225084,120150,121216
(주)레드캡투어,038390,2013/12,15809,15854,254046,254911,139429,140223
(주)레드캡투어,038390,2014/12,16886,16886,318610,319502,191960,192780
(주)레드캡투어,038390,2015/12,13910,13835,377927,378645,246427,247150
(주)레드캡투어,038390,2016/12,11467,11402,418126,418757,282305,283004
(주)레드캡투어,038390,2017/12,8633,8556,448102,448480,308236,308761
(주)레드캡투어,038390,2018/12,14128,14078,389150,389328,240125,240500
(주)레드캡투어,038390,2019/12,21519,22235,414139,416661,250714,252728
(주)레드캡투어,038390,2020/12,11181,11094,451779,453690,283601,285084
(주)레드캡투어,038390,2021/12,12023,12091,487957,489685,310397,311581
(주)레몬,294140,2014/12,-6345,,16370,,5997,
(주)레몬,294140,2015/12,-6452,,15351,,11430,
(주)레몬,294140,2016/12,-11173,,8571,,15823,
(주)레몬,294140,2017/12,8681,,16165,,14736,
(주)레몬,294140,2018/12,-2377,,36172,,10141,
(주)레몬,294140,2019/12,-9271,,98414,,79469,
(주)레몬,294140,2020/12,12457,,98658,,38484,
(주)레몬,294140,2021/12,-52010,,45742,,17586,
(주)레이,228670,2014/12,,,,,,
(주)레이,228670,2015/12,,,,,,
(주)레이,228670,2016/12,2515,1713,26632,24343,10837,10934
(주)레이,228670,2017/12,2288,1154,29137,25807,10952,11116
(주)레이,228670,2018/12,6779,5251,44556,41274,13195,14998
(주)레이,228670,2019/12,11479,11555,78073,76657,15601,19125
(주)레이,228670,2020/12,6692,7904,89689,89200,20528,23911
(주)레이,228670,2021/12,-3817,57,147049,177308,46713,73899
(주)레이언스,228850,2011/12,1365,,14898,,7970,
(주)레이언스,228850,2012/12,2873,,49420,,23845,
(주)레이언스,228850,2013/12,18417,18434,78988,77895,34739,34798
(주)레이언스,228850,2014/12,2827,3217,80195,79748,33359,33639
(주)레이언스,228850,2015/12,14174,14482,94028,94080,33654,34062
(주)레이언스,228850,2016/12,15338,14666,188529,190358,22442,24310
(주)레이언스,228850,2017/12,15511,14397,194500,196450,15948,19467
(주)레이언스,228850,2018/12,19536,15566,201078,201132,13372,18805
(주)레이언스,228850,2019/12,17386,13827,218601,232073,15538,37798
(주)레이언스,228850,2020/12,-5984,-4077,209784,224720,15439,37182
(주)레이언스,228850,2021/12,12957,14093,225822,241798,20153,42220
(주)레이크머티리얼즈,281740,2017/12,,,,,,
(주)레이크머티리얼즈,281740,2018/12,,,,,,
(주)레이크머티리얼즈,281740,2019/12,,,,,,
(주)레이크머티리얼즈,281740,2020/12,1959,1981,89827,90352,49514,49487
(주)레이크머티리얼즈,281740,2021/12,18057,18080,135444,150239,77364,91576
(주)레인보우로보틱스,277810,2017/12,716,646,15100,15096,796,799
(주)레인보우로보틱스,277810,2018/12,-3278,-3245,12420,12449,767,763
(주)레인보우로보틱스,277810,2019/12,-5497,-5498,9183,9211,1185,1180
(주)레인보우로보틱스,277810,2020/12,-1406,-1407,11404,11432,4825,4820
(주)레인보우로보틱스,277810,2021/12,-7843,-7845,63832,63858,15976,15971
(주)렉스엘이앤지,004790,2011/12,208,166,51192,64256,25712,47912
(주)렉스엘이앤지,004790,2012/12,-19147,-18920,23416,17081,15329,16927
(주)렉스엘이앤지,004790,2013/12,-4426,-4528,14497,7341,8013,8832
(주)로보로보,215100,2015/12,,,,,,
(주)로보로보,215100,2016/12,,,,,,
(주)로보로보,215100,2017/12,-1114,-1114,24308,24460,2564,2716
(주)로보로보,215100,2018/12,2555,2555,26399,26659,1202,1462
(주)로보로보,215100,2019/12,1090,1089,26282,27198,1675,2573
(주)로보로보,215100,2020/12,-2953,-3052,24711,24874,1180,1442
(주)로보로보,215100,2021/12,-1697,-1309,30641,31339,638,1028
(주)로보스타,090360,2011/12,6055,6278,66977,68898,37228,38704
(주)로보스타,090360,2012/12,-3773,-3385,65862,67418,40598,41365
(주)로보스타,090360,2013/12,1102,1108,77678,82794,51277,55593
(주)로보스타,090360,2014/12,2409,1891,73999,78663,44888,49222
(주)로보스타,090360,2015/12,9912,9342,99883,103310,61274,64776
(주)로보스타,090360,2016/12,6647,6786,134252,133974,90314,90094
(주)로보스타,090360,2017/12,7526,7478,130429,130235,79877,79975
(주)로보스타,090360,2018/12,-2485,-1194,170121,171513,68221,68743
(주)로보스타,090360,2019/12,-4704,-4513,165444,166636,70115,70221
(주)로보스타,090360,2020/12,-14966,-13226,139360,143057,58335,59201
(주)로보스타,090360,2021/12,2541,1634,122163,124700,38215,38614
(주)로보티즈,108490,2012/12,2034,1939,12100,11901,4232,4237
(주)로보티즈,108490,2013/12,1779,1700,13620,13350,3973,3984
(주)로보티즈,108490,2014/12,514,,14249,,4353,
(주)로보티즈,108490,2015/12,1579,,16461,,3446,
(주)로보티즈,108490,2016/12,2209,,24910,,9678,
(주)로보티즈,108490,2017/12,1781,,45907,,9976,
(주)로보티즈,108490,2018/12,2822,2363,69269,68826,7160,7291
(주)로보티즈,108490,2019/12,2257,2481,64609,64669,2883,3260
(주)로보티즈,108490,2020/12,-801,-138,72663,73197,9535,9820
(주)로보티즈,108490,2021/12,185,729,78619,80127,9826,9917
(주)로지시스,067730,2011/12,,,,,,
(주)로지시스,067730,2012/12,,,,,,
(주)로지시스,067730,2013/12,1667,,16629,,5103,
(주)로지시스,067730,2014/12,1745,,16695,,5165,
(주)로지시스,067730,2015/12,603,,21842,,6027,
(주)로지시스,067730,2016/12,583,,24106,,7759,
(주)로지시스,067730,2017/12,665,,26178,,9939,
(주)로지시스,067730,2018/12,742,,25946,,9167,
(주)로지시스,067730,2019/12,-995,,24235,,8581,
(주)로지시스,067730,2020/12,464,,23973,,7608,
(주)로지시스,067730,2021/12,2069,,26248,,7461,
(주)루닛,328130,2019/12,-46968,-46972,38416,38413,97288,97288
(주)루닛,328130,2020/12,-83732,-83739,25137,25124,155761,155762
(주)루닛,328130,2021/12,-73637,-73676,93892,93849,91810,91811
(주)루멘스,038060,2011/12,14665,21902,244850,260589,122720,133748
(주)루멘스,038060,2012/12,17312,19536,288493,304152,141811,153792
(주)루멘스,038060,2013/12,32211,32419,324087,334281,120564,126961
(주)루멘스,038060,2014/12,9708,11742,329403,352462,107773,123142
(주)루멘스,038060,2015/12,-10610,-7929,328053,339996,117803,120703
(주)루멘스,038060,2016/12,-6805,-6230,321391,349896,116133,136037
(주)루멘스,038060,2017/12,-14851,1166,288489,345508,99367,123436
(주)루멘스,038060,2018/12,-25490,-31485,260068,332872,95220,141445
(주)루멘스,038060,2019/12,-55561,-61111,193665,278452,85296,147895
(주)루멘스,038060,2020/12,-11062,-28308,172040,238638,76539,141157
(주)루멘스,038060,2021/12,-25043,-29426,165976,182677,92706,108894
(주)루트로닉,085370,2011/12,1793,-2437,63120,56785,22826,24566
(주)루트로닉,085370,2012/12,1006,41,75284,67971,34700,36417
(주)루트로닉,085370,2013/12,746,-689,79290,72808,36049,40029
(주)루트로닉,085370,2014/12,5202,870,90541,80470,41894,47941
(주)루트로닉,085370,2015/12,8094,5259,139642,129493,47416,54639
(주)루트로닉,085370,2016/12,13198,5302,208448,191712,48118,56277
(주)루트로닉,085370,2017/12,3951,-7003,224189,196722,57231,63620
(주)루트로닉,085370,2018/12,856,-15375,255254,215363,76713,85691
(주)루트로닉,085370,2019/12,-20,-11541,256299,208199,80926,89323
(주)루트로닉,085370,2020/12,-50359,-15367,165117,175617,65913,78561
(주)루트로닉,085370,2021/12,24989,27686,171561,186277,47368,64845
(주)룩손에너지홀딩스,033550,2011/12,2900,725,35371,48957,23647,35923
(주)룩손에너지홀딩스,033550,2012/12,-10073,-9963,22741,32394,18542,27779
(주)룽투코리아,060240,2011/12,-5362,-8040,23583,23433,17513,19842
(주)룽투코리아,060240,2012/12,-1109,847,23156,24406,15147,16197
(주)룽투코리아,060240,2013/12,-780,-1414,17591,18412,9884,11125
(주)룽투코리아,060240,2014/12,-2476,-3008,18053,18317,9409,10404
(주)룽투코리아,060240,2015/12,12817,808,72256,99571,28699,46477
(주)룽투코리아,060240,2016/12,-428,1899,81002,125601,39264,55251
(주)룽투코리아,060240,2017/12,-20163,-36641,72204,120692,12224,39130
(주)룽투코리아,060240,2018/12,9944,21507,71287,77374,9298,10468
(주)룽투코리아,060240,2019/12,10186,1637,83843,79352,4807,5648
(주)룽투코리아,060240,2020/12,3390,2863,88882,83969,6203,7148
(주)룽투코리아,060240,2021/12,-10826,-8691,71348,75615,5129,12850
(주)리노스,039980,2011/12,5609,,57724,,18532,
(주)리노스,039980,2012/12,6385,,76326,,30729,
(주)리노스,039980,2013/12,2812,,63998,,18981,
(주)리노스,039980,2014/12,4041,5831,76331,85917,23691,29021
(주)리노스,039980,2015/12,15123,,98775,,31406,
(주)리노스,039980,2016/12,3025,2826,102769,105086,34432,36036
(주)리노스,039980,2017/12,4275,4975,93270,96505,21685,23506
(주)리노스,039980,2018/12,2284,2177,93255,94264,19219,19217
(주)리노스,039980,2019/12,-77,-443,111256,111913,36945,36957
(주)리노스,039980,2020/12,-6445,-5750,85529,86899,17392,17420
(주)리노스,039980,2021/12,1012,997,90678,92069,20201,20267
(주)리더스코스메틱,016100,2011/12,14806,,69288,,20373,
(주)리더스코스메틱,016100,2012/12,-2918,,70149,,26219,
(주)리더스코스메틱,016100,2013/12,-4544,-2182,73574,75168,28114,28949
(주)리더스코스메틱,016100,2014/12,14988,17080,90024,97020,29521,33029
(주)리더스코스메틱,016100,2015/12,21937,8901,149938,180865,68150,72347
(주)리더스코스메틱,016100,2016/12,4348,7724,148709,190624,60956,70451
(주)리더스코스메틱,016100,2017/12,-5574,-7918,153438,192933,73024,83782
(주)리더스코스메틱,016100,2018/12,-10602,-13739,132884,164067,58663,65403
(주)리더스코스메틱,016100,2019/12,-53483,-57758,96062,132912,67321,83874
(주)리더스코스메틱,016100,2020/12,-5393,17056,78979,146587,49970,78131
(주)리더스코스메틱,016100,2021/12,41456,-3963,95508,106771,32903,51053
(주)리드,197210,2011/12,,,,,,
(주)리드,197210,2012/12,,,,,,
(주)리드,197210,2013/12,1040,,11874,,17427,
(주)리드,197210,2014/12,2004,1934,29313,29279,27258,27293
(주)리드,197210,2015/12,1560,1526,27210,27192,17309,17395
(주)리드,197210,2016/12,259,363,51608,51609,37837,37837
(주)리드,197210,2017/12,-22499,-22500,42703,42703,34925,34925
(주)리드,197210,2018/12,-11176,-14490,103164,107403,61890,68183
(주)리드,197210,2019/12,-48960,-49237,29916,31046,61061,62608
(주)리드코프,012700,2011/12,23849,23657,332913,359756,207017,234053
(주)리드코프,012700,2012/12,25732,26059,395636,466043,247731,318014
(주)리드코프,012700,2013/12,30716,34870,435326,511249,259599,331844
(주)리드코프,012700,2014/12,33762,38984,515991,639665,308826,423789
(주)리드코프,012700,2015/12,33950,40838,608617,779424,369117,524400
(주)리드코프,012700,2016/12,26340,32987,706756,946104,444249,661380
(주)리드코프,012700,2017/12,29066,36218,832755,1114805,544792,797497
(주)리드코프,012700,2018/12,23551,31993,869238,1140660,570732,807225
(주)리드코프,012700,2019/12,30144,40586,783736,1036734,460727,668449
(주)리드코프,012700,2020/12,30744,45873,839109,1096717,491586,682591
(주)리드코프,012700,2021/12,29378,39929,1041855,1349008,685084,914428
(주)리메드,302550,2016/12,,,,,,
(주)리메드,302550,2017/12,,,,,,
(주)리메드,302550,2018/12,-7381,,21512,,10567,
(주)리메드,302550,2019/12,4363,,34946,,10322,
(주)리메드,302550,2020/12,-1635,-1834,73569,73466,48584,48679
(주)리메드,302550,2021/12,1534,752,78025,77198,50947,51100
(주)리파인,377450,2016/12,,,,,,
(주)리파인,377450,2017/12,,,,,,
(주)리파인,377450,2018/12,,,,,,
(주)리파인,377450,2019/12,,,,,,
(주)리파인,377450,2020/12,16038,16067,49522,49424,13383,13387
(주)리파인,377450,2021/12,16865,16881,147235,147162,12282,12296
(주)링네트,042500,2011/12,2035,2155,54558,54952,34420,34684
(주)링네트,042500,2012/12,4093,4135,61522,61801,32957,33057
(주)링네트,042500,2013/12,5597,5639,67996,68444,33800,34028
(주)링네트,042500,2014/12,4888,5101,75442,76217,32756,33072
(주)링네트,042500,2015/12,4019,3946,78712,79690,32163,32848
(주)링네트,042500,2016/12,3316,3275,86387,87308,35991,36577
(주)링네트,042500,2017/12,4638,4706,83996,85251,29453,30332
(주)링네트,042500,2018/12,3385,3490,90204,92659,38369,40321
(주)링네트,042500,2019/12,7273,7023,92992,94448,35231,36414
(주)링네트,042500,2020/12,6769,7577,121575,123219,53776,54485
(주)링네트,042500,2021/12,7991,8669,127891,130747,55039,56175
(주)링크제니시스,219420,2014/12,,,,,,
(주)링크제니시스,219420,2015/12,940,938,8520,8480,1851,1561
(주)링크제니시스,219420,2016/12,1831,1758,12093,12069,2593,2392
(주)링크제니시스,219420,2017/12,2710,2714,15185,15290,2022,1947
(주)링크제니시스,219420,2018/12,2332,2196,35311,36099,4643,4720
(주)링크제니시스,219420,2019/12,774,572,36987,37630,3085,3270
(주)링크제니시스,219420,2020/12,580,514,41519,41957,8389,8434
(주)링크제니시스,219420,2021/12,4106,4301,45756,47800,6812,7217
(주)마니커에프앤지,195500,2011/12,,,,,,
(주)마니커에프앤지,195500,2012/12,,,,,,
(주)마니커에프앤지,195500,2013/12,,,,,,
(주)마니커에프앤지,195500,2014/12,,,,,,
(주)마니커에프앤지,195500,2015/12,,,,,,
(주)마니커에프앤지,195500,2016/12,,,,,,
(주)마니커에프앤지,195500,2017/12,1389,,49610,,29965,
(주)마니커에프앤지,195500,2018/12,4077,,52850,,29330,
(주)마니커에프앤지,195500,2019/12,2945,,58498,,21813,
(주)마니커에프앤지,195500,2020/12,3300,,86577,,45407,
(주)마니커에프앤지,195500,2021/12,-178,,105446,,40960,
(주)마이스코,088700,2011/12,-12438,,212278,,143230,
(주)마이스코,088700,2012/12,-26064,,185826,,141965,
(주)마이크로디지탈,305090,2017/12,270,,5605,,4422,
(주)마이크로디지탈,305090,2018/12,-1657,,11704,,2829,
(주)마이크로디지탈,305090,2019/12,-6297,,23210,,5401,
(주)마이크로디지탈,305090,2020/12,-10469,,20789,,13150,
(주)마이크로디지탈,305090,2021/12,-7628,,35236,,22811,
(주)마이크로컨텍솔루션,098120,2011/12,4955,,26368,,3893,
(주)마이크로컨텍솔루션,098120,2012/12,5361,5355,31348,31343,4109,4111
(주)마이크로컨텍솔루션,098120,2013/12,5637,5427,36655,38072,4519,5958
(주)마이크로컨텍솔루션,098120,2014/12,9127,8300,47940,48654,7622,8926
(주)마이크로컨텍솔루션,098120,2015/12,4044,3319,47974,48093,5042,5981
(주)마이크로컨텍솔루션,098120,2016/12,802,-250,46359,44741,3251,3730
(주)마이크로컨텍솔루션,098120,2017/12,-3573,-3856,40781,41285,4090,4354
(주)마이크로컨텍솔루션,098120,2018/12,-4399,-4498,35729,35819,3800,3870
(주)마이크로컨텍솔루션,098120,2019/12,878,832,37280,37414,4510,4672
(주)마이크로컨텍솔루션,098120,2020/12,1119,1121,42204,42743,7838,8240
(주)마이크로컨텍솔루션,098120,2021/12,7517,7572,51057,51603,9393,9747
(주)마이크로프랜드,147760,2011/12,,,,,,
(주)마이크로프랜드,147760,2012/12,,,,,,
(주)마이크로프랜드,147760,2013/12,1020,,27025,,41585,
(주)마이크로프랜드,147760,2014/12,4870,,32756,,12363,
(주)마이크로프랜드,147760,2015/12,2265,,35269,,12417,
(주)마이크로프랜드,147760,2016/12,4653,,55247,,13073,
(주)마이크로프랜드,147760,2017/12,5509,,56111,,8072,
(주)마이크로프랜드,147760,2018/12,-1866,,61725,,15676,
(주)마이크로프랜드,147760,2019/12,-4638,,58240,,17110,
(주)마이크로프랜드,147760,2020/12,6438,,66138,,18345,
(주)마이크로프랜드,147760,2021/12,7858,,70123,,14426,
(주)마인즈랩,377480,2017/12,,,,,,
(주)마인즈랩,377480,2018/12,,,,,,
(주)마인즈랩,377480,2019/12,,,,,,
(주)마인즈랩,377480,2020/12,-20475,-20386,22137,22575,76955,77221
(주)마인즈랩,377480,2021/12,1259,1479,34727,35385,5211,5573
(주)마크로젠,038290,2011/12,2658,3139,56873,57754,14007,14649
(주)마크로젠,038290,2012/12,3491,3424,81707,82120,29848,30407
(주)마크로젠,038290,2013/12,7349,6453,89625,87712,27302,27665
(주)마크로젠,038290,2014/12,4029,3033,115470,116179,47107,49048
(주)마크로젠,038290,2015/12,7380,10083,128538,134311,53190,56858
(주)마크로젠,038290,2016/12,5127,4427,142239,159523,59485,75656
(주)마크로젠,038290,2017/12,17924,9275,167217,178707,64742,83534
(주)마크로젠,038290,2018/12,4735,2623,173294,180416,44953,61451
(주)마크로젠,038290,2019/12,9707,-13383,215583,225531,80579,117708
(주)마크로젠,038290,2020/12,2847,87875,209518,287790,73981,89263
(주)마크로젠,038290,2021/12,16323,2312,225016,301176,72536,99025
(주)매직마이크로,127160,2011/12,,,,,,
(주)매직마이크로,127160,2012/12,,,,,,
(주)매직마이크로,127160,2013/12,,,,,,
(주)매직마이크로,127160,2014/12,,,,,,
(주)매직마이크로,127160,2015/12,1966,-2371,79923,94090,37563,55903
(주)매직마이크로,127160,2016/12,-3695,-6506,75398,95244,35466,62065
(주)매직마이크로,127160,2017/12,-1617,-4593,82456,92684,37702,58787
(주)매직마이크로,127160,2018/12,-9503,-4127,138617,139584,64870,66817
(주)매직마이크로,127160,2019/12,-27583,-15717,121574,128971,74554,70750
(주)매직마이크로,127160,2020/12,-33472,-46941,75526,80083,54918,60412
(주)매커스,093520,2011/12,3903,2431,37208,35752,12070,12105
(주)매커스,093520,2012/12,4132,4206,52692,51335,23331,23391
(주)매커스,093520,2013/12,4703,4506,61651,60517,26874,27365
(주)매커스,093520,2014/12,5463,5102,63178,62103,23203,24137
(주)매커스,093520,2015/12,5440,4767,79392,79016,36145,38451
(주)매커스,093520,2016/12,3443,1566,82274,80310,36654,39250
(주)매커스,093520,2017/12,5934,9067,83719,84880,35681,37921
(주)매커스,093520,2018/12,9430,9307,85520,87117,32516,35314
(주)매커스,093520,2019/12,5158,4802,100464,101123,46494,48710
(주)매커스,093520,2020/12,7689,8086,94615,95489,37218,39252
(주)매커스,093520,2021/12,20000,25010,137664,144971,62081,65538
(주)맥스로텍,141070,2011/12,5805,,58791,,40939,
(주)맥스로텍,141070,2012/12,3151,,69741,,42347,
(주)맥스로텍,141070,2013/12,-3112,,64527,,41412,
(주)맥스로텍,141070,2014/12,217,,74051,,49887,
(주)맥스로텍,141070,2015/12,-5916,,86487,,59692,
(주)맥스로텍,141070,2016/12,-8764,,79365,,45016,
(주)맥스로텍,141070,2017/12,-2269,,83603,,49900,
(주)맥스로텍,141070,2018/12,1950,,90063,,54878,
(주)맥스로텍,141070,2019/12,-10090,,75566,,47404,
(주)맥스로텍,141070,2020/12,-25132,,52152,,38832,
(주)맥스트,377030,2020/12,-8921,,6957,,2608,
(주)맥스트,377030,2021/12,-4319,,18560,,3027,
(주)머큐리,100590,2011/12,-1851,,59973,,32084,
(주)머큐리,100590,2012/12,1382,,66478,,37248,
(주)머큐리,100590,2013/12,2223,,69351,,37115,
(주)머큐리,100590,2014/12,1148,,65011,,31667,
(주)머큐리,100590,2015/12,-916,,67372,,35203,
(주)머큐리,100590,2016/12,2014,,69393,,35338,
(주)머큐리,100590,2017/12,4443,,83505,,45045,
(주)머큐리,100590,2018/12,13577,,92784,,24864,
(주)머큐리,100590,2019/12,2332,,105087,,34115,
(주)머큐리,100590,2020/12,8210,,126096,,45920,
(주)머큐리,100590,2021/12,5657,,149701,,62996,
(주)멀티캠퍼스,067280,2011/12,5179,,92748,,7943,
(주)멀티캠퍼스,067280,2012/12,4943,9024,94769,100887,7630,10613
(주)멀티캠퍼스,067280,2013/12,5673,6302,125656,131865,19386,22238
(주)멀티캠퍼스,067280,2014/12,10540,10398,134916,140570,20496,22301
(주)멀티캠퍼스,067280,2015/12,9957,10493,83259,90882,23482,25795
(주)멀티캠퍼스,067280,2016/12,12402,12902,100654,108377,28922,30341
(주)멀티캠퍼스,067280,2017/12,11365,12435,110801,116934,30223,30871
(주)멀티캠퍼스,067280,2018/12,16424,17552,135549,143683,45474,46308
(주)멀티캠퍼스,067280,2019/12,17310,18907,192260,204059,89517,91822
(주)멀티캠퍼스,067280,2020/12,10599,9947,183523,193276,71035,73082
(주)멀티캠퍼스,067280,2021/12,19556,20556,244330,256983,114677,117016
(주)메드팩토,235980,2018/12,-37578,,31821,,27238,
(주)메드팩토,235980,2019/12,-13516,,80700,,2005,
(주)메드팩토,235980,2020/12,-25352,,58496,,2753,
(주)메드팩토,235980,2021/12,-17040,-17040,133342,133346,89799,89803
(주)메디아나,041920,2011/12,,,,,,
(주)메디아나,041920,2012/12,,,,,,
(주)메디아나,041920,2013/12,3038,3209,27924,27321,12594,11917
