회사명,거래소코드,회계년도,[제조]      유형자산(요약)(IFRS)(백만원),[제조]      유형자산(요약)(IFRS연결)(백만원),[제조]매출액(수익)(요약)(IFRS)(백만원),[제조]매출액(수익)(요약)(IFRS연결)(백만원),[제조]자본(*)(요약)(IFRS)(백만원),[제조]자본(*)(요약)(IFRS연결)(백만원),[제조]자산(*)(요약)(IFRS)(백만원),[제조]자산(*)(요약)(IFRS연결)(백만원),[제조]* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원),[제조]* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원)
(주)베셀,177350,2012/12,,,,,,,,,,
(주)베셀,177350,2013/12,8508,8508,51247,51394,7307,7321,37954,38047,3723,3740
(주)베셀,177350,2014/12,8365,8365,56946,57174,13374,13410,47022,47195,7504,7529
(주)베셀,177350,2015/12,15075,15075,52555,52752,37539,37615,66991,67259,7898,7944
(주)베셀,177350,2016/12,11924,11924,43831,44003,42302,42383,76100,76211,2162,2178
(주)베셀,177350,2017/12,12263,12263,80513,80644,45160,45268,96845,97669,10274,10315
(주)베셀,177350,2018/12,11786,11786,75235,75788,30172,30542,84811,85246,2344,2629
(주)베셀,177350,2019/12,11377,11777,40368,42344,19136,19497,79392,86241,-7404,-7350
(주)베셀,177350,2020/12,10848,13721,68728,70783,22521,18921,57563,61023,3626,-1463
(주)베셀,177350,2021/12,17979,30065,11398,24634,31090,38673,71002,93352,-7544,-7461
(주)베스파,299910,2018/12,1348,1585,124487,124487,92012,90623,113003,112067,29586,28225
(주)베스파,299910,2019/12,4435,7468,100123,100572,94867,84420,111946,106207,842,-8700
(주)베스파,299910,2020/12,2693,4681,66101,68295,49678,32833,72558,62127,-19522,-33912
(주)베스파,299910,2021/12,1539,1820,41938,45439,-4574,-5327,10315,11827,-37221,-44122
(주)보광산업,225530,2011/12,,,,,,,,,,
(주)보광산업,225530,2012/12,,,,,,,,,,
(주)보광산업,225530,2013/12,25857,,42148,,7200,,47303,,6863,
(주)보광산업,225530,2014/12,24498,,31521,,19243,,46430,,10045,
(주)보광산업,225530,2015/12,46334,,40268,,43908,,84809,,13200,
(주)보광산업,225530,2016/12,48894,,47698,,54471,,87769,,11593,
(주)보광산업,225530,2017/12,47094,,42039,,58527,,90402,,9274,
(주)보광산업,225530,2018/12,47811,,37338,,57600,,92461,,4752,
(주)보광산업,225530,2019/12,50473,,49767,,67746,,100571,,7427,
(주)보광산업,225530,2020/12,68775,68775,56898,56898,77519,79204,131616,136003,9722,9722
(주)보광산업,225530,2021/12,69616,69616,71898,71898,84287,85704,140422,146065,13261,13214
(주)보광티에스,066690,2011/12,4461,,4839,,2311,,24948,,-22011,
(주)보라티알,250000,2015/12,10003,,6963,,5668,,26887,,1725,
(주)보라티알,250000,2016/12,9390,,38352,,15428,,27088,,8500,
(주)보라티알,250000,2017/12,9764,9765,41950,42068,46951,47232,60564,60853,9113,9166
(주)보라티알,250000,2018/12,9592,9607,39253,42015,50526,51058,56780,58124,4773,5066
(주)보라티알,250000,2019/12,19814,19839,42136,46789,54382,55221,84921,86622,2811,3209
(주)보라티알,250000,2020/12,19317,19328,44164,50423,53532,54934,79982,81470,3035,3728
(주)보라티알,250000,2021/12,18016,18106,52879,60872,57503,60404,84576,88616,5026,6947
(주)본느,242420,2014/12,,,,,,,,,,
(주)본느,226340,2015/12,,,,,,,,,,
(주)본느,242420,2015/12,,,,,,,,,,
(주)본느,242420,2016/12,,,,,,,,,,
(주)본느,226340,2016/12,,,,,,,,,,
(주)본느,242420,2017/12,89,187,20218,23635,8643,9244,12190,13251,3215,4083
(주)본느,226340,2017/12,,,,,,,,,,
(주)본느,226340,2018/12,4555,7223,24842,29230,24482,24804,31692,34336,3749,3432
(주)본느,226340,2019/12,4672,7284,32954,47019,34563,33952,38733,41069,7102,5582
(주)본느,226340,2020/12,7408,7408,24435,36046,33787,32059,53142,54464,2780,-857
(주)본느,226340,2021/12,7632,9195,21553,53806,28835,27102,75871,83546,30,-1047
(주)부-스타,008470,2011/12,13115,,62438,,45945,,58296,,3371,
(주)부-스타,008470,2012/12,12518,,67029,,48171,,61504,,3346,
(주)부-스타,008470,2013/12,11969,,68048,,52560,,64936,,3889,
(주)부-스타,008470,2014/12,11908,,72246,,56138,,69928,,3274,
(주)부-스타,008470,2015/12,12373,,77038,,60305,,75759,,4727,
(주)부-스타,008470,2016/12,11938,,86314,,65944,,82882,,6492,
(주)부-스타,008470,2017/12,11339,,78950,,69236,,84541,,3306,
(주)부-스타,008470,2018/12,11792,,81943,,71004,,85717,,1995,
(주)부-스타,008470,2019/12,11265,,96543,,73655,,94165,,3262,
(주)부-스타,008470,2020/12,9040,,100596,,76982,,93481,,5883,
(주)부-스타,008470,2021/12,9103,,98227,,79776,,96779,,-14,
(주)부방,014470,2011/12,123530,130660,305640,334669,132666,128998,229172,229679,8826,9457
(주)부방,014470,2012/12,117702,124155,305740,328983,140572,139555,213838,215670,10854,11877
(주)부방,014470,2013/12,116766,120395,355624,372055,155460,156636,220826,221942,20005,20016
(주)부방,014470,2014/12,117435,117435,382207,382207,169659,169659,234630,234630,18139,17462
(주)부방,014470,2015/12,8249,74230,72221,121967,192471,194584,208751,226710,345,2985
(주)부방,014470,2016/12,16895,125185,14620,257007,201417,194241,228417,275145,1897,11637
(주)부방,014470,2017/12,16974,121801,26324,383331,179879,193361,200547,274082,1874,-3848
(주)부방,014470,2018/12,17010,120750,10113,348599,179566,194167,193523,257895,1365,3983
(주)부방,014470,2019/12,13664,116765,5611,330263,209218,182586,223913,261498,1271,-4220
(주)부방,014470,2020/12,13502,118309,4886,334975,204767,176981,219646,255804,1924,-176
(주)부방,014470,2021/12,13321,127376,3036,319767,182732,156707,261110,346311,800,-4331
(주)뷰노,338220,2017/12,,,,,,,,,,
(주)뷰노,338220,2018/12,,,,,,,,,,
(주)뷰노,338220,2019/12,948,,162,,5419,,7453,,-6022,
(주)뷰노,338220,2020/12,757,,1257,,-3642,,9587,,-9722,
(주)뷰노,338220,2021/12,5762,5762,2248,2248,22757,22592,35757,35606,-17606,-17813
(주)뷰웍스,100120,2011/12,7502,7541,35285,35629,49230,49202,53143,53984,7765,7269
(주)뷰웍스,100120,2012/12,8860,8929,46753,46821,55361,53600,59370,58336,8915,7506
(주)뷰웍스,100120,2013/12,19354,19458,65819,66501,64123,61953,78368,76435,13312,12821
(주)뷰웍스,100120,2014/12,29696,29806,70249,70811,73694,70895,86926,84339,13466,13257
(주)뷰웍스,100120,2015/12,29343,29483,92746,93439,88643,84689,100334,96987,18896,18375
(주)뷰웍스,100120,2016/12,31354,31539,116465,117303,114165,110383,133513,129948,30432,30465
(주)뷰웍스,100120,2017/12,32056,32214,122607,123461,129456,126082,140743,137641,28955,28635
(주)뷰웍스,100120,2018/12,38887,39143,116568,131404,144019,140748,156662,156378,22661,22559
(주)뷰웍스,100120,2019/12,44783,45549,125453,136010,164044,161454,181258,181014,26326,26426
(주)뷰웍스,100120,2020/12,64555,66670,147531,160264,172774,170588,196954,196869,27862,29066
(주)뷰웍스,100120,2021/12,64732,67397,182722,193139,191539,188234,241040,240843,35769,34809
(주)브랜드엑스코퍼레이션,337930,2019/12,5097,5833,56928,64097,14539,14238,39294,41550,10379,9911
(주)브랜드엑스코퍼레이션,337930,2020/12,3692,4137,120908,139727,61711,62883,73615,78322,6682,8147
(주)브랜드엑스코퍼레이션,337930,2021/12,3394,4867,147770,172654,69968,68249,87882,110650,12217,10838
(주)브리지텍,064480,2011/12,384,,28105,,23911,,31084,,1208,
(주)브리지텍,064480,2012/12,427,,35449,,28141,,36974,,5675,
(주)브리지텍,064480,2013/12,348,,42332,,36166,,46846,,6457,
(주)브리지텍,064480,2014/12,250,,40184,,38189,,51485,,3043,
(주)브리지텍,064480,2015/12,459,,52454,,43091,,61896,,6233,
(주)브리지텍,064480,2016/12,488,,55214,,49111,,62591,,8155,
(주)브리지텍,064480,2017/12,305,,30212,,43083,,51896,,-4747,
(주)브리지텍,064480,2018/12,706,,46502,,39444,,56123,,730,
(주)브리지텍,064480,2019/12,2629,,35590,,32925,,42300,,-3932,
(주)브리지텍,064480,2020/12,2023,,44326,,33618,,42554,,1717,
(주)브리지텍,064480,2021/12,1415,,54363,,39781,,59134,,3136,
(주)브이씨,365900,2018/12,,,,,,,,,,
(주)브이씨,365900,2019/12,,,,,,,,,,
(주)브이씨,365900,2020/12,3737,3858,35364,40748,18744,17685,35242,35482,7042,6480
(주)브이씨,365900,2021/12,26648,26819,48096,53670,32958,32581,58163,59124,7555,8419
(주)브이원텍,251630,2013/12,,,,,,,,,,
(주)브이원텍,251630,2014/12,,,,,,,,,,
(주)브이원텍,251630,2015/12,696,746,11115,11806,12320,12452,16272,16530,2373,2460
(주)브이원텍,251630,2016/12,709,748,23670,24455,23923,24260,31478,31944,8835,8949
(주)브이원텍,251630,2017/12,1476,1504,37985,38721,60997,61440,87634,88100,15292,15421
(주)브이원텍,251630,2018/12,3061,3099,53788,54629,76683,76968,81636,81944,15594,15665
(주)브이원텍,251630,2019/12,12265,12292,26109,26780,81360,81695,86930,87282,4759,4814
(주)브이원텍,251630,2020/12,18161,18178,30445,31087,84316,84685,93255,93630,6496,6518
(주)브이원텍,251630,2021/12,15844,16728,42809,51090,96407,99512,122243,132416,7830,4964
(주)브이티지엠피,018290,2011/12,33534,,59106,,22546,,89451,,-2133,
(주)브이티지엠피,018290,2012/12,32213,,53969,,21909,,78859,,-4602,
(주)브이티지엠피,018290,2013/12,31160,,52606,,23334,,78769,,1721,
(주)브이티지엠피,018290,2014/12,30086,,53825,,19424,,79620,,448,
(주)브이티지엠피,018290,2015/12,28487,,47027,,16380,,62449,,-12486,
(주)브이티지엠피,018290,2016/12,27261,,41141,,33420,,62090,,-8689,
(주)브이티지엠피,018290,2017/12,26637,28929,40265,69860,26125,36114,56768,74093,-8374,-6678
(주)브이티지엠피,018290,2018/12,26286,28747,52279,109470,51906,69714,67817,123950,5521,13404
(주)브이티지엠피,018290,2019/12,28160,28357,64609,112757,62225,61251,122123,135893,6244,10263
(주)브이티지엠피,018290,2020/12,32999,33252,105877,107395,76927,70432,139739,158931,9812,5461
(주)브이티지엠피,018290,2021/12,26759,28196,142416,226770,93159,110091,160949,207648,17218,26391
(주)블레이드엔터테인먼트,044480,2011/12,5583,9386,21939,25969,25210,24024,27527,28199,-1291,-1927
(주)블레이드엔터테인먼트,044480,2012/12,5042,8101,22071,27282,27631,25769,29918,29135,1590,1221
(주)블레이드엔터테인먼트,044480,2013/12,4535,7472,20677,24702,28011,26064,29414,28653,919,846
(주)블레이드엔터테인먼트,044480,2014/12,4176,7228,14699,18262,25165,25165,26811,27769,-911,-1055
(주)블레이드엔터테인먼트,044480,2015/12,3752,6462,14270,17443,23783,23783,25010,26183,-1118,-1538
(주)블레이드엔터테인먼트,044480,2016/12,3929,6253,12830,15335,22492,22492,23871,24930,-485,-1059
(주)블레이드엔터테인먼트,044480,2017/12,3534,5659,11902,14931,20969,20969,22201,23176,-1243,-1542
(주)블레이드엔터테인먼트,044480,2018/12,2233,2903,12879,15350,29068,29068,49853,51235,813,-751
(주)블레이드엔터테인먼트,044480,2019/12,2259,16408,11522,37484,44725,91442,79064,140122,633,-3674
(주)블레이드엔터테인먼트,044480,2020/12,4103,4619,11799,13049,46060,46060,64891,65466,-182,-835
(주)블레이드엔터테인먼트,044480,2021/12,9065,56920,12525,25764,46249,102549,68358,177918,-3488,-5557
(주)블루젬디앤씨,053040,2011/12,2597,29929,20590,22786,24698,42669,46567,77810,730,892
(주)블루콤,033560,2011/12,12364,30508,40153,41216,99097,98539,108393,107757,2962,127
(주)블루콤,033560,2012/12,11769,28159,57479,56775,102263,98237,108361,104045,7135,6289
(주)블루콤,033560,2013/12,11933,26158,80109,85508,111645,110842,118863,119877,9851,13566
(주)블루콤,033560,2014/12,31943,50375,190465,196513,132746,136173,157769,161843,29572,33537
(주)블루콤,033560,2015/12,26027,57181,221867,217060,156302,160035,188137,185891,32556,32342
(주)블루콤,033560,2016/12,26559,55069,248505,238790,172966,172620,204824,197756,30841,27001
(주)블루콤,033560,2017/12,31971,56230,121105,116599,175535,165209,191367,179951,13476,11614
(주)블루콤,033560,2018/12,31562,53802,65992,73867,177680,166152,185103,172272,599,83
(주)블루콤,033560,2019/12,17537,33754,27279,28563,179290,166796,187309,173878,-6853,-12101
(주)블루콤,033560,2020/12,16976,31146,54245,53549,168603,165480,184603,175841,-1363,-4187
(주)블루콤,033560,2021/12,14903,31942,71499,71492,159909,159949,178051,180431,3903,1421
(주)블리츠웨이,369370,2020/12,,,,,,,,,,
(주)블리츠웨이,369370,2021/12,743,,15850,,16303,,20558,,3063,
(주)비덴트,121800,2011/06,9991,,24010,,24992,,32300,,7261,
(주)비덴트,121800,2012/06,15535,,31125,,44034,,52648,,8111,
(주)비덴트,121800,2013/12,15486,,26339,,42578,,54523,,386,
(주)비덴트,121800,2014/12,15312,15406,29280,29025,43599,43410,54448,54263,991,791
(주)비덴트,121800,2015/12,15095,15394,22718,22679,51546,51046,71907,70429,-1842,-2158
(주)비덴트,121800,2016/12,8382,9264,17053,23994,47605,51048,78284,93266,-4939,-5780
(주)비덴트,121800,2017/12,7845,7883,15824,23931,139192,139893,162761,163731,-4266,-6446
(주)비덴트,121800,2018/12,8689,8704,19855,21472,242882,242328,282081,281888,2643,1159
(주)비덴트,121800,2019/12,7551,7559,17945,18672,249880,249074,327295,326822,-1341,-1826
(주)비덴트,121800,2020/12,7544,7545,10707,10710,334418,334197,404001,403813,-6498,-6479
(주)비덴트,121800,2021/12,6919,,17686,,666227,,873509,,772,
(주)비보존제약,082800,2011/12,17111,,47382,,26812,,55431,,-2934,
(주)비보존제약,082800,2012/12,13905,,117695,,27851,,67758,,8667,
(주)비보존제약,082800,2013/12,15339,,133948,,35389,,78904,,4129,
(주)비보존제약,082800,2014/12,10011,,119989,,33898,,53537,,-2984,
(주)비보존제약,082800,2015/12,6476,,89739,,24654,,48707,,-8511,
(주)비보존제약,082800,2016/12,5574,,68211,,22742,,41960,,489,
(주)비보존제약,082800,2017/12,3549,,61021,,16100,,36405,,-5007,
(주)비보존제약,082800,2018/12,3148,,46003,,68446,,100652,,-12911,
(주)비보존제약,082800,2019/12,829,829,43901,44953,109212,108997,163767,164654,1218,-1972
(주)비보존제약,082800,2020/12,934,23441,28165,43592,107013,111560,196948,248159,-6006,-7941
(주)비보존제약,082800,2021/12,1290,31513,8556,57730,82128,86542,141485,194471,-11279,-17932
(주)비스토스,419540,2019/12,,,,,,,,,,
(주)비스토스,419540,2020/12,,,,,,,,,,
(주)비스토스,419540,2021/12,205,,20522,,7239,,9771,,1592,
(주)비씨월드제약,200780,2011/12,,,,,,,,,,
(주)비씨월드제약,200780,2012/12,10838,,25496,,22669,,38604,,2861,
(주)비씨월드제약,200780,2013/12,12933,,30375,,25921,,42419,,4048,
(주)비씨월드제약,200780,2014/12,21614,,35692,,61710,,74835,,5262,
(주)비씨월드제약,200780,2015/12,45402,,41415,,67401,,79356,,6616,
(주)비씨월드제약,200780,2016/12,56140,,45658,,73876,,96420,,6911,
(주)비씨월드제약,200780,2017/12,70064,72840,50207,50207,81228,81460,115753,118341,8878,8874
(주)비씨월드제약,200780,2018/12,83271,109727,54792,54792,86405,86613,128651,158379,5754,5601
(주)비씨월드제약,200780,2019/12,90988,121740,52238,51497,85950,85971,129192,162171,-188,-1005
(주)비씨월드제약,200780,2020/12,94021,125500,57425,57030,84754,83568,145002,176925,-410,-2096
(주)비씨월드제약,200780,2021/12,107751,138365,60848,62079,83616,80890,153561,185101,414,-1798
(주)비아트론,141000,2011/12,4380,,47132,,23817,,31407,,10477,
(주)비아트론,141000,2012/12,9656,,53222,,51163,,70611,,10449,
(주)비아트론,141000,2013/12,19952,,32718,,56480,,85159,,3992,
(주)비아트론,141000,2014/12,19552,,32804,,58041,,80349,,833,
(주)비아트론,141000,2015/12,19036,,45120,,70348,,81271,,8329,
(주)비아트론,141000,2016/12,18754,18796,76231,76414,99018,99079,128364,128428,13940,14020
(주)비아트론,141000,2017/12,18576,18616,100633,100781,108838,108484,139437,139164,21547,20822
(주)비아트론,141000,2018/12,18107,18140,128629,129129,129745,129253,155445,155073,29792,29220
(주)비아트론,141000,2019/12,17581,17769,48924,49953,133141,132702,149897,149710,4032,3785
(주)비아트론,141000,2020/12,17716,17855,91302,92584,142322,145273,180250,183866,17081,16717
(주)비아트론,141000,2021/12,32260,32443,78351,79868,157139,158686,187384,189725,11925,11460
(주)비앤비성원,015200,2011/12,20748,,123105,,101316,,153125,,4091,
(주)비앤에스미디어,156170,2011/12,,,,,,,,,,
(주)비앤에스미디어,156170,2012/12,,,,,,,,,,
(주)비앤에스미디어,156170,2013/12,,,,,,,,,,
(주)비앤에스미디어,156170,2014/12,,,,,,,,,,
(주)비앤에스미디어,156170,2015/12,,,,,,,,,,
(주)비앤에스미디어,156170,2016/12,,,,,,,,,,
(주)비에이치,090460,2011/12,36825,66559,153386,152887,61138,59863,129027,148011,11673,14144
(주)비에이치,090460,2012/12,44646,76246,225569,229849,71846,70701,160820,181617,18460,24678
(주)비에이치,090460,2013/12,84988,115593,347684,379058,95335,89099,203389,230980,30071,31424
(주)비에이치,090460,2014/12,110306,136723,293595,315941,108768,101642,244564,263922,16149,19012
(주)비에이치,090460,2015/12,110802,142507,333975,364623,116108,107555,297030,331916,4271,9442
(주)비에이치,090460,2016/12,102073,145290,296716,371954,122701,106034,285222,310622,-19561,-25782
(주)비에이치,090460,2017/12,88289,163758,513248,691342,154121,152757,425897,519806,65951,75731
(주)비에이치,090460,2018/12,81378,195651,473574,767882,173519,187911,385960,469756,68807,91030
(주)비에이치,090460,2019/12,72170,206363,351927,654854,239919,279458,375116,477944,32648,62568
(주)비에이치,090460,2020/12,67554,213931,323300,721358,246545,316977,401403,561120,5330,34046
(주)비에이치,090460,2021/12,76717,240620,443081,1036963,320450,407977,493710,793400,76911,71085
(주)비엔씨컴퍼니,058370,2011/12,7562,,16324,,10042,,24907,,1053,
(주)비엔씨컴퍼니,058370,2012/12,7432,,8266,,11654,,23523,,-2260,
(주)비엔씨컴퍼니,058370,2013/12,210,211,18533,18533,5580,6258,17084,17884,-2743,-3232
(주)비엔씨컴퍼니,058370,2014/12,82,82,12117,12126,12803,13308,19053,20007,-2802,-2990
(주)비엔씨컴퍼니,058370,2015/12,310,915,16392,17064,17202,17053,30632,31134,284,176
(주)비엔씨컴퍼니,058370,2016/12,205,676,8932,12682,26323,23732,33775,32836,-5456,-6462
(주)비엔에프코퍼레이션,271780,2016/12,,,,,,,,,,
(주)비엔에프코퍼레이션,271780,2017/12,,,,,,,,,,
(주)비엔에프코퍼레이션,271780,2018/12,,,,,,,,,,
(주)비엔에프코퍼레이션,271780,2019/12,,,,,,,,,,
(주)비엔지티,032790,2011/12,5759,6127,67695,71404,29882,28829,42566,47375,-1174,-2602
(주)비엔지티,032790,2012/12,5829,9971,41874,63929,16821,18789,26965,49755,-6362,-5911
(주)비엔지티,032790,2013/12,922,4409,19202,89714,10679,14119,21190,41096,-4435,-2132
(주)비엔지티,032790,2014/12,487,3996,17602,73182,5676,9076,14098,31080,-404,-556
(주)비엔지티,032790,2015/12,1226,3577,12793,61727,8583,8590,17339,27261,-1994,-2763
(주)비엔지티,032790,2016/12,8619,13137,8534,51293,10065,11477,20712,29433,-2202,-1276
(주)비엔지티,032790,2017/12,10164,13485,13933,52950,21417,22537,27941,35991,-50,-169
(주)비엔지티,032790,2018/12,13012,16034,9468,49621,19096,18384,46225,52079,-3839,-5607
(주)비엔지티,032790,2019/12,10236,14066,16100,51911,23192,22521,34684,41822,721,-3135
(주)비엔지티,032790,2020/12,9400,11110,13982,54588,24892,22789,36732,41742,305,-1517
(주)비엔지티,032790,2021/12,2357,5356,17160,72201,43660,44524,53600,75416,-1380,122
(주)비엘,142760,2011/12,5006,,2163,,4273,,11344,,-2545,
(주)비엘,142760,2012/12,5940,,2106,,4273,,11608,,-2589,
(주)비엘,142760,2013/12,5567,,1577,,1158,,10084,,-2719,
(주)비엘,142760,2014/12,369,,1167,,-10152,,10754,,-3534,
(주)비엘,142760,2015/12,469,,1478,,5553,,9540,,-5042,
(주)비엘,142760,2016/12,1459,,2501,,17462,,21613,,-6002,
(주)비엘,142760,2017/12,3893,3893,7607,7607,35177,35193,37560,37576,-6826,-6826
(주)비엘,142760,2018/12,3494,32085,18568,86067,35680,68411,86546,153291,-5969,-6185
(주)비엘,142760,2019/12,3779,33742,14422,72877,36068,58542,83609,148114,-7028,-12385
(주)비엘,142760,2020/12,3138,51425,15527,80453,57676,93288,90541,190693,-5965,-11839
(주)비엘,142760,2021/12,3372,46218,18339,101170,72331,98316,97307,188850,-7371,-14481
(주)비엘팜텍,065170,2011/12,2032,26630,33377,54137,28601,36766,37263,75112,1227,3988
(주)비엘팜텍,065170,2012/12,2021,26158,35351,64681,27765,35523,35069,71220,79,2399
(주)비엘팜텍,065170,2013/12,1916,24885,24338,50703,30695,30870,39162,65427,-444,1895
(주)비엘팜텍,065170,2014/12,1859,23628,35202,61595,36565,36608,41686,65770,62,1972
(주)비엘팜텍,065170,2015/12,2988,24208,23410,57145,34062,32650,39296,63196,-1461,-154
(주)비엘팜텍,065170,2016/12,5533,27738,37455,73963,30725,29035,47957,73386,216,1815
(주)비엘팜텍,065170,2017/12,5597,29653,42545,83708,25398,27753,43732,68245,-280,2768
(주)비엘팜텍,065170,2018/12,5415,28662,45934,87686,62106,71614,73946,103883,1263,2085
(주)비엘팜텍,065170,2019/12,2115,30123,37321,58869,51756,50896,62066,89113,571,-2787
(주)비엘팜텍,065170,2020/12,1940,48512,28316,65691,70941,72917,79936,134325,-511,-2034
(주)비엘팜텍,065170,2021/12,1811,42899,32194,84440,61893,65510,84483,130341,-1517,-3430
(주)비엠티,086670,2011/12,28224,32357,43838,45479,40758,40715,67668,72874,7260,6096
(주)비엠티,086670,2012/12,28032,31993,42218,44238,43342,41567,69114,72452,4720,3383
(주)비엠티,086670,2013/12,32405,36221,51230,51230,55249,52736,91048,93167,6897,6897
(주)비엠티,086670,2014/12,35106,38849,60016,60016,56758,56709,94566,96612,6052,5714
(주)비엠티,086670,2015/12,34424,38092,55124,55124,57511,57274,93112,94424,2488,2232
(주)비엠티,086670,2016/12,33919,37516,41125,41125,55780,55297,93777,94337,-1020,-1158
(주)비엠티,086670,2017/12,36311,39838,63639,63639,57975,57569,97143,97252,6115,5988
(주)비엠티,086670,2018/12,37506,40963,76879,76879,66558,66211,110096,110017,8340,8207
(주)비엠티,086670,2019/12,37658,41043,74362,74362,70578,70374,117691,117489,6498,6376
(주)비엠티,086670,2020/12,56853,60188,88157,89621,73359,73157,145088,147939,6649,6743
(주)비엠티,086670,2021/12,73830,73830,107674,107949,79866,81017,182313,186310,5970,4619
(주)비올,335890,2019/12,,,,,,,,,,
(주)비올,335890,2020/12,2007,2079,12154,12154,19711,19711,23599,23667,3713,3415
(주)비올,335890,2021/12,2112,2127,18373,18373,26519,26517,29873,29900,5688,5412
(주)비즈니스온커뮤니케이션,138580,2013/12,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2014/12,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2017/12,169,,13457,,32012,,35901,,5704,
(주)비즈니스온커뮤니케이션,138580,2018/12,148,,15038,,35407,,39787,,5676,
(주)비즈니스온커뮤니케이션,138580,2019/12,1160,,15677,,37271,,64059,,6196,
(주)비즈니스온커뮤니케이션,138580,2020/12,679,954,16223,18430,60768,61693,64687,70956,5017,5477
(주)비즈니스온커뮤니케이션,138580,2021/12,1209,1756,18252,33527,60744,63793,66431,73229,6457,8991
(주)비지에프에코머티리얼즈,126600,2011/12,15010,,84183,,33758,,51214,,4910,
(주)비지에프에코머티리얼즈,126600,2012/12,16694,,88397,,39113,,53793,,7095,
(주)비지에프에코머티리얼즈,126600,2013/12,16925,16955,91297,91297,46322,46267,65841,65785,9317,9296
(주)비지에프에코머티리얼즈,126600,2014/12,16534,30032,106409,105294,57026,55406,77307,83861,11433,10406
(주)비지에프에코머티리얼즈,126600,2015/12,16868,32233,111033,115810,79366,76631,100669,107225,13567,12543
(주)비지에프에코머티리얼즈,126600,2016/12,17282,32865,119148,130126,89227,87786,113450,124691,13127,14149
(주)비지에프에코머티리얼즈,126600,2017/12,16757,32570,121749,134793,99284,98142,127818,142293,7773,8350
(주)비지에프에코머티리얼즈,126600,2018/12,15709,37959,141444,161369,102593,101704,133262,167382,5736,6329
(주)비지에프에코머티리얼즈,126600,2019/12,14795,36102,132584,182893,106436,109112,127805,156410,5149,9139
(주)비지에프에코머티리얼즈,126600,2020/12,14764,34725,110974,150917,112967,118673,128534,150418,7325,11545
(주)비지에프에코머티리얼즈,126600,2021/12,20866,41113,149088,203454,144512,156133,285430,306764,17335,22268
(주)비츠로셀,082920,2011/03,12452,,46016,,46132,,52381,,6610,
(주)비츠로셀,082920,2012/03,16759,,53466,,50382,,58464,,7314,
(주)비츠로셀,082920,2013/03,24328,24328,61215,61468,60248,60396,68479,68636,7558,7713
(주)비츠로셀,082920,2014/03,31096,31102,69596,70569,64102,63887,76491,76332,7662,7333
(주)비츠로셀,082920,2015/06,37877,37881,82468,82163,76259,75448,98777,97994,11589,10822
(주)비츠로셀,082920,2016/06,41273,41300,90540,91020,91752,90434,115182,113891,16613,16104
(주)비츠로셀,082920,2017/06,18354,18358,101991,105352,107777,106852,121524,120833,17555,18037
(주)비츠로셀,082920,2018/12,84511,84508,113081,112597,121185,120352,146009,145253,19530,19638
(주)비츠로셀,082920,2019/12,83468,83745,129410,133438,141358,141445,163353,163958,24381,25334
(주)비츠로셀,082920,2020/12,79042,79238,112282,113180,155620,155845,187844,188284,18002,18157
(주)비츠로셀,082920,2021/12,79956,80145,111662,113250,165855,166742,205142,206247,16789,17422
(주)비츠로시스,054220,2011/03,12816,12883,104507,118524,46042,46029,95698,95692,2598,7496
(주)비츠로시스,054220,2012/03,13228,13337,120623,121575,51332,51333,112586,112581,4389,4388
(주)비츠로시스,054220,2013/03,16771,18106,133555,134326,68516,68050,136894,136641,6367,5875
(주)비츠로시스,054220,2014/03,16710,18005,96008,97266,63398,61685,140460,138952,-391,-1563
(주)비츠로시스,054220,2015/03,16481,17733,84705,85544,59890,60181,142820,143269,-15159,-16032
(주)비츠로시스,054220,2016/03,16229,,63541,,61812,,114682,,2407,
(주)비츠로시스,054220,2017/03,18930,,72074,,68352,,123239,,2023,
(주)비츠로시스,054220,2018/03,20405,,75293,,50583,,107177,,-5475,
(주)비츠로시스,054220,2019/03,0,,31266,,-99528,,18701,,-22155,
(주)비츠로시스,054220,2020/03,0,,7440,,-104019,,15054,,-4395,
(주)비츠로시스,054220,2021/03,0,0,3657,3657,4156,4149,13507,13500,-5104,-5110
(주)비츠로테크,042370,2011/03,22762,23835,78219,82088,45342,46875,75944,78980,1433,1252
(주)비츠로테크,042370,2012/03,24140,25197,84750,88410,45808,48774,81134,86873,1248,1703
(주)비츠로테크,042370,2013/03,24903,,85361,,51482,,91327,,1359,
(주)비츠로테크,042370,2014/03,24346,,97885,,53203,,89285,,1882,
(주)비츠로테크,042370,2015/06,28586,,119885,,55507,,104292,,1027,
(주)비츠로테크,042370,2016/06,29021,,103230,,49919,,98896,,-7132,
(주)비츠로테크,042370,2017/06,25271,57722,86735,232764,82464,194873,122983,279729,1371,20977
(주)비츠로테크,042370,2018/06,24858,125562,28938,220441,83286,204886,113914,321190,2336,12135
(주)비츠로테크,042370,2019/12,24320,150729,30787,312976,84274,247036,116863,367544,2287,37395
(주)비츠로테크,042370,2020/12,24057,146574,37813,307592,91660,279114,123515,409764,4394,33261
(주)비츠로테크,042370,2021/12,275,153345,15020,323803,109622,316358,121148,455378,4276,26075
