회사명,거래소코드,회계년도,[제조]      이익잉여금(결손금)(요약)(IFRS)(백만원),[제조]      이익잉여금(결손금)(요약)(IFRS연결)(백만원),[제조]자산(*)(요약)(IFRS)(백만원),[제조]자산(*)(요약)(IFRS연결)(백만원),[제조]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),[제조]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),[제조]매출액(수익)(요약)(IFRS)(백만원),[제조]매출액(수익)(요약)(IFRS연결)(백만원)
(주)마이크로디지탈,305090,2021/12,-28493,,35236,,-6962,,4305,
(주)마이크로컨텍솔루션,098120,2011/12,18317,,26368,,6238,,27053,
(주)마이크로컨텍솔루션,098120,2012/12,23081,23074,31348,31343,6145,6138,28127,28127
(주)마이크로컨텍솔루션,098120,2013/12,28010,27794,36655,38072,5869,5863,30787,31206
(주)마이크로컨텍솔루션,098120,2014/12,36180,35212,47940,48654,7928,7493,44071,45733
(주)마이크로컨텍솔루션,098120,2015/12,38790,37275,47974,48093,4072,3357,34466,35794
(주)마이크로컨텍솔루션,098120,2016/12,38954,36467,46359,44741,1014,-223,25635,27223
(주)마이크로컨텍솔루션,098120,2017/12,32553,32553,40781,41285,2944,1663,25294,27007
(주)마이크로컨텍솔루션,098120,2018/12,27762,27762,35729,35819,-699,-1799,24601,25684
(주)마이크로컨텍솔루션,098120,2019/12,28607,28607,37280,37414,205,250,34266,34429
(주)마이크로컨텍솔루션,098120,2020/12,30084,30084,42204,42743,2693,2367,38530,39275
(주)마이크로컨텍솔루션,098120,2021/12,37387,37387,51057,51603,7922,8953,60328,61382
(주)마이크로프랜드,147760,2011/12,,,,,,,,
(주)마이크로프랜드,147760,2012/12,,,,,,,,
(주)마이크로프랜드,147760,2013/12,-18362,,27025,,8561,,49707,
(주)마이크로프랜드,147760,2014/12,-13919,,32756,,11757,,53435,
(주)마이크로프랜드,147760,2015/12,-11529,,35269,,937,,36555,
(주)마이크로프랜드,147760,2016/12,-6628,,55247,,7569,,44775,
(주)마이크로프랜드,147760,2017/12,-1299,,56111,,945,,50190,
(주)마이크로프랜드,147760,2018/12,-3288,,61725,,6327,,40562,
(주)마이크로프랜드,147760,2019/12,-8207,,58240,,2694,,36672,
(주)마이크로프랜드,147760,2020/12,-1545,,66138,,10028,,51025,
(주)마이크로프랜드,147760,2021/12,6360,,70123,,10127,,60501,
(주)마인즈랩,377480,2017/12,,,,,,,,
(주)마인즈랩,377480,2018/12,,,,,,,,
(주)마인즈랩,377480,2019/12,,,,,,,,
(주)마인즈랩,377480,2020/12,-61108,-60783,22137,22575,-1662,-2086,8286,11292
(주)마인즈랩,377480,2021/12,-59829,-59244,34727,35385,-6859,-6232,6919,8244
(주)마크로젠,038290,2011/12,-342,-99,56873,57754,10177,11142,30737,32382
(주)마크로젠,038290,2012/12,3267,3488,81707,82120,11196,11019,42806,44129
(주)마크로젠,038290,2013/12,10402,9701,89625,87712,10113,9165,47514,48078
(주)마크로젠,038290,2014/12,14199,12458,115470,116179,7023,6584,51811,54130
(주)마크로젠,038290,2015/12,21608,22659,128538,134311,4790,7155,64927,79534
(주)마크로젠,038290,2016/12,26963,27188,142239,159523,26772,23729,67660,91113
(주)마크로젠,038290,2017/12,45317,37147,167217,178707,15433,13067,71459,101793
(주)마크로젠,038290,2018/12,49846,40503,173294,180416,13210,15607,84732,110299
(주)마크로젠,038290,2019/12,58636,36085,215583,225531,11049,14496,90977,122253
(주)마크로젠,038290,2020/12,61305,124244,209518,287790,14117,20553,90534,112603
(주)마크로젠,038290,2021/12,75189,122916,225016,301176,18527,21183,100086,129175
(주)매직마이크로,127160,2011/12,,,,,,,,
(주)매직마이크로,127160,2012/12,,,,,,,,
(주)매직마이크로,127160,2013/12,,,,,,,,
(주)매직마이크로,127160,2014/12,,,,,,,,
(주)매직마이크로,127160,2015/12,19905,15567,79923,94090,-193,-871,62159,65348
(주)매직마이크로,127160,2016/12,16493,9436,75398,95244,4961,-2539,66119,64824
(주)매직마이크로,127160,2017/12,15409,5536,82456,92684,-4893,10742,63907,77652
(주)매직마이크로,127160,2018/12,5783,1417,138617,139584,-8047,-592,65992,80032
(주)매직마이크로,127160,2019/12,-19632,-10941,121574,128971,10517,5854,54357,73800
(주)매직마이크로,127160,2020/12,-53422,-56906,75526,80083,-2403,-2168,17122,48978
(주)매커스,093520,2011/12,10492,9000,37208,35752,5515,2431,48898,49723
(주)매커스,093520,2012/12,14586,13168,52692,51335,1123,1815,48790,50142
(주)매커스,093520,2013/12,19470,17855,61651,60517,20481,18384,63465,64630
(주)매커스,093520,2014/12,24608,22631,63178,62103,-15568,-17559,61549,63536
(주)매커스,093520,2015/12,29962,27312,79392,79016,16058,14648,65003,73526
(주)매커스,093520,2016/12,32262,28257,82274,80310,-1740,-4699,64170,67725
(주)매커스,093520,2017/12,36711,35928,83719,84880,10649,10491,83873,87365
(주)매커스,093520,2018/12,43867,43315,85520,87117,4333,6878,86558,89615
(주)매커스,093520,2019/12,47310,46385,100464,101123,1034,1996,55004,57482
(주)매커스,093520,2020/12,53655,53007,94615,95489,-2897,-792,80181,86913
(주)매커스,093520,2021/12,71842,76126,137664,144971,13749,14196,128489,140727
(주)맥스로텍,141070,2011/12,8928,,58791,,4362,,45945,
(주)맥스로텍,141070,2012/12,11935,,69741,,-2752,,40948,
(주)맥스로텍,141070,2013/12,8283,,64527,,3172,,22559,
(주)맥스로텍,141070,2014/12,8659,,74051,,5665,,37046,
(주)맥스로텍,141070,2015/12,2700,,86487,,-1818,,35417,
(주)맥스로텍,141070,2016/12,-5870,,79365,,3780,,40091,
(주)맥스로텍,141070,2017/12,-6301,,83603,,-869,,38651,
(주)맥스로텍,141070,2018/12,-5275,,90063,,11813,,59576,
(주)맥스로텍,141070,2019/12,-15559,,75566,,-8717,,37317,
(주)맥스로텍,141070,2020/12,-40776,,52152,,-3417,,19612,
(주)맥스트,377030,2020/12,-24958,,6957,,-1622,,1983,
(주)맥스트,377030,2021/12,-29277,,18560,,-3418,,2367,
(주)머큐리,100590,2011/12,-9917,,59973,,4832,,63912,
(주)머큐리,100590,2012/12,-8576,,66478,,-3002,,80651,
(주)머큐리,100590,2013/12,-5570,,69351,,2097,,104728,
(주)머큐리,100590,2014/12,-4462,,65011,,5616,,79405,
(주)머큐리,100590,2015/12,-5637,,67372,,124,,92818,
(주)머큐리,100590,2016/12,-3752,,69393,,-2533,,121072,
(주)머큐리,100590,2017/12,654,,83505,,1282,,138330,
(주)머큐리,100590,2018/12,14025,,92784,,17274,,133892,
(주)머큐리,100590,2019/12,16068,,105087,,-1887,,111048,
(주)머큐리,100590,2020/12,24012,,126096,,3502,,117810,
(주)머큐리,100590,2021/12,29938,,149701,,-9551,,121604,
(주)멀티캠퍼스,067280,2011/12,51865,,92748,,2566,,63128,
(주)멀티캠퍼스,067280,2012/12,55731,60158,94769,100887,4896,5338,79541,80440
(주)멀티캠퍼스,067280,2013/12,60278,65224,125656,131865,7707,8545,102525,108636
(주)멀티캠퍼스,067280,2014/12,69633,74462,134916,140570,12745,12716,121912,128579
(주)멀티캠퍼스,067280,2015/12,78108,83378,83259,90882,4822,6702,125745,135575
(주)멀티캠퍼스,067280,2016/12,89037,94720,100654,108377,17308,17471,176065,186478
(주)멀티캠퍼스,067280,2017/12,98930,105493,110801,116934,24712,25926,190764,201226
(주)멀티캠퍼스,067280,2018/12,112409,119901,135549,143683,11147,11572,228544,240026
(주)멀티캠퍼스,067280,2019/12,126775,135581,192260,204059,22503,24360,274956,288001
(주)멀티캠퍼스,067280,2020/12,133840,142010,183523,193276,26012,27712,250841,260019
(주)멀티캠퍼스,067280,2021/12,150433,159426,244330,256983,43485,46134,295822,308282
(주)메드팩토,235980,2018/12,-52169,,31821,,-8124,,0,
(주)메드팩토,235980,2019/12,-65684,,80700,,-15204,,0,
(주)메드팩토,235980,2020/12,-91036,,58496,,-23382,,0,
(주)메드팩토,235980,2021/12,-108076,-108076,133342,133346,-25079,-25153,0,0
(주)메디아나,041920,2011/12,,,,,,,,
(주)메디아나,041920,2012/12,,,,,,,,
(주)메디아나,041920,2013/12,8535,8729,27924,27321,5262,4965,33262,33671
(주)메디아나,041920,2014/12,12187,12358,37520,37023,611,729,38060,38356
(주)메디아나,041920,2015/12,19220,19441,44526,44441,7275,7672,46143,46740
(주)메디아나,041920,2016/12,27654,27396,52836,54287,8456,8197,52367,53395
(주)메디아나,041920,2017/12,31877,31401,55119,55899,1952,2265,51225,52363
(주)메디아나,041920,2018/12,32590,31269,56674,56785,3719,3711,45947,46826
(주)메디아나,041920,2019/12,39299,38014,64786,64761,12283,12182,47894,48400
(주)메디아나,041920,2020/12,50389,49256,76707,76762,9126,9407,67137,67519
(주)메디아나,041920,2021/12,58963,57600,90190,90170,12733,12133,56577,56802
(주)메디콕스,054180,2011/06,-12370,,49273,,-696,,21843,
(주)메디콕스,054180,2012/06,-6793,,48356,,3652,,27319,
(주)메디콕스,054180,2013/06,4353,,46423,,1158,,20450,
(주)메디콕스,054180,2014/06,6018,,45123,,1986,,20290,
(주)메디콕스,054180,2015/06,9656,,47650,,1638,,17801,
(주)메디콕스,054180,2016/06,10612,,47502,,1822,,19522,
(주)메디콕스,054180,2017/06,-2297,,55277,,522,,16025,
(주)메디콕스,054180,2018/06,-4197,,52453,,-3327,,13971,
(주)메디콕스,054180,2019/06,-6640,-6483,55810,56062,1432,267,25162,25225
(주)메디콕스,054180,2020/12,-17370,-17165,83459,84890,-4302,-4336,16190,16190
(주)메디콕스,054180,2021/12,-39855,-41033,101974,102479,-7041,-7244,17449,17449
(주)메디톡스,086900,2011/12,29928,,52882,,5295,,21704,
(주)메디톡스,086900,2012/12,43564,,70534,,14779,,36262,
(주)메디톡스,086900,2013/12,52842,54917,76460,79414,15857,16596,34181,39141
(주)메디톡스,086900,2014/12,86801,89923,164170,168511,105697,105379,69492,75892
(주)메디톡스,086900,2015/12,118164,123484,196040,203552,22387,22356,80144,88505
(주)메디톡스,086900,2016/12,166259,172813,316198,324030,52266,54101,121762,133256
(주)메디톡스,086900,2017/12,224493,234364,372487,389129,56072,59684,167865,181239
(주)메디톡스,086900,2018/12,268307,283645,371314,395015,53675,55071,186434,205445
(주)메디톡스,086900,2019/12,283899,304574,388656,421530,28091,33703,181011,205900
(주)메디톡스,086900,2020/12,248936,268147,431506,467764,29486,27927,123329,140828
(주)메디톡스,086900,2021/12,358005,364112,547093,577698,19877,19966,168715,184870
(주)메디프론디비티,065650,2011/12,-337,,38644,,913,,13232,
(주)메디프론디비티,065650,2012/12,-2687,,36481,,-1319,,8833,
(주)메디프론디비티,065650,2013/12,-4675,,34718,,-1511,,11326,
(주)메디프론디비티,065650,2014/12,-13244,,26482,,1,,5407,
(주)메디프론디비티,065650,2015/12,-14865,,30839,,-170,,8215,
(주)메디프론디비티,065650,2016/12,-19151,,27753,,-1152,,13097,
(주)메디프론디비티,065650,2017/12,-30721,,26244,,-1170,,20910,
(주)메디프론디비티,065650,2018/12,-36249,,21570,,-852,,19890,
(주)메디프론디비티,065650,2019/12,-38107,,19460,,-4285,,17413,
(주)메디프론디비티,065650,2020/12,-41704,-41704,45040,47217,-1674,-1674,31415,31415
(주)메디프론디비티,065650,2021/12,-48364,,49097,,-1503,,49251,
(주)메지온,140410,2011/12,19623,,31582,,-1522,,5067,
(주)메지온,140410,2012/12,21694,,67302,,3136,,8592,
(주)메지온,140410,2013/12,20503,,63340,,-3552,,4402,
(주)메지온,140410,2014/12,17826,,77875,,-4502,,4455,
(주)메지온,140410,2015/12,21857,,103052,,1772,,14926,
(주)메지온,140410,2016/12,9905,9905,95164,95899,4335,-6077,11941,8751
(주)메지온,140410,2017/12,-5125,-5125,69215,74038,-4035,-13214,5586,5586
(주)메지온,140410,2018/12,-21961,-24113,69570,75059,-8074,-21724,19088,19088
(주)메지온,140410,2019/12,-44420,-47351,53051,58874,-2829,-20880,18931,18931
(주)메지온,140410,2020/12,-61166,-61166,71357,75625,5115,-7377,28634,28634
(주)메지온,140410,2021/12,-74789,-74789,81797,83935,-1445,-15071,26654,26654
(주)메카로,241770,2011/12,,,,,,,,
(주)메카로,241770,2012/12,,,,,,,,
(주)메카로,241770,2013/12,,,,,,,,
(주)메카로,241770,2014/12,7614,,33451,,254,,23489,
(주)메카로,241770,2015/12,12011,,40960,,7431,,35194,
(주)메카로,241770,2016/12,14718,,46394,,-1316,,48134,
(주)메카로,241770,2017/12,46539,,139563,,38426,,106038,
(주)메카로,241770,2018/12,66327,66327,153155,153900,24717,24703,100492,100499
(주)메카로,241770,2019/12,67714,67714,155822,160151,18857,14879,72452,72495
(주)메카로,241770,2020/12,65690,65123,152125,155456,15611,12597,71443,72742
(주)메카로,241770,2021/12,74196,74196,162489,163089,15388,12314,81711,82772
(주)메타바이오메드,059210,2011/12,9654,7622,51986,53888,3988,4103,25201,27092
(주)메타바이오메드,059210,2012/12,15771,13615,70611,103430,4154,3831,28956,44785
(주)메타바이오메드,059210,2013/12,18352,15532,86018,116788,4291,3712,33684,63518
(주)메타바이오메드,059210,2014/12,19264,10326,87002,115056,1851,-296,35476,61365
(주)메타바이오메드,059210,2015/12,10944,10944,78507,113784,4037,4933,40586,68592
(주)메타바이오메드,059210,2016/12,11369,11369,84517,120077,7615,5033,41268,65784
(주)메타바이오메드,059210,2017/12,7257,7049,85353,119665,6493,-249,44186,65341
(주)메타바이오메드,059210,2018/12,7799,5686,92744,97693,2546,-5283,46872,63813
(주)메타바이오메드,059210,2019/12,12471,8799,100503,103292,5400,2865,52545,59391
(주)메타바이오메드,059210,2020/12,7789,4473,104980,107856,3877,4862,41841,47209
(주)메타바이오메드,059210,2021/12,14265,13640,97302,103128,9271,11136,53335,58780
(주)멕아이씨에스,058110,2015/12,1888,,21693,,96,,9003,
(주)멕아이씨에스,058110,2016/12,545,105,25443,25035,-1689,-2226,7947,7920
(주)멕아이씨에스,058110,2017/12,-762,-1842,23671,22743,-406,-944,8515,8603
(주)멕아이씨에스,058110,2018/12,-3572,-4550,22419,24439,-214,-1615,7712,8728
(주)멕아이씨에스,058110,2019/12,-4572,-5982,23150,24850,58,-774,9686,12864
(주)멕아이씨에스,058110,2020/12,19868,18177,69577,70586,4497,3451,64052,68054
(주)멕아이씨에스,058110,2021/12,29326,26649,92729,96738,9505,7112,43985,49296
(주)멜파스,096640,2011/12,77784,,206313,,5318,,256242,
(주)멜파스,096640,2012/12,89998,,337616,,-424,,383271,
(주)멜파스,096640,2013/12,72164,,323147,,16233,,794289,
(주)멜파스,096640,2014/12,44615,,218188,,12531,,271876,
(주)멜파스,096640,2015/12,4764,,154131,,-2951,,143845,
(주)멜파스,096640,2016/12,6106,,152387,,3608,,83327,
(주)멜파스,096640,2017/12,-25434,,120392,,-6628,,55841,
(주)멜파스,096640,2018/12,-56533,,85345,,-8137,,50786,
(주)멜파스,096640,2019/12,-66887,-66887,79763,79763,-84,-84,75992,75992
(주)멜파스,096640,2020/12,-80326,-80326,65332,65335,9366,9340,50236,50236
(주)멜파스,096640,2021/12,-93680,-93680,61749,61753,-19601,-19616,24003,24003
(주)모다,149940,2011/12,9454,,20672,,8625,,54011,
(주)모다,149940,2012/12,10298,,24242,,-1097,,37355,
(주)모다,149940,2013/12,11098,,24291,,5648,,33988,
(주)모다,149940,2014/12,4685,,26955,,-3201,,19270,
(주)모다,149940,2015/12,2055,,28990,,-5904,,22216,
(주)모다,149940,2016/12,1701,1701,107588,223205,1702,13407,47056,93948
(주)모다,149940,2017/12,-35924,-38401,190649,385010,-263,-5897,29921,118523
(주)모다,149940,2018/12,-78304,-70290,54679,229972,-13457,-29404,19450,109679
(주)모다,149940,2019/12,-92627,-70616,41320,149967,-2132,22366,2625,71413
(주)모다이노칩,080420,2011/12,63803,62394,101633,101031,21363,21722,70019,70310
(주)모다이노칩,080420,2012/12,76726,75131,106349,105566,27734,27812,71589,72164
(주)모다이노칩,080420,2013/12,92816,91125,115564,114704,23673,23777,95011,95198
(주)모다이노칩,080420,2014/12,107662,107295,128619,129108,29233,29148,107521,107670
(주)모다이노칩,080420,2015/12,116782,116213,124120,124531,29085,28512,89258,89569
(주)모다이노칩,080420,2016/12,132342,137989,554196,587889,79041,66772,120131,183036
(주)모다이노칩,080420,2017/12,165414,174881,563331,655118,22362,53787,166579,311755
(주)모다이노칩,080420,2018/12,190133,199618,542613,644228,-581,-2454,139663,321219
(주)모다이노칩,080420,2019/12,194642,194740,754509,897502,54312,30633,143901,320073
(주)모다이노칩,080420,2020/12,204027,206437,775839,890906,17922,9490,136405,412196
(주)모다이노칩,080420,2021/12,215946,218113,828548,952690,51628,59899,142973,399501
(주)모두투어네트워크,080160,2011/12,45994,46287,129028,135617,15485,15242,121046,124989
(주)모두투어네트워크,080160,2012/12,58465,59265,143328,148779,21546,22163,132787,137890
(주)모두투어네트워크,080160,2013/12,70733,69812,147490,152329,16623,15463,142915,146960
(주)모두투어네트워크,080160,2014/12,80935,78243,174835,224324,28386,29356,155222,164688
(주)모두투어네트워크,080160,2015/12,87664,83949,168429,182492,10307,-2982,182242,204325
(주)모두투어네트워크,080160,2016/12,102448,96105,198955,210377,36106,31674,205832,237084
(주)모두투어네트워크,080160,2017/12,118714,113373,254950,338240,41646,38219,249356,290948
(주)모두투어네트워크,080160,2018/12,129224,118801,257528,334585,38259,34352,310859,364973
(주)모두투어네트워크,080160,2019/12,127063,115566,262603,420625,22445,26134,242319,297169
(주)모두투어네트워크,080160,2020/12,58695,47336,147673,256641,-64837,-74014,42692,54771
(주)모두투어네트워크,080160,2021/12,54809,65236,114531,258214,-21859,-26427,4085,13760
(주)모린스,110310,2011/12,-3916,,70200,,-7692,,19376,
(주)모린스,110310,2012/12,-25197,,88553,,-7122,,37191,
(주)모린스,110310,2013/12,-54359,-54359,66406,66406,0,0,39009,39009
(주)모베이스,101330,2011/12,42871,43954,102135,126176,9336,17998,68760,128748
(주)모베이스,101330,2012/12,45965,62423,89878,131757,9220,26674,94321,201748
(주)모베이스,101330,2013/12,59173,86765,112791,167705,1304,37810,136557,276020
(주)모베이스,101330,2014/12,68693,119538,107742,180852,22926,38652,119906,382250
(주)모베이스,101330,2015/12,76528,147774,108268,199989,18174,23333,72614,254983
(주)모베이스,101330,2016/12,84305,179265,113669,247707,5580,36723,49861,285421
(주)모베이스,101330,2017/12,88954,192023,124152,250446,8694,27147,55905,320774
(주)모베이스,101330,2018/12,98452,211095,142758,299284,7821,26775,29406,375311
(주)모베이스,101330,2019/12,114894,254046,183625,991473,27067,82688,28046,652513
(주)모베이스,101330,2020/12,130175,241271,197040,965929,4370,76189,15785,1136997
(주)모베이스,101330,2021/12,147584,247790,207537,1011618,12848,64608,27821,1171801
(주)모베이스전자,012860,2011/12,47411,57893,307864,380125,-2629,-6026,404442,520053
(주)모베이스전자,012860,2012/12,33707,51993,315140,422183,17595,2455,458663,574511
(주)모베이스전자,012860,2013/12,35972,64402,342132,450981,41668,66632,505299,675645
(주)모베이스전자,012860,2014/12,42557,89402,351321,496070,37629,44517,538060,704961
(주)모베이스전자,012860,2015/12,53484,104587,420981,583109,35367,42903,563841,718024
(주)모베이스전자,012860,2016/12,66340,120309,511446,645937,975,11188,574276,731170
(주)모베이스전자,012860,2017/12,34318,77837,469397,576155,38908,57933,584946,710242
(주)모베이스전자,012860,2018/12,28758,60847,521893,635384,17086,10494,606412,717991
(주)모베이스전자,012860,2019/12,17356,45943,562808,673938,28564,44985,616171,771680
(주)모베이스전자,012860,2020/12,6133,27837,545537,667296,35047,43206,607684,788508
(주)모베이스전자,012860,2021/12,6900,36961,518312,722488,16722,37233,601088,764573
(주)모비데이즈,363260,2020/12,,,,,,,,
(주)모비데이즈,363260,2021/12,,,,,,,,
(주)모비릭스,348030,2016/12,,,,,,,,
(주)모비릭스,348030,2017/12,,,,,,,,
(주)모비릭스,348030,2018/12,263,,21338,,7527,,35380,
(주)모비릭스,348030,2019/12,6452,,27543,,4553,,40340,
(주)모비릭스,348030,2020/12,15141,,40751,,9643,,43727,
(주)모비릭스,348030,2021/12,25093,25085,80501,80494,9394,9386,56718,56718
(주)모비스,250060,2016/12,,,,,,,,
(주)모비스,250060,2017/12,-166,,18035,,-844,,2390,
(주)모비스,250060,2018/12,-879,-958,27489,27599,-230,-315,2497,2497
(주)모비스,250060,2019/12,-1178,-1488,27232,42509,-1194,-584,2030,12148
(주)모비스,250060,2020/12,-3356,-2920,28257,47066,-2103,2457,772,13892
(주)모비스,250060,2021/12,-7985,-5130,33438,69920,-1624,-1458,1236,15214
(주)모아데이타,288980,2018/12,,,,,,,,
(주)모아데이타,288980,2019/12,,,,,,,,
(주)모아데이타,288980,2020/12,3630,,19309,,654,,13785,
(주)모아데이타,288980,2021/12,4713,,24879,,1677,,19643,
(주)모코엠시스,333050,2019/12,,,,,,,,
(주)모코엠시스,333050,2020/12,,,,,,,,
(주)모코엠시스,333050,2021/12,,,,,,,,
(주)모헨즈,006920,2011/12,-386,606,22766,58299,2566,5176,28235,63885
(주)모헨즈,006920,2012/12,-62,1777,19950,55238,1016,4324,29441,70217
(주)모헨즈,006920,2013/12,748,3793,21858,60753,2087,6322,29898,78885
(주)모헨즈,006920,2014/12,1421,6245,25391,71806,1433,5125,35766,98520
(주)모헨즈,006920,2015/12,1529,8135,26760,75913,1500,9165,39715,105038
(주)모헨즈,006920,2016/12,1739,9404,27642,79698,923,2617,41563,112235
(주)모헨즈,006920,2017/12,2037,10982,26072,83268,2014,5608,38478,117339
(주)모헨즈,006920,2018/12,4110,12351,29468,67384,2294,8086,39440,106915
(주)모헨즈,006920,2019/12,4772,12988,25718,58143,-2052,-4850,37048,85683
(주)모헨즈,006920,2020/12,5394,13643,22805,53726,-902,-386,31729,70746
(주)모헨즈,006920,2021/12,4771,13481,22173,50427,596,2790,29821,72814
(주)무궁화인포메이션테크놀로지,038340,2011/12,-8202,-9129,32798,32220,-665,-4366,31531,32380
(주)무궁화인포메이션테크놀로지,038340,2012/12,-12735,-13182,34875,37496,-2090,-2323,56183,59329
(주)무궁화인포메이션테크놀로지,038340,2013/12,-19320,-19811,19949,34569,-5661,-11228,116389,135482
(주)무궁화인포메이션테크놀로지,038340,2014/12,-31668,-31717,18442,22409,-4816,-5731,22104,24706
(주)무궁화인포메이션테크놀로지,038340,2015/12,-37428,-37972,21973,24334,-6426,-5078,10582,13793
(주)무궁화인포메이션테크놀로지,038340,2016/12,-49077,-49838,29087,29909,5954,6040,16669,23180
(주)무궁화인포메이션테크놀로지,038340,2017/12,-39852,-40704,17334,18192,-1799,-1764,15909,19383
(주)무궁화인포메이션테크놀로지,038340,2018/12,-40146,-41119,17457,17915,-390,-485,16564,19845
(주)무궁화인포메이션테크놀로지,038340,2019/12,-49226,-49793,48134,54578,-11511,-12816,15455,18725
(주)무궁화인포메이션테크놀로지,038340,2020/12,-69070,-71572,51410,57008,-3072,-1475,8950,10993
(주)무궁화인포메이션테크놀로지,038340,2021/12,-83182,-83856,17011,25130,-2043,-990,5671,10077
(주)미래SCI,028040,2011/12,-7565,-7575,59236,59255,-3695,-4061,28445,29432
(주)미래SCI,028040,2012/12,-22988,-23182,45846,45860,-1346,-1528,21044,21044
(주)미래SCI,028040,2013/12,-28218,-28440,45377,45391,-5761,-5796,11263,11263
(주)미래SCI,028040,2014/12,-39268,-39405,39583,39598,-5647,-5647,7693,7693
(주)미래SCI,028040,2015/12,-43578,-43731,43847,43847,-3769,-3769,14516,14516
(주)미래SCI,028040,2016/12,-50810,-50810,43247,45423,-2026,-2026,16509,16509
(주)미래SCI,028040,2017/12,-56146,-56146,50374,52361,-1443,-1808,18319,19109
(주)미래SCI,028040,2018/12,-77888,-77472,60539,66163,-12804,-13543,57410,57593
(주)미래SCI,028040,2019/12,-97978,-98091,48377,54405,8896,8366,14700,14798
(주)미래생명자원,218150,2015/12,,,,,,,,
(주)미래생명자원,218150,2016/12,,,,,,,,
(주)미래생명자원,218150,2017/12,15122,15158,28669,30960,4550,4184,27969,40927
(주)미래생명자원,218150,2018/12,16880,16934,30127,34085,1038,-478,23637,35199
(주)미래생명자원,218150,2019/12,17932,17964,34097,38519,2424,3564,31780,50079
(주)미래생명자원,218150,2020/12,18955,18914,33885,39064,2548,848,32095,47497
(주)미래생명자원,218150,2021/12,20092,20057,51861,55390,1131,2982,39688,66668
(주)미래자원엠엘,233190,2011/12,,,,,,,,
(주)미래자원엠엘,233190,2012/12,,,,,,,,
(주)미래자원엠엘,233190,2013/12,,,,,,,,
(주)미래자원엠엘,233190,2014/12,,,,,,,,
(주)미래자원엠엘,233190,2015/12,,,,,,,,
(주)미래자원엠엘,233190,2016/12,16912,17158,21381,23262,905,-575,29238,41234
(주)미래컴퍼니,049950,2011/12,40053,37748,102341,102459,-5586,-7195,100821,107943
(주)미래컴퍼니,049950,2012/12,47632,49122,108970,111468,2798,3004,89986,96359
(주)미래컴퍼니,049950,2013/12,45049,47314,85430,88595,33660,33581,57946,63723
(주)미래컴퍼니,049950,2014/12,38876,40320,80877,83231,-3414,-2664,37333,44756
(주)미래컴퍼니,049950,2015/12,41890,43405,87502,89399,-3082,-2619,55797,62404
(주)미래컴퍼니,049950,2016/12,47713,50064,97079,99551,-2018,-1179,74307,80415
(주)미래컴퍼니,049950,2017/12,74030,77057,161328,164649,38620,39042,175260,181451
(주)미래컴퍼니,049950,2018/12,78004,81749,138548,141861,6465,6623,206951,213396
(주)미래컴퍼니,049950,2019/12,87180,91343,129827,133768,14852,15466,92458,97432
(주)미래컴퍼니,049950,2020/12,70277,75138,118053,122206,-15095,-14852,54226,58945
(주)미래컴퍼니,049950,2021/12,78525,82435,157237,160688,24751,24567,110911,116381
(주)미래테크놀로지,213090,2014/12,13394,,17008,,3138,,17388,
(주)미래테크놀로지,213090,2015/12,17230,,44971,,4086,,22034,
(주)미래테크놀로지,213090,2016/12,20843,,47606,,4149,,21953,
(주)미래테크놀로지,213090,2017/12,24712,25198,58597,100336,3447,3447,22363,22363
(주)미래테크놀로지,213090,2018/12,24222,24206,56907,93324,3411,6860,23256,32417
(주)미래테크놀로지,213090,2019/12,27085,26717,60574,108769,5376,8988,25353,35865
(주)미래테크놀로지,213090,2020/12,28839,28612,61196,126720,2644,3918,18307,30578
(주)미성포리테크,094700,2011/12,-33386,-35741,67675,87095,4147,2373,43411,61529
(주)미코,059090,2011/12,14966,12600,120540,154835,3255,8243,74623,124257
(주)미코,059090,2012/12,15902,15918,126737,155497,3777,9273,76330,130434
(주)미코,059090,2013/12,-3296,-8613,102181,162860,410,-7007,65181,123649
(주)미코,059090,2014/12,-1703,-8374,81050,153113,-1564,2354,45148,135982
(주)미코,059090,2015/12,-1189,-5914,86231,159737,6144,18743,43616,121533
(주)미코,059090,2016/12,-2693,-5018,84702,166969,1403,10716,49600,140957
(주)미코,059090,2017/12,5594,6814,95824,202082,11095,35994,71147,183916
(주)미코,059090,2018/12,11265,20897,120303,332054,5800,34615,80314,227422
(주)미코,059090,2019/12,14388,27380,135623,404978,7322,44814,81371,236170
(주)미코,059090,2020/12,7021,37761,139318,519003,-1363,53412,46650,280899
(주)미코,059090,2021/12,128463,29438,330806,721538,1239,79763,43428,365491
(주)미코바이오메드,214610,2013/12,,,,,,,,
(주)미코바이오메드,214610,2014/12,-18290,,7449,,-2607,,1058,
(주)미코바이오메드,214610,2015/12,-24983,,10515,,-4038,,2018,
(주)미코바이오메드,214610,2016/12,-29609,,9480,,-3994,,1608,
(주)미코바이오메드,214610,2017/12,-28010,,16443,,-2888,,2959,
(주)미코바이오메드,214610,2018/12,-36324,-35489,23105,24878,-6781,-6782,3585,3585
(주)미코바이오메드,214610,2019/12,-50458,-51082,24963,25031,-10200,-10435,4098,4098
