회사명,거래소코드,회계년도,유형자산의 증가(*)(IFRS)(천원),유형자산의 증가(*)(IFRS연결)(천원)
(주)서한,011370,2017/12,114698,
(주)서한,011370,2018/12,650345,
(주)서한,011370,2019/12,382163,
(주)서한,011370,2020/12,25145,
(주)서한,011370,2021/12,334969,
(주)서희건설,035890,2011/12,1494334,42685359
(주)서희건설,035890,2012/12,1852295,43096274
(주)서희건설,035890,2013/12,1211985,4953635
(주)서희건설,035890,2014/12,1985498,2034478
(주)서희건설,035890,2015/12,834672,834672
(주)서희건설,035890,2016/12,1622392,1622392
(주)서희건설,035890,2017/12,863986,875981
(주)서희건설,035890,2018/12,1478541,1478541
(주)서희건설,035890,2019/12,730808,730808
(주)서희건설,035890,2020/12,3199758,10905196
(주)서희건설,035890,2021/12,1010739,42844194
(주)석경에이티,357550,2011/12,,
(주)석경에이티,357550,2012/12,,
(주)석경에이티,357550,2013/12,,
(주)석경에이티,357550,2014/12,,
(주)석경에이티,357550,2015/12,,
(주)석경에이티,357550,2016/12,,
(주)석경에이티,357550,2017/12,,
(주)석경에이티,357550,2018/12,,
(주)석경에이티,357550,2019/12,790763,790763
(주)석경에이티,357550,2020/12,388219,388219
(주)석경에이티,357550,2021/12,982420,982420
(주)선광,003100,2011/12,6288895,7341650
(주)선광,003100,2012/12,16225900,16688478
(주)선광,003100,2013/12,29754114,56919622
(주)선광,003100,2014/12,4176593,83859307
(주)선광,003100,2015/12,18045467,69688894
(주)선광,003100,2016/12,39126447,78416286
(주)선광,003100,2017/12,26145199,53580512
(주)선광,003100,2018/12,12756700,34555775
(주)선광,003100,2019/12,47220430,54900227
(주)선광,003100,2020/12,8774323,13238380
(주)선광,003100,2021/12,6307731,7677312
(주)선익시스템,171090,2011/12,1974902,
(주)선익시스템,171090,2012/12,2158254,
(주)선익시스템,171090,2013/12,7487467,
(주)선익시스템,171090,2014/12,4117924,
(주)선익시스템,171090,2015/12,933020,
(주)선익시스템,171090,2016/12,1091323,
(주)선익시스템,171090,2017/12,10572981,10572981
(주)선익시스템,171090,2018/12,831735,831735
(주)선익시스템,171090,2019/12,3138832,3463866
(주)선익시스템,171090,2020/12,5308316,5386719
(주)선익시스템,171090,2021/12,2592767,2592141
(주)성광벤드,014620,2011/12,3348500,3407999
(주)성광벤드,014620,2012/12,14771299,17077694
(주)성광벤드,014620,2013/12,51267019,54048518
(주)성광벤드,014620,2014/12,3285052,10636183
(주)성광벤드,014620,2015/12,18800300,26190844
(주)성광벤드,014620,2016/12,113233,182892
(주)성광벤드,014620,2017/12,441673,452823
(주)성광벤드,014620,2018/12,972444,5963916
(주)성광벤드,014620,2019/12,811772,2933028
(주)성광벤드,014620,2020/12,792220,13888185
(주)성광벤드,014620,2021/12,3249791,3269883
(주)성도이엔지,037350,2011/12,2761005,3284669
(주)성도이엔지,037350,2012/12,1792521,1914155
(주)성도이엔지,037350,2013/12,1398477,8462050
(주)성도이엔지,037350,2014/12,272295,768646
(주)성도이엔지,037350,2015/12,440321,1326312
(주)성도이엔지,037350,2016/12,2446259,2674719
(주)성도이엔지,037350,2017/12,2253053,2769308
(주)성도이엔지,037350,2018/12,1547939,4451506
(주)성도이엔지,037350,2019/12,4724370,4957726
(주)성도이엔지,037350,2020/12,319613,945548
(주)성도이엔지,037350,2021/12,534445,4069210
(주)성우하이텍,015750,2011/12,94401114,321346869
(주)성우하이텍,015750,2012/12,39424993,149278881
(주)성우하이텍,015750,2013/12,46611911,123254536
(주)성우하이텍,015750,2014/12,85130800,278389505
(주)성우하이텍,015750,2015/12,95258940,678148345
(주)성우하이텍,015750,2016/12,80876899,548058348
(주)성우하이텍,015750,2017/12,28969546,364234903
(주)성우하이텍,015750,2018/12,51148902,219781104
(주)성우하이텍,015750,2019/12,75117415,362098768
(주)성우하이텍,015750,2020/12,70881419,236639050
(주)성우하이텍,015750,2021/12,50170854,257652766
(주)성창오토텍,080470,2011/12,558276,558276
(주)성창오토텍,080470,2012/12,3614367,4127926
(주)성창오토텍,080470,2013/12,1672626,10615937
(주)성창오토텍,080470,2014/12,1070487,6015356
(주)성창오토텍,080470,2015/12,855471,3157095
(주)성창오토텍,080470,2016/12,1019692,4046781
(주)성창오토텍,080470,2017/12,2895937,7286232
(주)성창오토텍,080470,2018/12,1217582,5496204
(주)성창오토텍,080470,2019/12,661812,5541831
(주)성창오토텍,080470,2020/12,1024869,10729579
(주)성창오토텍,080470,2021/12,2175843,9740880
(주)세경하이테크,148150,2011/12,,
(주)세경하이테크,148150,2012/12,,
(주)세경하이테크,148150,2013/12,,
(주)세경하이테크,148150,2014/12,,
(주)세경하이테크,148150,2015/12,1881601,5928288
(주)세경하이테크,148150,2016/12,3460538,10473355
(주)세경하이테크,148150,2017/12,1298847,7588942
(주)세경하이테크,148150,2018/12,5646642,31355700
(주)세경하이테크,148150,2019/12,19053674,58072680
(주)세경하이테크,148150,2020/12,7614620,38535622
(주)세경하이테크,148150,2021/12,4028116,29412214
(주)세기리텍,199870,2011/12,,
(주)세기리텍,199870,2012/12,,
(주)세기리텍,199870,2013/12,,
(주)세기리텍,199870,2014/12,,
(주)세기리텍,199870,2015/12,,
(주)세기리텍,199870,2016/12,,
(주)세동,053060,2011/12,8768639,9374083
(주)세동,053060,2012/12,20908357,21975411
(주)세동,053060,2013/12,10645443,13444913
(주)세동,053060,2014/12,8905922,14256137
(주)세동,053060,2015/12,7041706,8417340
(주)세동,053060,2016/12,4940614,5191042
(주)세동,053060,2017/12,5335535,6066341
(주)세동,053060,2018/12,7083740,7705811
(주)세동,053060,2019/12,4480900,3738696
(주)세동,053060,2020/12,2100528,2271368
(주)세동,053060,2021/12,2433740,3261975
(주)세림비앤지,340440,2019/12,,
(주)세림비앤지,340440,2020/12,,
(주)세림비앤지,340440,2021/12,1859103,
(주)세보엠이씨,011560,2011/12,1900930,2354230
(주)세보엠이씨,011560,2012/12,454142,963403
(주)세보엠이씨,011560,2013/12,1188449,1350920
(주)세보엠이씨,011560,2014/12,2719308,2768929
(주)세보엠이씨,011560,2015/12,2395012,2522379
(주)세보엠이씨,011560,2016/12,3711156,3766226
(주)세보엠이씨,011560,2017/12,3204491,3217372
(주)세보엠이씨,011560,2018/12,3180360,3212685
(주)세보엠이씨,011560,2019/12,1479358,1480594
(주)세보엠이씨,011560,2020/12,4571449,4571449
(주)세보엠이씨,011560,2021/12,3580345,3580345
(주)세아메카닉스,396300,2011/12,,
(주)세아메카닉스,396300,2012/12,,
(주)세아메카닉스,396300,2013/12,,
(주)세아메카닉스,396300,2014/12,,
(주)세아메카닉스,396300,2015/12,,
(주)세아메카닉스,396300,2016/12,,
(주)세아메카닉스,396300,2017/12,,
(주)세아메카닉스,396300,2018/12,,
(주)세아메카닉스,396300,2019/12,,
(주)세아메카닉스,396300,2020/12,3641087,
(주)세아메카닉스,396300,2021/12,12525856,
(주)세운메디칼,100700,2011/12,1918050,2918729
(주)세운메디칼,100700,2012/12,388770,850674
(주)세운메디칼,100700,2013/12,381972,1679812
(주)세운메디칼,100700,2014/12,494851,7585762
(주)세운메디칼,100700,2015/12,2192934,4086260
(주)세운메디칼,100700,2016/12,737138,7760257
(주)세운메디칼,100700,2017/12,862734,5037306
(주)세운메디칼,100700,2018/12,1371343,5414060
(주)세운메디칼,100700,2019/12,3848842,5934284
(주)세운메디칼,100700,2020/12,1457208,2273505
(주)세운메디칼,100700,2021/12,2075020,2224429
(주)세원물산,024830,2011/12,20804896,
(주)세원물산,024830,2012/12,14863834,
(주)세원물산,024830,2013/12,7696976,
(주)세원물산,024830,2014/12,6190398,
(주)세원물산,024830,2015/12,9174623,
(주)세원물산,024830,2016/12,36915696,
(주)세원물산,024830,2017/12,34860969,
(주)세원물산,024830,2018/12,44039229,
(주)세원물산,024830,2019/12,42151821,
(주)세원물산,024830,2020/12,66448174,
(주)세원물산,024830,2021/12,32943644,
(주)세종메디칼,258830,2012/12,,
(주)세종메디칼,258830,2013/12,,
(주)세종메디칼,258830,2014/12,,
(주)세종메디칼,258830,2015/12,1438341,1438341
(주)세종메디칼,258830,2016/12,677098,788057
(주)세종메디칼,258830,2017/12,519565,625849
(주)세종메디칼,258830,2018/12,1415656,1415656
(주)세종메디칼,258830,2019/12,7986829,7990324
(주)세종메디칼,258830,2020/12,1405174,1429732
(주)세종메디칼,258830,2021/12,4564462,4594462
(주)세중,039310,2011/12,5372228,6308582
(주)세중,039310,2012/12,8319776,9723613
(주)세중,039310,2013/12,1420144,2157540
(주)세중,039310,2014/12,938027,3552978
(주)세중,039310,2015/12,981055,1663330
(주)세중,039310,2016/12,1865204,3033516
(주)세중,039310,2017/12,1311208,1595428
(주)세중,039310,2018/12,14485,86962
(주)세중,039310,2019/12,23693,19377758
(주)세중,039310,2020/12,52621,10372920
(주)세중,039310,2021/12,199957,569694
(주)세진티에스,067770,2011/12,7517392,8133886
(주)세진티에스,067770,2012/12,242458,978532
(주)세진티에스,067770,2013/12,933260,1802439
(주)세진티에스,067770,2014/12,1543102,1604334
(주)세진티에스,067770,2015/12,793457,953207
(주)세진티에스,067770,2016/12,2023522,3072038
(주)세진티에스,067770,2017/12,2209453,2475708
(주)세진티에스,067770,2018/12,60000,1658870
(주)세진티에스,067770,2019/12,9300,817658
(주)세진티에스,067770,2020/12,680410,1974619
(주)세진티에스,067770,2021/12,482585,2002472
(주)세코닉스,053450,2011/12,16795995,21054759
(주)세코닉스,053450,2012/12,30168972,37996828
(주)세코닉스,053450,2013/12,41978235,50074638
(주)세코닉스,053450,2014/12,9170448,13379172
(주)세코닉스,053450,2015/12,25482938,46929422
(주)세코닉스,053450,2016/12,20436790,37381973
(주)세코닉스,053450,2017/12,22668990,49160790
(주)세코닉스,053450,2018/12,10074372,24816433
(주)세코닉스,053450,2019/12,11722608,25940054
(주)세코닉스,053450,2020/12,16499306,24270397
(주)세코닉스,053450,2021/12,8014819,23872177
(주)세토피아,222810,2015/12,,
(주)세토피아,222810,2016/12,5498460,
(주)세토피아,222810,2017/12,40978,
(주)세토피아,222810,2018/12,303821,
(주)세토피아,222810,2019/12,149834,717086
(주)세토피아,222810,2020/12,317425,646860
(주)세토피아,222810,2021/12,27904,188752
(주)세화피앤씨,085980,2011/12,162431,
(주)세화피앤씨,085980,2012/12,2868900,
(주)세화피앤씨,085980,2013/12,3445099,
(주)세화피앤씨,085980,2014/12,413259,
(주)세화피앤씨,085980,2015/12,146908,
(주)세화피앤씨,252500,2016/12,,
(주)세화피앤씨,085980,2016/12,3752148,
(주)세화피앤씨,252500,2017/12,212279,
(주)세화피앤씨,252500,2018/12,838390,
(주)세화피앤씨,252500,2019/12,140791,
(주)세화피앤씨,252500,2020/12,838485,
(주)세화피앤씨,252500,2021/12,317107,
(주)센코,347000,2013/12,,
(주)센코,347000,2014/12,,
(주)센코,347000,2015/12,,
(주)센코,347000,2016/12,,
(주)센코,347000,2017/12,,
(주)센코,347000,2018/12,,
(주)센코,347000,2019/12,275068,
(주)센코,347000,2020/12,8146302,
(주)센코,347000,2021/12,3818096,3939790
(주)셀레믹스,331920,2014/12,,
(주)셀레믹스,331920,2015/12,,
(주)셀레믹스,331920,2016/12,342573,369788
(주)셀레믹스,331920,2020/12,368472,
(주)셀레믹스,331920,2021/12,568222,
(주)셀루메드,049180,2011/12,3238089,3264011
(주)셀루메드,049180,2012/12,530583,574192
(주)셀루메드,049180,2013/12,1395191,1424265
(주)셀루메드,049180,2014/12,1643059,1645636
(주)셀루메드,049180,2015/12,1274108,1274108
(주)셀루메드,049180,2016/12,1481513,1571306
(주)셀루메드,049180,2017/12,648675,771529
(주)셀루메드,049180,2018/12,637770,649960
(주)셀루메드,049180,2019/12,739939,1187529
(주)셀루메드,049180,2020/12,448508,1617394
(주)셀루메드,049180,2021/12,2232120,2271775
(주)셀리드,299660,2017/12,,
(주)셀리드,299660,2018/12,5816999,
(주)셀리드,299660,2019/12,4283781,
(주)셀리드,299660,2020/12,11715128,
(주)셀리드,299660,2021/12,3111726,
(주)셀리버리,268600,2015/12,,
(주)셀리버리,268600,2016/12,,
(주)셀리버리,268600,2017/12,,
(주)셀리버리,268600,2018/12,664727,664727
(주)셀리버리,268600,2019/12,629662,
(주)셀리버리,268600,2020/12,1208007,
(주)셀리버리,268600,2021/12,2860251,4589551
(주)셀바스에이아이,108860,2011/12,135589,249043
(주)셀바스에이아이,108860,2012/12,399837,
(주)셀바스에이아이,108860,2013/12,117707,
(주)셀바스에이아이,108860,2014/12,120362,411924
(주)셀바스에이아이,108860,2015/12,130981,772362
(주)셀바스에이아이,108860,2016/12,16956600,20455560
(주)셀바스에이아이,108860,2017/12,736495,8981577
(주)셀바스에이아이,108860,2018/12,388644,1132831
(주)셀바스에이아이,108860,2019/12,199852,333318
(주)셀바스에이아이,108860,2020/12,561338,698972
(주)셀바스에이아이,108860,2021/12,329519,700714
(주)셀바스헬스케어,208370,2014/12,,
(주)셀바스헬스케어,208370,2015/12,,
(주)셀바스헬스케어,208370,2016/12,3498352,3502805
(주)셀바스헬스케어,208370,2017/12,8196363,8245082
(주)셀바스헬스케어,208370,2018/12,670648,677056
(주)셀바스헬스케어,208370,2019/12,133465,133465
(주)셀바스헬스케어,208370,2020/12,137634,137634
(주)셀바스헬스케어,208370,2021/12,371196,371196
(주)셀트리온,068270,2011/12,107466972,108772750
(주)셀트리온,068270,2012/12,10245754,11269974
(주)셀트리온,068270,2013/12,6926598,7354051
(주)셀트리온,068270,2014/12,8999743,31471763
(주)셀트리온,068270,2015/12,7790138,50585401
(주)셀트리온,068270,2016/12,11973440,14147038
(주)셀트리온제약,068760,2011/12,21466004,22145124
(주)셀트리온제약,068760,2012/12,64950269,65146324
(주)셀트리온제약,068760,2013/12,24435592,24476031
(주)셀트리온제약,068760,2014/12,26141307,26157845
(주)셀트리온제약,068760,2015/12,42726147,42800482
(주)셀트리온제약,068760,2016/12,2074094,2085449
(주)셀트리온제약,068760,2017/12,965492,1079369
(주)셀트리온제약,068760,2018/12,7102898,7206637
(주)셀트리온제약,068760,2019/12,30480486,30487686
(주)셀트리온제약,068760,2020/12,41977728,41977728
(주)셀트리온제약,068760,2021/12,11051112,
(주)셀트리온헬스케어,091990,2011/12,,
(주)셀트리온헬스케어,091990,2012/12,,
(주)셀트리온헬스케어,091990,2013/12,,
(주)셀트리온헬스케어,091990,2014/12,14682,23255
(주)셀트리온헬스케어,091990,2015/12,27064,41293
(주)셀트리온헬스케어,091990,2016/12,37168,44498
(주)셀트리온헬스케어,091990,2017/12,169684,306660
(주)셀트리온헬스케어,091990,2018/12,19212,170252
(주)셀트리온헬스케어,091990,2019/12,49541,271255
(주)셀트리온헬스케어,091990,2020/12,400497,773802
(주)셀트리온헬스케어,091990,2021/12,18574,604127
(주)셀피글로벌,068940,2011/12,2525114,
(주)셀피글로벌,068940,2012/12,1245295,
(주)셀피글로벌,068940,2013/12,1236313,
(주)셀피글로벌,068940,2014/12,439471,
(주)셀피글로벌,068940,2015/12,579019,727953
(주)셀피글로벌,068940,2016/12,524778,524778
(주)셀피글로벌,068940,2017/12,1136410,1139060
(주)셀피글로벌,068940,2018/12,324812,324812
(주)셀피글로벌,068940,2019/12,1280303,1280303
(주)셀피글로벌,068940,2020/12,407706,407706
(주)셀피글로벌,068940,2021/12,945531,945531
(주)소룩스,290690,2011/12,,
(주)소룩스,290690,2012/12,,
(주)소룩스,290690,2013/12,,
(주)소룩스,290690,2014/12,,
(주)소룩스,290690,2015/12,,
(주)소룩스,290690,2016/12,,
(주)소룩스,290690,2017/12,8524450,
(주)소룩스,290690,2018/12,1545634,
(주)소룩스,290690,2019/12,456051,
(주)소룩스,290690,2020/12,235916,
(주)소룩스,290690,2021/12,1523743,
(주)소마젠,950200,2019/12,1357113,
(주)소마젠,950200,2020/12,522380,
(주)소마젠,950200,2021/12,798142,
(주)소프트센,032680,2011/09,76686,
(주)소프트센,032680,2012/09,85405,
(주)소프트센,032680,2013/12,28288,
(주)소프트센,032680,2014/12,328511,328511
(주)소프트센,032680,2015/12,103707,
(주)소프트센,032680,2016/12,125972,
(주)소프트센,032680,2017/12,260116,
(주)소프트센,032680,2018/12,183000,
(주)소프트센,032680,2019/12,376416,
(주)소프트센,032680,2020/12,1090909,1095649
(주)소프트센,032680,2021/12,3570758,7106129
(주)손오공,066910,2011/12,460872,463638
(주)손오공,066910,2012/12,1627122,1740407
(주)손오공,066910,2013/12,1657639,2430800
(주)손오공,066910,2014/12,242068,342843
(주)손오공,066910,2015/12,498755,566296
(주)손오공,066910,2016/12,118029,139141
(주)손오공,066910,2017/12,59866,87509
(주)손오공,066910,2018/12,66903,82507
(주)손오공,066910,2019/12,414815,457306
(주)손오공,066910,2020/12,76319,79174
(주)손오공,066910,2021/12,92046,94159
(주)솔고바이오메디칼,043100,2011/12,612136,0
(주)솔고바이오메디칼,043100,2012/12,1017343,1496512
(주)솔고바이오메디칼,043100,2013/12,1724433,2109877
(주)솔고바이오메디칼,043100,2014/12,1173196,1376234
(주)솔고바이오메디칼,043100,2015/12,924481,1008163
(주)솔고바이오메디칼,043100,2016/12,979861,1604717
(주)솔고바이오메디칼,043100,2017/12,7213218,7473866
(주)솔고바이오메디칼,043100,2018/12,5799010,6787704
(주)솔고바이오메디칼,043100,2019/12,1384514,1524332
(주)솔고바이오메디칼,043100,2020/12,1301395,1445617
(주)솔고바이오메디칼,043100,2021/12,738070,844133
(주)솔루에타,154040,2011/12,6520683,6627876
(주)솔루에타,154040,2012/12,6848066,6875384
(주)솔루에타,154040,2013/12,3299708,3307938
(주)솔루에타,154040,2014/12,9843018,9843018
(주)솔루에타,154040,2015/12,1225800,1434492
(주)솔루에타,154040,2016/12,1028892,5358787
(주)솔루에타,154040,2017/12,2924230,6523019
(주)솔루에타,154040,2018/12,2144463,5891065
(주)솔루에타,154040,2019/12,3862479,6731514
(주)솔루에타,154040,2020/12,951132,5522661
(주)솔루에타,154040,2021/12,1640272,8723957
(주)솔본,035610,2011/12,803560,5676148
(주)솔본,035610,2012/12,572517,4400630
(주)솔본,035610,2013/12,194896,1148762
(주)솔본,035610,2014/12,191266,850305
(주)솔본,035610,2015/12,347019,2028846
(주)솔본,035610,2016/12,47333,744449
(주)솔본,035610,2017/12,68692,1059987
(주)솔본,035610,2018/12,63098,439436
(주)솔본,035610,2019/12,33610,1651040
(주)솔본,035610,2020/12,1200,1201312
(주)솔본,035610,2021/12,3900,804359
(주)솔트룩스,304100,2013/12,,
(주)솔트룩스,304100,2014/12,,
(주)솔트룩스,304100,2015/12,,
(주)솔트룩스,304100,2016/12,,
(주)솔트룩스,304100,2017/12,,
(주)솔트룩스,304100,2018/12,74267,137677
(주)솔트룩스,304100,2019/12,88863,99138
(주)솔트룩스,304100,2020/12,882148,914633
(주)솔트룩스,304100,2021/12,378693,450783
(주)솔트웍스,222520,2013/12,,
(주)솔트웍스,222520,2014/12,84001,
(주)솔트웍스,222520,2015/12,31428,
(주)쇼박스,086980,2011/12,259266,363535
(주)쇼박스,086980,2012/12,18681,25768
(주)쇼박스,086980,2013/12,43213,43213
(주)쇼박스,086980,2014/12,113765,113765
(주)쇼박스,086980,2015/12,1511115,1557042
(주)쇼박스,086980,2016/12,153364,153364
(주)쇼박스,086980,2017/12,132507,133428
(주)쇼박스,086980,2018/12,23377,23377
(주)쇼박스,086980,2019/12,90003,90003
(주)쇼박스,086980,2020/12,75278,75278
(주)쇼박스,086980,2021/12,7626,11348
(주)수산아이앤티,050960,2011/12,234327,
(주)수산아이앤티,050960,2012/12,1030789,
(주)수산아이앤티,050960,2013/12,243506,
(주)수산아이앤티,050960,2014/12,713753,
(주)수산아이앤티,050960,2015/12,3266481,
(주)수산아이앤티,050960,2016/12,574411,
(주)수산아이앤티,050960,2017/12,565781,
(주)수산아이앤티,050960,2018/12,2026253,
(주)수산아이앤티,050960,2019/12,350370,
(주)수산아이앤티,050960,2020/12,404713,9255773
(주)수산아이앤티,050960,2021/12,1762708,2666114
(주)수성샐바시온,084180,2011/12,254864,
(주)수성샐바시온,084180,2012/12,176543,
(주)수성샐바시온,084180,2013/12,119720,
(주)수성샐바시온,084180,2014/12,139434,
(주)수성샐바시온,084180,2015/12,113895,
(주)수성샐바시온,084180,2016/12,68769,
(주)수성샐바시온,084180,2017/12,309400,348400
(주)수성샐바시온,084180,2018/12,218832,1012540
(주)수성샐바시온,084180,2019/12,3898907,3899598
(주)수성샐바시온,084180,2020/12,1618304,1910131
(주)수성샐바시온,084180,2021/12,489351,667296
(주)수젠텍,253840,2014/12,,
(주)수젠텍,253840,2015/12,,
(주)수젠텍,253840,2016/12,,
(주)수젠텍,253840,2017/12,,
(주)수젠텍,253840,2018/12,1852550,
(주)수젠텍,253840,2019/12,1883379,1900951
(주)수젠텍,253840,2020/12,4387154,4387154
(주)수젠텍,253840,2021/12,5224718,5227441
(주)슈프리마,236200,2015/12,0,
(주)슈프리마,236200,2016/12,393132,396711
(주)슈프리마,236200,2017/12,516534,519063
(주)슈프리마,236200,2018/12,478247,486602
(주)슈프리마,236200,2019/12,603839,612647
(주)슈프리마,236200,2020/12,4151408,4173098
(주)슈프리마,236200,2021/12,2232940,2286524
(주)슈프리마아이디,317770,2017/12,19887,19887
(주)슈프리마아이디,317770,2018/12,37873,37873
(주)슈프리마아이디,317770,2019/12,479359,480542
(주)슈프리마아이디,317770,2020/12,217734,217734
(주)슈프리마아이디,317770,2021/12,141722,141722
(주)슈프리마에이치큐,094840,2011/12,1861137,1865594
(주)슈프리마에이치큐,094840,2012/12,1846905,1850737
(주)슈프리마에이치큐,094840,2013/12,5626629,5637574
(주)슈프리마에이치큐,094840,2014/12,2941045,3000951
(주)슈프리마에이치큐,094840,2015/12,876039,885417
(주)슈프리마에이치큐,094840,2016/12,457232,460680
(주)슈프리마에이치큐,094840,2017/12,253947,2273653
(주)슈프리마에이치큐,094840,2018/12,243074,280947
(주)슈프리마에이치큐,094840,2019/12,342665,857671
(주)슈프리마에이치큐,094840,2020/12,46563,282267
(주)슈프리마에이치큐,094840,2021/12,211770,2384578
(주)슈피겐코리아,192440,2011/12,,
(주)슈피겐코리아,192440,2012/12,,
(주)슈피겐코리아,192440,2013/12,139784,3352317
(주)슈피겐코리아,192440,2014/12,306237,611628
(주)슈피겐코리아,192440,2015/12,1823477,2866820
(주)슈피겐코리아,192440,2016/12,863325,1927220
(주)슈피겐코리아,192440,2017/12,33628402,33845045
(주)슈피겐코리아,192440,2018/12,5010776,5017372
(주)슈피겐코리아,192440,2019/12,560079,1759699
(주)슈피겐코리아,192440,2020/12,10823228,12470207
(주)슈피겐코리아,192440,2021/12,316000,1342747
(주)스마트솔루션즈,136510,2011/12,341003,
(주)스마트솔루션즈,136510,2012/12,566539,
(주)스마트솔루션즈,136510,2013/12,375720,
(주)스마트솔루션즈,136510,2014/12,93697,93697
(주)스마트솔루션즈,136510,2015/12,62430,62430
(주)스마트솔루션즈,136510,2016/12,4329459,4329459
(주)스마트솔루션즈,136510,2017/12,5410553,5410553
(주)스마트솔루션즈,136510,2018/12,463896,463896
(주)스마트솔루션즈,136510,2019/12,709562,709562
(주)스마트솔루션즈,136510,2020/12,639602,639602
(주)스마트솔루션즈,136510,2021/12,353527,353527
(주)스맥,099440,2011/12,8052450,
(주)스맥,099440,2012/12,7871070,
(주)스맥,099440,2013/12,23639264,
(주)스맥,099440,2014/12,3912248,
(주)스맥,099440,2015/12,1733117,
(주)스맥,099440,2016/12,5634958,5805898
(주)스맥,099440,2017/12,2850613,2923745
(주)스맥,099440,2018/12,3796691,3969870
(주)스맥,099440,2019/12,1304923,1315616
(주)스맥,099440,2020/12,968975,975996
(주)스맥,099440,2021/12,1279209,1318636
(주)스카이문스테크놀로지,033790,2011/12,289744,
(주)스카이문스테크놀로지,033790,2012/12,440627,
(주)스카이문스테크놀로지,033790,2013/12,4208791,
(주)스카이문스테크놀로지,033790,2014/12,7163901,
(주)스카이문스테크놀로지,033790,2015/12,3671052,
(주)스카이문스테크놀로지,033790,2016/12,175293,
(주)스카이문스테크놀로지,033790,2017/12,145408,155110
(주)스카이문스테크놀로지,033790,2018/12,41833,144191
(주)스카이문스테크놀로지,033790,2019/12,125548,
(주)스카이문스테크놀로지,033790,2020/12,48360,
(주)스카이문스테크놀로지,033790,2021/12,183968,183968
(주)스코넥엔터테인먼트,276040,2017/12,,
(주)스코넥엔터테인먼트,276040,2018/12,,
(주)스코넥엔터테인먼트,276040,2019/12,,
(주)스코넥엔터테인먼트,276040,2020/12,27299,56093
(주)스코넥엔터테인먼트,276040,2021/12,11413,11413
(주)스킨앤스킨,159910,2011/12,9637036,
(주)스킨앤스킨,159910,2012/12,11199425,
(주)스킨앤스킨,159910,2013/12,11769930,
(주)스킨앤스킨,159910,2014/12,2773784,
(주)스킨앤스킨,159910,2015/12,949692,1007618
(주)스킨앤스킨,159910,2016/12,200983,1335367
(주)스킨앤스킨,159910,2017/12,615127,2055333
(주)스킨앤스킨,159910,2018/12,1115774,1271662
(주)스킨앤스킨,159910,2019/12,1067592,2131386
(주)스킨앤스킨,159910,2020/12,8420105,8641864
(주)스킨앤스킨,159910,2021/12,259913,303035
(주)스타플렉스,115570,2011/12,1344360,12944319
(주)스타플렉스,115570,2012/12,2703751,3865490
(주)스타플렉스,115570,2013/12,2921907,2921907
(주)스타플렉스,115570,2014/12,359021,359021
(주)스타플렉스,115570,2015/12,460298,460298
(주)스타플렉스,115570,2016/12,719496,719496
(주)스타플렉스,115570,2017/12,700250,14084321
(주)스타플렉스,115570,2018/12,775017,5739956
(주)스타플렉스,115570,2019/12,1453102,3834577
(주)스타플렉스,115570,2020/12,437904,3123274
(주)스타플렉스,115570,2021/12,199550,653948
(주)스튜디오미르,408900,2015/12,,
(주)스튜디오미르,408900,2016/12,,
(주)스튜디오미르,408900,2017/12,,
(주)스튜디오미르,408900,2018/12,,
(주)스튜디오미르,408900,2019/12,546160,546160
(주)스튜디오미르,408900,2020/12,266845,272535
(주)스튜디오미르,408900,2021/12,208214,208613
(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,,
(주)스튜디오산타클로스엔터테인먼트,204630,2015/12,887928,
(주)스튜디오산타클로스엔터테인먼트,204630,2016/12,4073454,4148838
(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,786371,1304346
(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,221850,634038
(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,511767,835592
(주)스튜디오산타클로스엔터테인먼트,204630,2020/12,5622796,5700810
(주)스튜디오산타클로스엔터테인먼트,204630,2021/12,7513406,8313406
(주)스틸플라워,087220,2011/12,15210468,19745786
(주)스틸플라워,087220,2012/12,25470124,28661554
(주)스틸플라워,087220,2013/12,12110971,26372866
(주)스틸플라워,087220,2014/12,3549622,11105451
(주)스틸플라워,087220,2015/12,454492,10635554
(주)스틸플라워,087220,2016/12,711303,827834
(주)스틸플라워,087220,2017/12,274961,663543
(주)스페이스솔루션,245030,2014/12,,
(주)스페이스솔루션,245030,2015/12,,
(주)스페이스솔루션,245030,2016/12,,
(주)스페이스솔루션,245030,2017/12,,
(주)스페코,013810,2011/12,331558,1386161
(주)스페코,013810,2012/12,30837,2723352
(주)스페코,013810,2013/12,49219,769777
(주)스페코,013810,2014/12,155544,2942986
(주)스페코,013810,2015/12,227497,1427954
(주)스페코,013810,2016/12,282631,1665274
(주)스페코,013810,2017/12,206707,1825638
(주)스페코,013810,2018/12,11785,388391
(주)스페코,013810,2019/12,13773,1373884
(주)스페코,013810,2020/12,30429,619017
(주)스페코,013810,2021/12,193771,686455
(주)승일,049830,2011/12,2981606,
(주)승일,049830,2012/12,4402930,
(주)승일,049830,2013/12,6562709,
(주)승일,049830,2014/12,11997838,
(주)승일,049830,2015/12,39307646,
(주)승일,049830,2016/12,4574539,
