회사명,거래소코드,회계년도,금융원가(요약)(IFRS)(백만원),금융수익(요약)(IFRS)(백만원),법인세비용차감전순이익(손실)(요약)(IFRS)(백만원),금융원가(요약)(IFRS연결)(백만원),금융수익(요약)(IFRS연결)(백만원),법인세비용차감전순이익(손실)(요약)(IFRS연결)(백만원)
(주)세종메디칼,258830,2016/12,93,73,3870,94,79,3851
(주)세종메디칼,258830,2017/12,134,58,5600,158,65,4164
(주)세종메디칼,258830,2018/12,65,419,3998,114,1236,4357
(주)세종메디칼,258830,2019/12,56,591,3739,124,582,3704
(주)세종메디칼,258830,2020/12,179,371,-1228,423,367,-115
(주)세종메디칼,258830,2021/12,457,414,-2296,632,411,-5209
(주)세중,039310,2011/12,2007,751,8491,2144,1212,13784
(주)세중,039310,2012/12,1840,655,9553,1970,1207,16223
(주)세중,039310,2013/12,951,328,6807,1035,781,13392
(주)세중,039310,2014/12,581,345,4511,783,732,11656
(주)세중,039310,2015/12,599,2681,4730,914,1087,9609
(주)세중,039310,2016/12,389,481,3979,455,1193,12207
(주)세중,039310,2017/12,2756,2951,-172,1640,1065,4250
(주)세중,039310,2018/12,744,1496,-2508,741,1409,86
(주)세중,039310,2019/12,147,520,-244,937,1474,3603
(주)세중,039310,2020/12,1272,897,-847,2886,1545,1376
(주)세중,039310,2021/12,465,934,2045,688,1924,4953
(주)세진티에스,067770,2011/12,877,1704,1774,3090,3669,2260
(주)세진티에스,067770,2012/12,226,830,-2906,256,831,-449
(주)세진티에스,067770,2013/12,101,2919,-712,110,684,-5051
(주)세진티에스,067770,2014/12,0,589,730,17,632,996
(주)세진티에스,067770,2015/12,16,558,-6410,37,579,-6307
(주)세진티에스,067770,2016/12,0,1817,1635,0,440,-432
(주)세진티에스,067770,2017/12,70,879,-6325,76,324,-2470
(주)세진티에스,067770,2018/12,6,387,-2716,12,415,-2333
(주)세진티에스,067770,2019/12,6,347,-2512,43,392,-1809
(주)세진티에스,067770,2020/12,265,223,1836,294,287,4342
(주)세진티에스,067770,2021/12,4,597,3570,27,647,2933
(주)세코닉스,053450,2011/12,4550,2685,1347,4958,3152,2306
(주)세코닉스,053450,2012/12,4618,6396,16160,5034,6584,16442
(주)세코닉스,053450,2013/12,0,0,21478,0,0,21149
(주)세코닉스,053450,2014/12,0,0,13753,0,0,15720
(주)세코닉스,053450,2015/12,0,0,10465,0,0,8659
(주)세코닉스,053450,2016/12,0,0,14629,0,0,12716
(주)세코닉스,053450,2017/12,11111,5685,1208,12769,8123,-2896
(주)세코닉스,053450,2018/12,8232,6368,9666,14054,7777,-1835
(주)세코닉스,053450,2019/12,10666,9579,-4721,15412,12394,-17850
(주)세코닉스,053450,2020/12,22333,8554,-34862,24193,14877,-34132
(주)세코닉스,053450,2021/12,9278,15236,2494,14272,14267,6740
(주)세토피아,222810,2015/12,,,,,,
(주)세토피아,222810,2016/12,85,59,-4703,,,
(주)세토피아,222810,2017/12,110,52,-3034,,,
(주)세토피아,222810,2018/12,6941,2715,-12216,,,
(주)세토피아,222810,2019/12,14080,15769,-37269,14336,15786,-37858
(주)세토피아,222810,2020/12,13216,4424,-11262,13222,4428,-10858
(주)세토피아,222810,2021/12,12858,8440,-9947,12888,8550,-10452
(주)세화피앤씨,085980,2011/12,102,73,3817,,,
(주)세화피앤씨,085980,2012/12,89,124,562,,,
(주)세화피앤씨,085980,2013/12,200,155,714,,,
(주)세화피앤씨,085980,2014/12,291,83,266,,,
(주)세화피앤씨,085980,2015/12,221,56,460,,,
(주)세화피앤씨,085980,2016/12,255,241,1780,,,
(주)세화피앤씨,252500,2016/12,,,,,,
(주)세화피앤씨,252500,2017/12,374,207,-2740,,,
(주)세화피앤씨,252500,2018/12,29,189,865,,,
(주)세화피앤씨,252500,2019/12,117,179,603,,,
(주)세화피앤씨,252500,2020/12,218,158,5001,,,
(주)세화피앤씨,252500,2021/12,18,363,5883,,,
(주)센코,347000,2013/12,,,,,,
(주)센코,347000,2014/12,,,,,,
(주)센코,347000,2015/12,,,,,,
(주)센코,347000,2016/12,,,,,,
(주)센코,347000,2017/12,,,,,,
(주)센코,347000,2018/12,,,,,,
(주)센코,347000,2019/12,4667,196,-2158,,,
(주)센코,347000,2020/12,297,126,1059,,,
(주)센코,347000,2021/12,1129,650,1678,1177,678,2032
(주)셀레믹스,331920,2014/12,,,,,,
(주)셀레믹스,331920,2015/12,,,,,,
(주)셀레믹스,331920,2016/12,1524,9,-5634,1524,9,-5875
(주)셀레믹스,331920,2020/12,34,110,-4713,,,
(주)셀레믹스,331920,2021/12,35,523,-5238,,,
(주)셀루메드,049180,2011/12,2842,393,-13014,2930,439,-16307
(주)셀루메드,049180,2012/12,2032,277,722,2032,277,-2
(주)셀루메드,049180,2013/12,1586,79,-1860,1586,79,-2435
(주)셀루메드,049180,2014/12,2510,210,-21720,2510,210,-15375
(주)셀루메드,049180,2015/12,2852,172,-10244,2852,172,-11981
(주)셀루메드,049180,2016/12,22009,798,-35690,22046,840,-37493
(주)셀루메드,049180,2017/12,4391,358,-4716,4395,353,-7884
(주)셀루메드,049180,2018/12,2017,353,-12715,2023,347,-9671
(주)셀루메드,049180,2019/12,6030,5791,-37522,8265,5816,-36456
(주)셀루메드,049180,2020/12,792,428,-1679,937,623,2748
(주)셀루메드,049180,2021/12,2085,4067,3802,2216,3078,9076
(주)셀리드,299660,2017/12,,,,,,
(주)셀리드,299660,2018/12,9098,186,-11286,,,
(주)셀리드,299660,2019/12,6,1143,-2494,,,
(주)셀리드,299660,2020/12,197,1352,-4126,,,
(주)셀리드,299660,2021/12,1031,1018,-13071,,,
(주)셀리버리,268600,2015/12,,,,,,
(주)셀리버리,268600,2016/12,,,,,,
(주)셀리버리,268600,2017/12,,,,,,
(주)셀리버리,268600,2018/12,7231,4656,-6675,7231,4679,-6651
(주)셀리버리,268600,2019/12,5748,768,-19577,,,
(주)셀리버리,268600,2020/12,810,486,-17937,,,
(주)셀리버리,268600,2021/12,2744,972,-29413,2877,1112,-29682
(주)셀바스에이아이,108860,2011/12,52,102,225,61,143,471
(주)셀바스에이아이,108860,2012/12,23,554,-5342,,,
(주)셀바스에이아이,108860,2013/12,231,1539,7063,,,
(주)셀바스에이아이,108860,2014/12,795,1214,-4019,808,1239,-4641
(주)셀바스에이아이,108860,2015/12,674,676,-1801,1323,827,-832
(주)셀바스에이아이,108860,2016/12,378,624,-2956,4221,692,-19104
(주)셀바스에이아이,108860,2017/12,632,288,-7295,1333,314,-4349
(주)셀바스에이아이,108860,2018/12,556,160,-404,1380,152,-25791
(주)셀바스에이아이,108860,2019/12,684,126,-1492,1577,97,-9405
(주)셀바스에이아이,108860,2020/12,557,146,2830,1280,248,4172
(주)셀바스에이아이,108860,2021/12,485,181,2538,1369,466,4634
(주)셀바스헬스케어,208370,2014/12,,,,,,
(주)셀바스헬스케어,208370,2015/12,,,,,,
(주)셀바스헬스케어,208370,2016/12,3843,87,-15599,3843,90,-14774
(주)셀바스헬스케어,208370,2017/12,696,52,29,701,49,-1099
(주)셀바스헬스케어,208370,2018/12,835,28,-19630,835,28,-19090
(주)셀바스헬스케어,208370,2019/12,904,27,-3850,922,30,-3989
(주)셀바스헬스케어,208370,2020/12,689,122,664,723,127,745
(주)셀바스헬스케어,208370,2021/12,858,309,1954,883,312,2537
(주)셀트리온,068270,2011/12,2848,9520,185632,3275,9551,183385
(주)셀트리온,068270,2012/12,16878,8010,184875,16938,8274,187567
(주)셀트리온,068270,2013/12,34081,23670,116766,34690,23692,115665
(주)셀트리온,068270,2014/12,48105,20877,162201,56625,11259,149111
(주)셀트리온,068270,2015/12,33035,15608,223178,40719,9541,163111
(주)셀트리온,068270,2016/12,13104,10196,269622,17944,8154,229335
(주)셀트리온제약,068760,2011/12,4714,1695,2772,5214,1726,3529
(주)셀트리온제약,068760,2012/12,1420,1605,3328,1421,1646,3383
(주)셀트리온제약,068760,2013/12,4909,1188,3553,4909,1216,3622
(주)셀트리온제약,068760,2014/12,3655,783,6293,3656,805,5910
(주)셀트리온제약,068760,2015/12,6691,1419,1873,6691,1426,1060
(주)셀트리온제약,068760,2016/12,8459,118,-23369,8459,122,-23450
(주)셀트리온제약,068760,2017/12,5487,221,15517,5487,224,15464
(주)셀트리온제약,068760,2018/12,5991,597,-7114,5991,610,-6260
(주)셀트리온제약,068760,2019/12,5244,263,10035,5244,275,8845
(주)셀트리온제약,068760,2020/12,4583,324,20124,4583,324,20128
(주)셀트리온제약,068760,2021/12,5358,400,42522,,,
(주)셀트리온헬스케어,091990,2011/12,,,,,,
(주)셀트리온헬스케어,091990,2012/12,,,,,,
(주)셀트리온헬스케어,091990,2013/12,,,,,,
(주)셀트리온헬스케어,091990,2014/12,442323,1000,-400855,442302,1088,-404991
(주)셀트리온헬스케어,091990,2015/12,179357,145077,95635,179330,145000,100604
(주)셀트리온헬스케어,091990,2016/12,46665,19289,160121,46705,19220,163821
(주)셀트리온헬스케어,091990,2017/12,46669,114851,194047,47115,114618,217014
(주)셀트리온헬스케어,091990,2018/12,12964,70199,62491,13327,70480,28880
(주)셀트리온헬스케어,091990,2019/12,29361,22534,75779,29454,20003,75362
(주)셀트리온헬스케어,091990,2020/12,33148,44220,382707,33933,38740,314680
(주)셀트리온헬스케어,091990,2021/12,27635,17544,97662,31746,13110,198257
(주)셀피글로벌,068940,2011/12,459,518,7811,,,
(주)셀피글로벌,068940,2012/12,450,470,6658,,,
(주)셀피글로벌,068940,2013/12,302,487,559,,,
(주)셀피글로벌,068940,2014/12,300,747,-1856,,,
(주)셀피글로벌,068940,2015/12,240,412,696,240,412,696
(주)셀피글로벌,068940,2016/12,303,834,340,303,834,340
(주)셀피글로벌,068940,2017/12,818,166,-9968,818,173,-9968
(주)셀피글로벌,068940,2018/12,318,199,-2595,318,209,-2595
(주)셀피글로벌,068940,2019/12,466,272,-100,466,272,-100
(주)셀피글로벌,068940,2020/12,2177,2414,-2859,2177,2414,-2859
(주)셀피글로벌,068940,2021/12,4349,2578,-12494,4349,2578,-12558
(주)소룩스,290690,2011/12,,,,,,
(주)소룩스,290690,2012/12,,,,,,
(주)소룩스,290690,2013/12,,,,,,
(주)소룩스,290690,2014/12,,,,,,
(주)소룩스,290690,2015/12,,,,,,
(주)소룩스,290690,2016/12,,,,,,
(주)소룩스,290690,2017/12,874,215,4649,,,
(주)소룩스,290690,2018/12,561,252,2540,,,
(주)소룩스,290690,2019/12,537,170,6748,,,
(주)소룩스,290690,2020/12,443,264,4923,,,
(주)소룩스,290690,2021/12,339,370,5240,,,
(주)소마젠,950200,2019/12,18459,552,-23070,,,
(주)소마젠,950200,2020/12,12796,984,-21583,,,
(주)소마젠,950200,2021/12,295,73,-7057,,,
(주)소프트센,032680,2011/09,206,9,-2600,,,
(주)소프트센,032680,2012/09,269,52,-772,,,
(주)소프트센,032680,2013/12,428,184,748,,,
(주)소프트센,032680,2014/12,524,185,2660,524,185,2659
(주)소프트센,032680,2015/12,101,259,-3853,,,
(주)소프트센,032680,2016/12,208,155,-961,,,
(주)소프트센,032680,2017/12,1340,211,-857,,,
(주)소프트센,032680,2018/12,1281,246,-464,,,
(주)소프트센,032680,2019/12,499,47,-2934,,,
(주)소프트센,032680,2020/12,271,35,-1818,369,49,2779
(주)소프트센,032680,2021/12,1412,210,14227,1478,283,18803
(주)손오공,066910,2011/12,2315,79,1278,2331,79,72
(주)손오공,066910,2012/12,2194,66,-4926,2201,95,795
(주)손오공,066910,2013/12,1405,3250,-10972,1744,183,-10061
(주)손오공,066910,2014/12,1120,5046,-2735,1693,307,-4967
(주)손오공,066910,2015/12,540,1038,9279,1009,64,9318
(주)손오공,066910,2016/12,22,122,792,339,149,1781
(주)손오공,066910,2017/12,20,38,-13114,332,46,-12292
(주)손오공,066910,2018/12,14,214,1074,276,219,1110
(주)손오공,066910,2019/12,352,126,-2179,492,115,-1912
(주)손오공,066910,2020/12,586,51,-1920,702,52,-1974
(주)손오공,066910,2021/12,785,153,3217,866,154,3377
(주)솔고바이오메디칼,043100,2011/12,1300,421,-2886,1423,428,-6102
(주)솔고바이오메디칼,043100,2012/12,1266,404,-10518,1393,429,-8285
(주)솔고바이오메디칼,043100,2013/12,1336,476,-14180,1533,491,-5832
(주)솔고바이오메디칼,043100,2014/12,1296,445,-123,1500,453,-2491
(주)솔고바이오메디칼,043100,2015/12,1127,392,-6416,1137,372,-6988
(주)솔고바이오메디칼,043100,2016/12,522,216,-8999,535,173,-8011
(주)솔고바이오메디칼,043100,2017/12,503,293,-9742,536,275,-8522
(주)솔고바이오메디칼,043100,2018/12,506,586,-15091,555,555,-15360
(주)솔고바이오메디칼,043100,2019/12,543,443,-19353,603,414,-18786
(주)솔고바이오메디칼,043100,2020/12,479,194,1688,585,181,1637
(주)솔고바이오메디칼,043100,2021/12,629,231,-4831,725,177,-4179
(주)솔루에타,154040,2011/12,1185,154,5561,1169,138,5110
(주)솔루에타,154040,2012/12,2264,177,6986,1454,177,8526
(주)솔루에타,154040,2013/12,1428,131,21563,1428,132,20815
(주)솔루에타,154040,2014/12,1631,780,2088,1631,781,3235
(주)솔루에타,154040,2015/12,3197,3776,12021,3197,3777,11770
(주)솔루에타,154040,2016/12,6219,5389,-6301,8761,7342,-4946
(주)솔루에타,154040,2017/12,7347,9687,2147,9823,11045,198
(주)솔루에타,154040,2018/12,5094,5467,-11116,12641,8919,-15557
(주)솔루에타,154040,2019/12,8428,7131,-3838,17541,13537,-3472
(주)솔루에타,154040,2020/12,5455,2787,-2511,35092,18985,-13646
(주)솔루에타,154040,2021/12,11825,15539,-1153,12274,15497,-5128
(주)솔본,035610,2011/12,122,906,1624,1351,1048,-294
(주)솔본,035610,2012/12,518,782,4781,2043,750,-7821
(주)솔본,035610,2013/12,37,857,1031,839,946,9465
(주)솔본,035610,2014/12,0,844,5649,320,1111,7293
(주)솔본,035610,2015/12,19,990,1224,291,1306,4010
(주)솔본,035610,2016/12,15,732,697,246,2843,3450
(주)솔본,035610,2017/12,351,546,-7071,434,380,-3151
(주)솔본,035610,2018/12,25,1371,10203,1222,1852,11433
(주)솔본,035610,2019/12,0,1866,7069,456,2253,6379
(주)솔본,035610,2020/12,2442,614,913,2624,1326,7060
(주)솔본,035610,2021/12,135,760,18012,272,15360,33895
(주)솔트룩스,304100,2013/12,,,,,,
(주)솔트룩스,304100,2014/12,,,,,,
(주)솔트룩스,304100,2015/12,,,,,,
(주)솔트룩스,304100,2016/12,,,,,,
(주)솔트룩스,304100,2017/12,,,,,,
(주)솔트룩스,304100,2018/12,424,299,135,424,299,42
(주)솔트룩스,304100,2019/12,395,1284,1262,403,1288,714
(주)솔트룩스,304100,2020/12,543,923,414,568,930,370
(주)솔트룩스,304100,2021/12,1732,705,-4353,1768,908,-5077
(주)솔트웍스,222520,2013/12,,,,,,
(주)솔트웍스,222520,2014/12,280,62,58,,,
(주)솔트웍스,222520,2015/12,115,142,1756,,,
(주)쇼박스,086980,2011/12,0,780,-10472,45,820,-14745
(주)쇼박스,086980,2012/12,0,1178,-5275,0,1185,4074
(주)쇼박스,086980,2013/12,39,1174,2821,39,1263,6197
(주)쇼박스,086980,2014/12,0,969,-1694,0,1044,-793
(주)쇼박스,086980,2015/12,0,863,12599,0,907,12524
(주)쇼박스,086980,2016/12,0,1119,15170,0,1140,15867
(주)쇼박스,086980,2017/12,0,1116,10475,0,1127,10728
(주)쇼박스,086980,2018/12,0,2768,7252,0,1121,6350
(주)쇼박스,086980,2019/12,134,1778,4661,134,1148,4239
(주)쇼박스,086980,2020/12,99,598,-2958,99,599,-2975
(주)쇼박스,086980,2021/12,77,452,3026,77,453,2955
(주)수산아이앤티,050960,2011/12,0,531,7108,,,
(주)수산아이앤티,050960,2012/12,0,701,7379,,,
(주)수산아이앤티,050960,2013/12,0,726,7857,,,
(주)수산아이앤티,050960,2014/12,0,771,6675,,,
(주)수산아이앤티,050960,2015/12,1,667,5020,,,
(주)수산아이앤티,050960,2016/12,1,433,6004,,,
(주)수산아이앤티,050960,2017/12,110,593,4872,,,
(주)수산아이앤티,050960,2018/12,4,642,3405,,,
(주)수산아이앤티,050960,2019/12,2,709,3441,,,
(주)수산아이앤티,050960,2020/12,3,408,4912,712,567,2776
(주)수산아이앤티,050960,2021/12,2,195,1582,294,716,1210
(주)수성샐바시온,084180,2011/12,730,4,5553,,,
(주)수성샐바시온,084180,2012/12,782,18,2308,,,
(주)수성샐바시온,084180,2013/12,697,48,2626,,,
(주)수성샐바시온,084180,2014/12,593,108,2967,,,
(주)수성샐바시온,084180,2015/12,456,114,2985,,,
(주)수성샐바시온,084180,2016/12,160,91,2947,,,
(주)수성샐바시온,084180,2017/12,21258,370,-23548,18420,375,-23550
(주)수성샐바시온,084180,2018/12,4461,783,-13364,4461,753,-13478
(주)수성샐바시온,084180,2019/12,4721,53,-7276,4735,101,-5124
(주)수성샐바시온,084180,2020/12,2578,96,-2317,3390,1140,-3399
(주)수성샐바시온,084180,2021/12,7268,1121,-10709,8069,2209,-9138
(주)수젠텍,253840,2014/12,,,,,,
(주)수젠텍,253840,2015/12,,,,,,
(주)수젠텍,253840,2016/12,,,,,,
(주)수젠텍,253840,2017/12,,,,,,
(주)수젠텍,253840,2018/12,38000,1447,-40930,,,
(주)수젠텍,253840,2019/12,3752,1201,-9454,3752,1201,-9562
(주)수젠텍,253840,2020/12,74722,11314,-40308,74722,11314,-40817
(주)수젠텍,253840,2021/12,5642,11634,42674,5642,11635,43310
(주)슈프리마,236200,2015/12,0,0,0,,,
(주)슈프리마,236200,2016/12,456,2594,13020,504,2594,12938
(주)슈프리마,236200,2017/12,4084,1541,9216,4084,1558,9139
(주)슈프리마,236200,2018/12,604,3289,11866,604,3289,12125
(주)슈프리마,236200,2019/12,775,5111,29556,779,5111,28924
(주)슈프리마,236200,2020/12,5249,4817,9376,5275,4817,9356
(주)슈프리마,236200,2021/12,635,7832,23716,768,7820,23527
(주)슈프리마아이디,317770,2017/12,47,33,1366,32,57,1240
(주)슈프리마아이디,317770,2018/12,80,152,5209,53,239,4456
(주)슈프리마아이디,317770,2019/12,32,386,879,32,498,738
(주)슈프리마아이디,317770,2020/12,328,452,-196,328,498,50
(주)슈프리마아이디,317770,2021/12,32,437,3360,32,472,3366
(주)슈프리마에이치큐,094840,2011/12,649,3172,6960,665,3213,6738
(주)슈프리마에이치큐,094840,2012/12,1120,3202,17953,1454,4142,20093
(주)슈프리마에이치큐,094840,2013/12,2123,3224,15095,4919,3066,13410
(주)슈프리마에이치큐,094840,2014/12,1849,3655,16774,2755,3561,17923
(주)슈프리마에이치큐,094840,2015/12,672,1341,960,690,1600,1388
(주)슈프리마에이치큐,094840,2016/12,223,1459,3216,223,1561,5199
(주)슈프리마에이치큐,094840,2017/12,1398,681,3478,1430,997,4990
(주)슈프리마에이치큐,094840,2018/12,49,2128,2593,102,2386,9611
(주)슈프리마에이치큐,094840,2019/12,35,1528,7514,68,2181,9753
(주)슈프리마에이치큐,094840,2020/12,1100,1700,5469,1428,2614,7661
(주)슈프리마에이치큐,094840,2021/12,857,1765,4625,890,2314,14091
(주)슈피겐코리아,192440,2011/12,,,,,,
(주)슈피겐코리아,192440,2012/12,,,,,,
(주)슈피겐코리아,192440,2013/12,540,994,12508,588,1009,16671
(주)슈피겐코리아,192440,2014/12,921,2839,42671,973,2909,48555
(주)슈피겐코리아,192440,2015/12,1683,4606,43683,1697,4756,50836
(주)슈피겐코리아,192440,2016/12,3383,6482,44139,3390,6622,45856
(주)슈피겐코리아,192440,2017/12,7357,3797,36924,6991,4092,45007
(주)슈피겐코리아,192440,2018/12,2371,7039,47869,2612,7733,55044
(주)슈피겐코리아,192440,2019/12,5465,13431,50380,5934,14455,53076
(주)슈피겐코리아,192440,2020/12,15417,12826,35514,18637,14864,75205
(주)슈피겐코리아,192440,2021/12,7299,15235,30841,7812,18522,48322
(주)스마트솔루션즈,136510,2011/12,66,376,4542,,,
(주)스마트솔루션즈,136510,2012/12,99,565,-1598,,,
(주)스마트솔루션즈,136510,2013/12,456,342,1514,,,
(주)스마트솔루션즈,136510,2014/12,83,468,-406,84,468,-798
(주)스마트솔루션즈,136510,2015/12,576,416,673,576,417,221
(주)스마트솔루션즈,136510,2016/12,359,393,638,360,406,951
(주)스마트솔루션즈,136510,2017/12,820,460,2661,820,479,2681
(주)스마트솔루션즈,136510,2018/12,366,815,1026,366,827,1196
(주)스마트솔루션즈,136510,2019/12,318,766,-7450,318,792,-7248
(주)스마트솔루션즈,136510,2020/12,949,690,-8660,949,709,-8659
(주)스마트솔루션즈,136510,2021/12,7243,551,-7925,7249,551,-7919
(주)스맥,099440,2011/12,2083,196,3335,,,
(주)스맥,099440,2012/12,2714,187,2533,,,
(주)스맥,099440,2013/12,4284,266,4372,,,
(주)스맥,099440,2014/12,3069,303,3008,,,
(주)스맥,099440,2015/12,2808,210,3737,,,
(주)스맥,099440,2016/12,3608,206,1753,3745,207,1918
(주)스맥,099440,2017/12,3091,1452,249,3257,1452,178
(주)스맥,099440,2018/12,3193,1164,1547,3359,1161,-2113
(주)스맥,099440,2019/12,7813,438,-19215,8005,437,-20940
(주)스맥,099440,2020/12,3485,3431,-26651,3662,3447,-27607
(주)스맥,099440,2021/12,6539,589,-23089,6695,602,-16295
(주)스카이문스테크놀로지,033790,2011/12,0,718,61,,,
(주)스카이문스테크놀로지,033790,2012/12,2,813,-2258,,,
(주)스카이문스테크놀로지,033790,2013/12,2,516,-937,,,
(주)스카이문스테크놀로지,033790,2014/12,12,518,1240,,,
(주)스카이문스테크놀로지,033790,2015/12,61,516,-22,,,
(주)스카이문스테크놀로지,033790,2016/12,27,322,-1977,,,
(주)스카이문스테크놀로지,033790,2017/12,1140,961,-3788,1140,963,-4413
(주)스카이문스테크놀로지,033790,2018/12,1279,759,-5853,1280,739,-7809
(주)스카이문스테크놀로지,033790,2019/12,282,850,-12319,,,
(주)스카이문스테크놀로지,033790,2020/12,206,205,-831,,,
(주)스카이문스테크놀로지,033790,2021/12,225,150,2053,225,152,2240
(주)스코넥엔터테인먼트,276040,2017/12,,,,,,
(주)스코넥엔터테인먼트,276040,2018/12,,,,,,
(주)스코넥엔터테인먼트,276040,2019/12,,,,,,
(주)스코넥엔터테인먼트,276040,2020/12,3204,466,-8971,3205,467,-8864
(주)스코넥엔터테인먼트,276040,2021/12,236,118,-3879,238,118,-3837
(주)스킨앤스킨,159910,2011/12,317,89,4156,,,
(주)스킨앤스킨,159910,2012/12,182,162,5680,,,
(주)스킨앤스킨,159910,2013/12,165,161,-3931,,,
(주)스킨앤스킨,159910,2014/12,459,200,-6579,,,
(주)스킨앤스킨,159910,2015/12,4193,1676,-13388,3748,1451,-14169
(주)스킨앤스킨,159910,2016/12,8108,1822,-6025,3057,1469,-5112
(주)스킨앤스킨,159910,2017/12,5281,982,-11984,3897,886,-17345
(주)스킨앤스킨,159910,2018/12,5653,3361,-14307,5840,3909,-12874
(주)스킨앤스킨,159910,2019/12,1139,1495,-6978,670,1298,-8131
(주)스킨앤스킨,159910,2020/12,1318,909,-27630,1368,912,-27856
(주)스킨앤스킨,159910,2021/12,104,1213,1825,161,1207,1682
(주)스타플렉스,115570,2011/12,2455,2457,10471,3194,533,-5421
(주)스타플렉스,115570,2012/12,10149,2452,-9248,9331,482,-11028
(주)스타플렉스,115570,2013/12,3514,1750,6465,3757,152,1366
(주)스타플렉스,115570,2014/12,2704,654,1086,2704,63,-1336
(주)스타플렉스,115570,2015/12,2150,458,-7096,2150,42,-6009
(주)스타플렉스,115570,2016/12,1541,3160,4172,1541,46,7041
(주)스타플렉스,115570,2017/12,1528,431,-4386,1774,3,-9120
(주)스타플렉스,115570,2018/12,1807,2976,1076,2250,4,6724
(주)스타플렉스,115570,2019/12,4758,1612,-7181,5225,47,-2101
(주)스타플렉스,115570,2020/12,1701,2301,-18660,2041,1474,-6708
(주)스타플렉스,115570,2021/12,1250,3063,-14784,1479,178,2275
(주)스튜디오미르,408900,2015/12,,,,,,
(주)스튜디오미르,408900,2016/12,,,,,,
(주)스튜디오미르,408900,2017/12,,,,,,
(주)스튜디오미르,408900,2018/12,,,,,,
(주)스튜디오미르,408900,2019/12,438,149,44,438,149,-243
(주)스튜디오미르,408900,2020/12,857,715,300,857,715,409
(주)스튜디오미르,408900,2021/12,1566,959,2098,1093,959,2089
(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,,,,,,
(주)스튜디오산타클로스엔터테인먼트,204630,2015/12,98,266,-6340,,,
(주)스튜디오산타클로스엔터테인먼트,204630,2016/12,568,676,-536,568,672,-580
(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,890,701,-2410,938,747,-2315
(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,481,714,538,517,697,39
(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,395,248,-8318,464,371,-5328
(주)스튜디오산타클로스엔터테인먼트,204630,2020/12,225,184,-6652,225,184,-5431
(주)스튜디오산타클로스엔터테인먼트,204630,2021/12,10987,912,9249,10987,516,7674
(주)스틸플라워,087220,2011/12,5968,739,6904,6817,708,7229
(주)스틸플라워,087220,2012/12,7927,829,8075,8636,898,8933
(주)스틸플라워,087220,2013/12,7870,1354,-14276,8871,1434,-13532
(주)스틸플라워,087220,2014/12,7593,639,-24417,8734,631,-29878
(주)스틸플라워,087220,2015/12,7267,368,-34690,8890,492,-34388
(주)스틸플라워,087220,2016/12,7080,222,-50815,8607,574,-48338
(주)스틸플라워,087220,2017/12,6060,343,-45752,7460,570,-46460
(주)스페이스솔루션,245030,2014/12,,,,,,
(주)스페이스솔루션,245030,2015/12,,,,,,
(주)스페이스솔루션,245030,2016/12,,,,,,
(주)스페이스솔루션,245030,2017/12,,,,,,
(주)스페코,013810,2011/12,4700,898,-1585,4985,1318,-5266
(주)스페코,013810,2012/12,2440,835,4567,3386,957,1929
(주)스페코,013810,2013/12,2131,590,4020,2457,294,-1348
(주)스페코,013810,2014/12,1459,1502,5342,1733,1148,3508
(주)스페코,013810,2015/12,1309,2485,8243,1637,2108,9556
(주)스페코,013810,2016/12,710,1235,3785,1075,1278,5685
(주)스페코,013810,2017/12,1191,926,-1982,1504,988,-211
(주)스페코,013810,2018/12,860,1084,-3896,1149,1159,-5302
(주)스페코,013810,2019/12,809,1208,3412,1003,1298,7004
(주)스페코,013810,2020/12,720,734,3671,1498,848,9323
(주)스페코,013810,2021/12,435,1515,2236,537,1048,3760
(주)승일,049830,2011/12,1376,1472,4457,,,
(주)승일,049830,2012/12,1007,2457,7585,,,
(주)승일,049830,2013/12,1445,2082,8577,,,
(주)승일,049830,2014/12,534,1022,9246,,,
(주)승일,049830,2015/12,466,1289,8420,,,
(주)승일,049830,2016/12,1949,923,4923,,,
(주)승일,049830,2017/12,1408,276,3679,,,
(주)승일,049830,2018/12,470,1537,10360,,,
(주)승일,049830,2019/12,440,1148,-777,,,
(주)승일,049830,2020/12,1096,644,366,,,
(주)승일,049830,2021/12,599,928,4500,,,
(주)승화프리텍,111610,2011/12,1031,291,-593,1031,291,-1010
(주)승화프리텍,111610,2012/12,1156,652,-24573,1156,381,-19273
(주)승화프리텍,111610,2013/12,1390,462,-4069,,,
(주)승화프리텍,111610,2014/12,6322,31,-20623,,,
(주)시공테크,020710,2011/12,6,1006,16897,6,1169,17466
(주)시공테크,020710,2012/12,16,991,9769,16,1109,4059
(주)시공테크,020710,2013/12,0,829,-2031,0,859,-1305
(주)시공테크,020710,2014/12,694,1394,5594,694,1414,6831
(주)시공테크,020710,2015/12,1286,1270,981,1286,1290,920
(주)시공테크,020710,2016/12,648,2009,-4277,648,2024,-5573
(주)시공테크,020710,2017/12,582,2379,9488,582,2410,20377
(주)시공테크,020710,2018/12,1855,3820,-1501,1863,3870,2997
(주)시공테크,020710,2019/12,1097,3704,10724,1097,3711,18934
