회사명,거래소코드,회계년도,단기차입금(요약)(IFRS)(백만원),유동성장기부채(요약)(IFRS)(백만원),단기차입금(요약)(IFRS연결)(백만원),유동성장기부채(요약)(IFRS연결)(백만원)
(주)앤디포스,238090,2020/12,0,722,68,1037
(주)앤디포스,238090,2021/12,0,899,2537,10055
(주)앤씨앤,092600,2011/12,6343,0,,
(주)앤씨앤,092600,2012/12,5891,0,5891,0
(주)앤씨앤,092600,2013/12,6503,0,6503,0
(주)앤씨앤,092600,2014/12,4322,0,4322,0
(주)앤씨앤,092600,2015/12,4102,0,4790,0
(주)앤씨앤,092600,2016/12,1854,0,2519,67
(주)앤씨앤,092600,2017/12,1536,0,2616,920
(주)앤씨앤,092600,2018/12,0,0,2080,1000
(주)앤씨앤,092600,2019/12,2316,0,4834,2062
(주)앤씨앤,092600,2020/12,5950,0,10138,2900
(주)앤씨앤,092600,2021/12,3000,0,5868,3245
(주)앱코,129890,2016/12,,,,
(주)앱코,129890,2017/12,,,,
(주)앱코,129890,2018/12,,,,
(주)앱코,129890,2019/12,9750,2329,9750,2329
(주)앱코,129890,2020/12,25569,2840,25569,2840
(주)앱코,129890,2021/12,11000,2943,11000,2943
(주)야스,255440,2011/12,300,234,,
(주)야스,255440,2012/12,900,883,,
(주)야스,255440,2013/12,9400,993,,
(주)야스,255440,2014/12,9100,910,,
(주)야스,255440,2015/12,9100,1077,,
(주)야스,255440,2016/12,2900,1388,,
(주)야스,255440,2017/12,0,375,0,375
(주)야스,255440,2018/12,0,0,0,0
(주)야스,255440,2019/12,0,0,0,0
(주)야스,255440,2020/12,0,0,0,0
(주)야스,255440,2021/12,0,0,1500,0
(주)어반리튬,073570,2011/12,0,22248,0,36248
(주)어반리튬,073570,2012/12,27802,0,40802,0
(주)어반리튬,073570,2013/12,23366,0,78606,28383
(주)어반리튬,073570,2014/12,22293,424,,
(주)어반리튬,073570,2015/12,4641,396,,
(주)어반리튬,073570,2016/12,3120,0,3948,0
(주)어반리튬,073570,2017/12,1796,38,2156,110
(주)어반리튬,073570,2018/12,1107,30,11286,1407
(주)어반리튬,073570,2019/12,2698,30,,
(주)어반리튬,073570,2020/12,1850,30,,
(주)어반리튬,073570,2021/12,698,30,,
(주)어스앤에어로스페이스,263540,2012/12,,,,
(주)어스앤에어로스페이스,263540,2013/12,,,,
(주)어스앤에어로스페이스,263540,2014/12,,,,
(주)어스앤에어로스페이스,263540,2015/12,3260,1554,,
(주)어스앤에어로스페이스,263540,2016/12,3460,2296,,
(주)어스앤에어로스페이스,263540,2017/12,3660,675,,
(주)어스앤에어로스페이스,263540,2018/12,8140,2870,,
(주)어스앤에어로스페이스,263540,2019/12,7902,4982,,
(주)어스앤에어로스페이스,263540,2020/12,6377,5373,,
(주)어스앤에어로스페이스,263540,2021/12,7027,6867,,
(주)얼라인드제네틱스,238120,2015/12,0,0,0,0
(주)얼라인드제네틱스,238120,2016/12,0,0,0,0
(주)얼라인드제네틱스,238120,2017/12,0,0,0,0
(주)얼라인드제네틱스,238120,2018/12,0,0,0,0
(주)얼라인드제네틱스,238120,2019/12,0,0,0,0
(주)얼라인드제네틱스,238120,2020/12,0,0,0,0
(주)얼라인드제네틱스,238120,2021/12,0,0,0,0
(주)에너토크,019990,2011/12,0,241,,
(주)에너토크,019990,2012/12,0,0,,
(주)에너토크,019990,2013/12,0,0,,
(주)에너토크,019990,2014/12,0,0,,
(주)에너토크,019990,2015/12,0,0,,
(주)에너토크,019990,2016/12,0,0,0,0
(주)에너토크,019990,2017/12,0,0,0,0
(주)에너토크,019990,2018/12,0,0,0,0
(주)에너토크,019990,2019/12,0,83,0,0
(주)에너토크,019990,2020/12,0,106,0,0
(주)에너토크,019990,2021/12,0,0,0,0
(주)에듀언스,009010,2011/12,3600,2985,13245,3895
(주)에듀언스,009010,2012/12,3350,1373,3848,2283
(주)에스디생명공학,217480,2015/12,0,733,0,733
(주)에스디생명공학,217480,2016/12,0,733,0,733
(주)에스디생명공학,217480,2017/12,0,733,1816,1192
(주)에스디생명공학,217480,2018/12,14041,1506,16448,2021
(주)에스디생명공학,217480,2019/12,13450,3163,14279,3384
(주)에스디생명공학,217480,2020/12,10000,4363,10835,4584
(주)에스디생명공학,217480,2021/12,12500,4786,18981,13238
(주)에스디시스템,121890,2011/12,0,0,,
(주)에스디시스템,121890,2012/12,0,0,,
(주)에스디시스템,121890,2013/12,0,0,,
(주)에스디시스템,121890,2014/12,0,125,,
(주)에스디시스템,121890,2015/12,1000,250,,
(주)에스디시스템,121890,2016/12,1000,125,,
(주)에스디시스템,121890,2017/12,9057,0,,
(주)에스디시스템,121890,2018/12,6415,0,,
(주)에스디시스템,121890,2019/12,1750,0,,
(주)에스디시스템,121890,2020/12,0,0,,
(주)에스디시스템,121890,2021/12,0,0,,
(주)에스마크,030270,2011/12,14564,11538,,
(주)에스마크,030270,2012/12,17015,10731,,
(주)에스마크,030270,2013/12,18250,10653,,
(주)에스마크,030270,2014/12,22339,10656,,
(주)에스마크,030270,2015/12,16434,11191,,
(주)에스마크,030270,2016/12,3055,0,3529,0
(주)에스마크,030270,2017/12,0,0,1243,0
(주)에스마크,030270,2018/12,4154,0,6411,0
(주)에스마크,030270,2019/12,2254,3924,7444,3924
(주)에스비비테크,389500,2011/12,,,,
(주)에스비비테크,389500,2012/12,,,,
(주)에스비비테크,389500,2013/12,,,,
(주)에스비비테크,389500,2014/12,,,,
(주)에스비비테크,389500,2015/12,,,,
(주)에스비비테크,389500,2016/12,,,,
(주)에스비비테크,389500,2017/12,,,,
(주)에스비비테크,389500,2018/12,6476,469,,
(주)에스비비테크,389500,2019/12,1404,639,,
(주)에스비비테크,389500,2020/12,256,1238,,
(주)에스비비테크,389500,2021/12,500,4114,,
(주)에스비에스콘텐츠허브,046140,2011/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2012/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2013/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2014/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2015/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2016/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2017/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2018/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2019/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2020/12,0,0,0,0
(주)에스비에스콘텐츠허브,046140,2021/12,0,0,0,0
(주)에스비엠,037630,2011/12,1400,0,,
(주)에스비엠,037630,2012/12,1400,0,,
(주)에스씨디,042110,2011/12,2000,0,,
(주)에스씨디,042110,2012/12,2000,0,,
(주)에스씨디,042110,2013/12,0,0,,
(주)에스씨디,042110,2014/12,0,0,,
(주)에스씨디,042110,2015/12,0,0,902,0
(주)에스씨디,042110,2016/12,0,0,866,0
(주)에스씨디,042110,2017/12,0,0,818,0
(주)에스씨디,042110,2018/12,0,0,814,0
(주)에스씨디,042110,2019/12,0,0,0,0
(주)에스씨디,042110,2020/12,0,0,0,0
(주)에스씨디,042110,2021/12,0,0,0,0
(주)에스아이리소스,065420,2011/12,1195,0,2122,0
(주)에스아이리소스,065420,2012/12,1071,0,1071,0
(주)에스아이리소스,065420,2013/12,1883,0,1883,445
(주)에스아이리소스,065420,2014/12,1949,3000,2120,3208
(주)에스아이리소스,065420,2015/12,0,0,0,63
(주)에스아이리소스,065420,2016/12,0,0,45,6211
(주)에스아이리소스,065420,2017/12,0,1919,0,4351
(주)에스아이리소스,065420,2018/12,0,0,0,2402
(주)에스아이리소스,065420,2019/12,0,15,,
(주)에스아이리소스,065420,2020/12,0,130,,
(주)에스아이리소스,065420,2021/12,0,134,,
(주)에스앤더블류,103230,2011/12,13033,18601,,
(주)에스앤더블류,103230,2012/12,6500,15657,,
(주)에스앤더블류,103230,2013/12,11500,50,,
(주)에스앤더블류,103230,2014/12,2500,43,,
(주)에스앤더블류,103230,2015/12,1100,86,,
(주)에스앤더블류,103230,2016/12,1261,0,,
(주)에스앤더블류,103230,2017/12,0,0,,
(주)에스앤더블류,103230,2018/12,0,0,,
(주)에스앤더블류,103230,2019/12,0,0,,
(주)에스앤더블류,103230,2020/12,0,0,,
(주)에스앤더블류,103230,2021/12,320,0,,
(주)에스앤디,260970,2011/12,,,,
(주)에스앤디,260970,2012/12,,,,
(주)에스앤디,260970,2013/12,,,,
(주)에스앤디,260970,2014/12,,,,
(주)에스앤디,260970,2015/12,,,,
(주)에스앤디,260970,2016/12,,,,
(주)에스앤디,260970,2017/12,,,,
(주)에스앤디,260970,2018/12,,,,
(주)에스앤디,260970,2019/12,,,,
(주)에스앤디,260970,2020/12,0,293,,
(주)에스앤디,260970,2021/12,0,0,,
(주)에스앤에스텍,101490,2011/12,13357,6044,18057,6044
(주)에스앤에스텍,101490,2012/12,8310,5586,18710,14586
(주)에스앤에스텍,101490,2013/12,10955,9989,30055,11106
(주)에스앤에스텍,101490,2014/12,7132,8151,7132,8151
(주)에스앤에스텍,101490,2015/12,5102,11963,,
(주)에스앤에스텍,101490,2016/12,3561,6786,,
(주)에스앤에스텍,101490,2017/12,5695,7506,,
(주)에스앤에스텍,101490,2018/12,11818,8258,,
(주)에스앤에스텍,101490,2019/12,18745,5030,,
(주)에스앤에스텍,101490,2020/12,7677,0,7677,0
(주)에스앤에스텍,101490,2021/12,4042,0,4042,0
(주)에스에너지,095910,2011/12,12394,1196,18160,1789
(주)에스에너지,095910,2012/12,12000,458,16659,458
(주)에스에너지,095910,2013/12,27463,1438,42930,2189
(주)에스에너지,095910,2014/12,26504,1049,46005,2750
(주)에스에너지,095910,2015/12,26696,1621,46494,3863
(주)에스에너지,095910,2016/12,16194,3755,38136,6232
(주)에스에너지,095910,2017/12,39207,3919,49461,11526
(주)에스에너지,095910,2018/12,32526,2671,49895,10960
(주)에스에너지,095910,2019/12,32036,1586,59273,6782
(주)에스에너지,095910,2020/12,30951,1964,59329,6885
(주)에스에너지,095910,2021/12,26587,2203,56789,7072
(주)에스에스알,275630,2017/12,1380,0,,
(주)에스에스알,275630,2018/12,1200,0,,
(주)에스에스알,275630,2019/12,0,0,,
(주)에스에스알,275630,2020/12,0,0,,
(주)에스에스알,275630,2021/12,0,124,,
(주)에스에스컴텍,036500,2011/12,24539,1073,49340,1073
(주)에스에스컴텍,036500,2012/12,20818,8879,30341,8879
(주)에스에스컴텍,036500,2013/12,17972,13117,25981,13199
(주)에스에스컴텍,036500,2014/12,28530,0,44711,0
(주)에스에스컴텍,036500,2015/12,9446,1052,9349,1052
(주)에스에스컴텍,036500,2016/12,4473,1866,8690,2008
(주)에스에이엠지엔터테인먼트,419530,2014/12,,,,
(주)에스에이엠지엔터테인먼트,419530,2015/12,,,,
(주)에스에이엠지엔터테인먼트,419530,2016/12,,,,
(주)에스에이엠지엔터테인먼트,419530,2017/12,,,,
(주)에스에이엠지엔터테인먼트,419530,2018/12,,,,
(주)에스에이엠지엔터테인먼트,419530,2019/12,,,,
(주)에스에이엠지엔터테인먼트,419530,2020/12,2630,1033,,
(주)에스에이엠지엔터테인먼트,419530,2021/12,4354,33,,
(주)에스에이엠티,031330,2011/12,137156,0,141207,0
(주)에스에이엠티,031330,2012/12,102179,0,102179,0
(주)에스에이엠티,031330,2013/12,98712,0,98712,0
(주)에스에이엠티,031330,2014/12,95868,0,95868,0
(주)에스에이엠티,031330,2015/12,73465,0,73465,0
(주)에스에이엠티,031330,2016/12,38100,0,38100,0
(주)에스에이엠티,031330,2017/12,30000,0,30000,0
(주)에스에이엠티,031330,2018/12,44000,0,44000,0
(주)에스에이엠티,031330,2019/12,21000,0,21000,0
(주)에스에이엠티,031330,2020/12,21000,0,21000,0
(주)에스에이엠티,031330,2021/12,80003,0,126115,0
(주)에스에이티,060540,2011/12,0,8965,0,9065
(주)에스에이티,158300,2011/12,0,200,,
(주)에스에이티,060540,2012/12,7000,272,7500,272
(주)에스에이티,158300,2012/12,2233,0,,
(주)에스에이티,060540,2013/12,6568,518,6568,518
(주)에스에이티,158300,2013/12,0,0,,
(주)에스에이티,158300,2014/12,3186,0,,
(주)에스에이티,060540,2014/12,543,2654,577,2654
(주)에스에이티,060540,2015/12,77,6979,5931,7108
(주)에스에이티,158300,2015/12,3508,800,3508,800
(주)에스에이티,060540,2016/12,0,0,8597,0
(주)에스에이티,158300,2016/12,500,1210,500,1210
(주)에스에이티,158300,2017/12,5394,1246,5394,1246
(주)에스에이티,060540,2017/12,0,0,20948,637
(주)에스에이티,060540,2018/12,0,0,14156,4145
(주)에스에이티,158300,2018/12,2750,1282,2807,1282
(주)에스에이티,158300,2019/12,3204,1303,3461,1670
(주)에스에이티,060540,2019/12,0,0,18423,881
(주)에스에이티,060540,2020/12,0,0,11724,2202
(주)에스에이티,158300,2020/12,5023,1308,5223,1326
(주)에스에이티,060540,2021/12,0,0,18457,4131
(주)에스에이티이엔지,351320,2020/12,,,,
(주)에스에이티이엔지,351320,2021/12,3300,1104,3500,1194
(주)에스에프씨,112240,2011/12,10718,5100,,
(주)에스에프씨,112240,2012/12,17409,0,,
(주)에스에프씨,112240,2013/12,10005,0,10005,0
(주)에스에프씨,112240,2014/12,9920,0,9920,0
(주)에스에프씨,112240,2015/12,972,0,972,0
(주)에스에프씨,112240,2016/12,1037,1125,1037,1125
(주)에스에프씨,112240,2017/12,8923,1250,9141,1250
(주)에스에프씨,112240,2018/12,7500,1250,7500,1250
(주)에스에프씨,112240,2019/12,7565,974,7565,4910
(주)에스에프에이,056190,2011/12,0,0,2000,0
(주)에스에프에이,056190,2012/12,0,0,0,0
(주)에스에프에이,056190,2013/12,0,0,0,0
(주)에스에프에이,056190,2014/12,0,0,8206,0
(주)에스에프에이,056190,2015/12,0,0,90980,0
(주)에스에프에이,056190,2016/12,0,0,0,77209
(주)에스에프에이,056190,2017/12,0,0,0,36917
(주)에스에프에이,056190,2018/12,0,0,42763,1548
(주)에스에프에이,056190,2019/12,0,0,38585,202738
(주)에스에프에이,056190,2020/12,0,0,30814,1800
(주)에스에프에이,056190,2021/12,0,0,57363,7200
(주)에스에프에이반도체,036540,2011/12,149825,0,169110,0
(주)에스에프에이반도체,036540,2012/12,119167,6694,193531,11694
(주)에스에프에이반도체,036540,2013/12,133357,12319,226316,12319
(주)에스에프에이반도체,036540,2014/12,172245,19800,271689,29709
(주)에스에프에이반도체,036540,2015/12,12755,2846,85612,2846
(주)에스에프에이반도체,036540,2016/12,0,0,84247,0
(주)에스에프에이반도체,036540,2017/12,0,0,32470,0
(주)에스에프에이반도체,036540,2018/12,0,0,11393,0
(주)에스에프에이반도체,036540,2019/12,0,191438,180843,18575
(주)에스에프에이반도체,036540,2020/12,0,1800,9685,0
(주)에스에프에이반도체,036540,2021/12,0,7200,14695,0
(주)에스엘바이오닉스,214310,2012/12,,,,
(주)에스엘바이오닉스,214310,2013/12,2500,125,,
(주)에스엘바이오닉스,214310,2014/12,5000,806,,
(주)에스엘바이오닉스,214310,2015/12,1000,2233,1000,2233
(주)에스엘바이오닉스,214310,2016/12,480,0,814,0
(주)에스엘바이오닉스,214310,2017/12,519,0,3796,0
(주)에스엘바이오닉스,214310,2018/12,0,0,150,0
(주)에스엘바이오닉스,214310,2019/12,4500,0,4500,0
(주)에스엘바이오닉스,214310,2020/12,1500,761,1500,761
(주)에스엘바이오닉스,214310,2021/12,0,0,0,0
(주)에스엠라이프디자인그룹,063440,2011/12,3500,0,,
(주)에스엠라이프디자인그룹,063440,2012/12,3500,0,,
(주)에스엠라이프디자인그룹,063440,2013/12,6000,0,6160,82
(주)에스엠라이프디자인그룹,063440,2014/12,5700,0,5700,115
(주)에스엠라이프디자인그룹,063440,2015/12,4750,0,4750,0
(주)에스엠라이프디자인그룹,063440,2016/12,0,0,0,0
(주)에스엠라이프디자인그룹,063440,2017/12,0,0,0,0
(주)에스엠라이프디자인그룹,063440,2018/12,0,0,0,0
(주)에스엠라이프디자인그룹,063440,2019/12,0,0,3406,0
(주)에스엠라이프디자인그룹,063440,2020/12,0,0,2773,1448
(주)에스엠라이프디자인그룹,063440,2021/12,0,0,1250,0
(주)에스엠엔터테인먼트,041510,2011/12,2206,480,2342,480
(주)에스엠엔터테인먼트,041510,2012/12,2206,480,2206,480
(주)에스엠엔터테인먼트,041510,2013/12,2206,480,2211,480
(주)에스엠엔터테인먼트,041510,2014/12,2206,480,2206,526
(주)에스엠엔터테인먼트,041510,2015/12,2175,4890,2585,8174
(주)에스엠엔터테인먼트,041510,2016/12,2175,32490,10892,35095
(주)에스엠엔터테인먼트,041510,2017/12,7175,32490,10682,36644
(주)에스엠엔터테인먼트,041510,2018/12,2175,32490,7333,36404
(주)에스엠엔터테인먼트,041510,2019/12,0,32010,6875,35566
(주)에스엠엔터테인먼트,041510,2020/12,0,19800,6456,22253
(주)에스엠엔터테인먼트,041510,2021/12,0,0,2732,926
(주)에스엠컬처앤콘텐츠,048550,2011/12,0,0,1936,0
(주)에스엠컬처앤콘텐츠,048550,2012/12,0,0,0,0
(주)에스엠컬처앤콘텐츠,048550,2013/12,0,0,2,0
(주)에스엠컬처앤콘텐츠,048550,2014/12,0,0,0,0
(주)에스엠컬처앤콘텐츠,048550,2015/12,0,2808,0,2808
(주)에스엠컬처앤콘텐츠,048550,2016/12,0,1562,0,1562
(주)에스엠컬처앤콘텐츠,048550,2017/12,0,0,0,0
(주)에스엠컬처앤콘텐츠,048550,2018/12,0,0,0,0
(주)에스엠컬처앤콘텐츠,048550,2019/12,0,7569,0,7569
(주)에스엠컬처앤콘텐츠,048550,2020/12,0,0,0,0
(주)에스엠컬처앤콘텐츠,048550,2021/12,0,0,0,0
(주)에스엠코어,007820,2011/12,0,760,0,760
(주)에스엠코어,007820,2012/12,1811,0,1811,0
(주)에스엠코어,007820,2013/12,0,2279,0,2279
(주)에스엠코어,007820,2014/12,0,3856,0,3856
(주)에스엠코어,007820,2015/12,0,0,0,0
(주)에스엠코어,007820,2016/12,500,0,500,0
(주)에스엠코어,007820,2017/12,10,0,10,0
(주)에스엠코어,007820,2018/12,0,0,0,0
(주)에스엠코어,007820,2019/12,3034,0,3034,0
(주)에스엠코어,007820,2020/12,5244,0,5244,0
(주)에스엠코어,007820,2021/12,6210,0,6210,0
(주)에스와이이노베이션,194860,2012/12,,,,
(주)에스와이이노베이션,194860,2013/12,,,,
(주)에스와이이노베이션,194860,2014/12,,,,
(주)에스와이이노베이션,194860,2015/12,,,,
(주)에스와이제이,251540,2015/12,,,,
(주)에스와이제이,251540,2016/12,,,,
(주)에스와이제이,251540,2017/12,,,,
(주)에스제이그룹,306040,2016/12,,,,
(주)에스제이그룹,306040,2017/12,,,,
(주)에스제이그룹,306040,2018/12,1500,530,2100,530
(주)에스제이그룹,306040,2019/12,0,33,0,33
(주)에스제이그룹,306040,2020/12,0,300,0,300
(주)에스제이그룹,306040,2021/12,0,600,0,600
(주)에스제이케이,080440,2011/12,26970,1762,35514,1352
(주)에스제이케이,080440,2012/12,31984,2101,43898,1732
(주)에스제이케이,080440,2013/12,33499,983,39783,539
(주)에스제이케이,080440,2014/12,29130,1081,36912,682
(주)에스제이케이,080440,2015/12,26290,738,33648,302
(주)에스제이케이,080440,2016/12,23298,0,21599,0
(주)에스제이케이,080440,2017/12,22583,0,22578,0
(주)에스제이케이,080440,2018/12,22907,9912,22976,0
(주)에스제이케이,080440,2019/12,21229,529,21351,0
(주)에스지엔지,040610,2011/12,3800,0,208785,1351
(주)에스지엔지,040610,2012/12,2000,0,161229,417
(주)에스지엔지,040610,2013/12,6000,0,157565,70236
(주)에스지엔지,040610,2014/12,17800,0,216896,428
(주)에스지엔지,040610,2015/12,19000,0,245311,20315
(주)에스지엔지,040610,2016/12,18500,0,292004,36896
(주)에스지엔지,040610,2017/12,18000,0,242446,18040
(주)에스지엔지,040610,2018/12,18000,600,233925,7800
(주)에스지엔지,040610,2019/12,16000,0,138352,77652
(주)에스지엔지,040610,2020/12,16000,10000,16015,10000
(주)에스지엔지,040610,2021/12,16000,20000,16015,20000
(주)에스코넥,096630,2011/12,20135,2845,21098,3298
(주)에스코넥,096630,2012/12,21990,0,23538,0
(주)에스코넥,096630,2013/12,22651,0,27433,0
(주)에스코넥,096630,2014/12,22099,3000,29478,3000
(주)에스코넥,096630,2015/12,17889,10583,25106,10583
(주)에스코넥,096630,2016/12,17929,7973,23010,7973
(주)에스코넥,096630,2017/12,28430,14183,33256,14183
(주)에스코넥,096630,2018/12,32060,4333,35325,4333
(주)에스코넥,096630,2019/12,24570,10533,27966,10533
(주)에스코넥,096630,2020/12,12800,4533,33063,5452
(주)에스코넥,096630,2021/12,9600,7000,32054,8252
(주)에스텍파마,041910,2011/12,5800,2020,,
(주)에스텍파마,041910,2012/12,10300,2010,,
(주)에스텍파마,041910,2013/12,12800,1800,12800,1800
(주)에스텍파마,041910,2014/12,13000,12765,13000,12765
(주)에스텍파마,041910,2015/12,7000,0,7000,0
(주)에스텍파마,041910,2016/12,7000,0,7000,0
(주)에스텍파마,041910,2017/12,0,6000,0,6000
(주)에스텍파마,041910,2018/12,0,0,0,0
(주)에스텍파마,041910,2019/12,0,0,0,0
(주)에스텍파마,041910,2020/12,0,0,0,0
(주)에스텍파마,041910,2021/12,0,0,0,0
(주)에스티아이,039440,2011/12,2000,0,2000,0
(주)에스티아이,039440,2012/12,4700,0,4700,0
(주)에스티아이,039440,2013/12,4000,0,4800,0
(주)에스티아이,039440,2014/12,2000,200,2737,200
(주)에스티아이,039440,2015/12,5000,400,6285,400
(주)에스티아이,039440,2016/12,2400,400,4257,400
(주)에스티아이,039440,2017/12,2000,200,3798,200
(주)에스티아이,039440,2018/12,41500,0,45104,0
(주)에스티아이,039440,2019/12,9000,394,12777,741
(주)에스티아이,039440,2020/12,14000,339,16853,503
(주)에스티아이,039440,2021/12,33500,311,34636,491
(주)에스티오,098660,2011/12,14400,2291,16666,2291
(주)에스티오,098660,2012/12,17289,4912,19615,4912
(주)에스티오,098660,2013/12,14775,1466,16097,1466
(주)에스티오,098660,2014/12,17939,333,17939,333
(주)에스티오,098660,2015/12,12637,5999,12637,5999
(주)에스티오,098660,2016/12,16546,0,16546,0
(주)에스티오,098660,2017/12,10705,3467,10705,3467
(주)에스티오,098660,2018/12,9780,2000,9780,2000
(주)에스티오,098660,2019/12,9238,6199,9238,6199
(주)에스티오,098660,2020/12,11630,1800,11760,1800
(주)에스티오,098660,2021/12,7822,600,7822,600
(주)에스티큐브,052020,2011/12,668,0,1767,0
(주)에스티큐브,052020,2012/12,1039,0,1039,0
(주)에스티큐브,052020,2013/12,1600,0,1600,0
(주)에스티큐브,052020,2014/12,2500,2915,2500,2915
(주)에스티큐브,052020,2015/12,0,0,0,0
(주)에스티큐브,052020,2016/12,0,0,0,0
(주)에스티큐브,052020,2017/12,0,0,0,0
(주)에스티큐브,052020,2018/12,0,0,0,0
(주)에스티큐브,052020,2019/12,0,0,0,0
(주)에스티큐브,052020,2020/12,0,0,0,0
(주)에스티큐브,052020,2021/12,0,0,0,0
(주)에스폴리텍,050760,2011/12,27067,0,28345,0
(주)에스폴리텍,050760,2012/12,19671,612,29524,612
(주)에스폴리텍,050760,2013/12,21700,3749,26191,3749
(주)에스폴리텍,050760,2014/12,32399,1000,36816,1000
(주)에스폴리텍,050760,2015/12,37172,0,37172,0
(주)에스폴리텍,050760,2016/12,33409,0,33684,0
(주)에스폴리텍,050760,2017/12,32971,0,32971,275
(주)에스폴리텍,050760,2018/12,33118,0,33118,275
(주)에스폴리텍,050760,2019/12,26400,5080,26400,5230
(주)에스폴리텍,050760,2020/12,37500,320,37500,320
(주)에스폴리텍,050760,2021/12,24700,320,24700,320
(주)에스피시스템스,317830,2011/12,,,,
(주)에스피시스템스,317830,2012/12,,,,
(주)에스피시스템스,317830,2013/12,,,,
(주)에스피시스템스,317830,2014/12,,,,
(주)에스피시스템스,317830,2015/12,,,,
(주)에스피시스템스,317830,2016/12,,,,
(주)에스피시스템스,317830,2017/12,,,,
(주)에스피시스템스,317830,2018/12,5700,18,8069,18
(주)에스피시스템스,317830,2019/12,3900,4,6368,4
(주)에스피시스템스,317830,2020/12,6353,1704,6843,1704
(주)에스피시스템스,317830,2021/12,9000,4,10790,104
(주)에스피지,058610,2011/12,23182,400,24326,400
(주)에스피지,058610,2012/12,22970,3000,24136,4072
(주)에스피지,058610,2013/12,16012,3000,18135,3000
(주)에스피지,058610,2014/12,33157,3262,37484,3262
(주)에스피지,058610,2015/12,39081,2547,43717,2547
(주)에스피지,058610,2016/12,58131,1600,65487,1817
(주)에스피지,058610,2017/12,63597,4600,72931,4650
(주)에스피지,058610,2018/12,51587,15500,59968,15500
(주)에스피지,058610,2019/12,37501,14700,50151,14700
(주)에스피지,058610,2020/12,37426,8000,47960,8000
(주)에스피지,058610,2021/12,45037,8000,77667,8000
(주)에쎈테크,043340,2011/12,38856,2868,,
(주)에쎈테크,043340,2012/12,18904,2959,,
(주)에쎈테크,043340,2013/12,24089,1420,,
(주)에쎈테크,043340,2014/12,24098,788,,
(주)에쎈테크,043340,2015/12,24544,2039,,
(주)에쎈테크,043340,2016/12,27732,376,,
(주)에쎈테크,043340,2017/12,12835,0,,
(주)에쎈테크,043340,2018/12,8413,1433,,
(주)에쎈테크,043340,2019/12,8774,333,,
(주)에쎈테크,043340,2020/12,10500,1667,,
(주)에쎈테크,043340,2021/12,14357,1867,,
(주)에이디모터스,038120,2011/12,300,0,,
(주)에이디칩스,054630,2011/12,0,0,135,0
(주)에이디칩스,054630,2012/12,620,0,830,0
(주)에이디칩스,054630,2013/12,815,0,1108,0
(주)에이디칩스,054630,2014/12,2351,0,2351,0
(주)에이디칩스,054630,2015/12,0,2730,0,2730
(주)에이디칩스,054630,2016/12,2730,0,2730,0
(주)에이디칩스,054630,2017/12,0,0,,
(주)에이디칩스,054630,2018/12,0,0,,
(주)에이디칩스,054630,2019/12,0,0,,
(주)에이디칩스,054630,2020/12,0,0,,
(주)에이디칩스,054630,2021/12,0,0,,
(주)에이디테크놀로지,200710,2011/12,,,,
(주)에이디테크놀로지,200710,2012/12,6607,39,6607,39
(주)에이디테크놀로지,200710,2013/12,6183,0,6183,0
(주)에이디테크놀로지,200710,2014/12,3300,0,3300,0
(주)에이디테크놀로지,200710,2015/12,2000,0,2000,0
(주)에이디테크놀로지,200710,2016/12,2000,0,2000,0
(주)에이디테크놀로지,200710,2017/12,2000,0,,
(주)에이디테크놀로지,200710,2018/12,9750,0,9750,0
(주)에이디테크놀로지,200710,2019/12,12750,0,12750,0
(주)에이디테크놀로지,200710,2020/12,43000,0,43000,522
(주)에이디테크놀로지,200710,2021/12,40000,0,40383,100
(주)에이루트,096690,2011/12,2009,38,,
(주)에이루트,096690,2012/12,1836,0,2229,0
(주)에이루트,096690,2013/12,2177,0,2505,0
(주)에이루트,096690,2014/12,825,0,,
(주)에이루트,096690,2015/12,2436,0,,
(주)에이루트,096690,2016/12,2998,0,2998,0
(주)에이루트,096690,2017/12,645,0,647,0
(주)에이루트,096690,2018/12,139,0,139,0
(주)에이루트,096690,2019/12,0,0,2005,0
(주)에이루트,096690,2020/12,0,0,2005,0
(주)에이루트,096690,2021/12,0,0,3606,1782
(주)에이비프로바이오,195990,2011/12,,,,
(주)에이비프로바이오,195990,2012/12,0,549,0,549
(주)에이비프로바이오,195990,2013/12,0,0,0,0
(주)에이비프로바이오,195990,2014/12,3000,0,5658,0
(주)에이비프로바이오,195990,2015/12,0,0,2708,0
(주)에이비프로바이오,195990,2016/12,0,0,6064,0
(주)에이비프로바이오,195990,2017/12,1148,0,10797,0
(주)에이비프로바이오,195990,2018/12,20,0,5745,0
(주)에이비프로바이오,195990,2019/12,0,0,2601,0
(주)에이비프로바이오,195990,2020/12,0,0,2495,0
