회사명,거래소코드,회계년도,유형자산증가율(IFRS),매출액증가율(IFRS),자기자본증가율(IFRS),총자본증가율(IFRS),정상영업이익증가율(IFRS),유형자산증가율(IFRS연결),매출액증가율(IFRS연결),자기자본증가율(IFRS연결),총자본증가율(IFRS연결),정상영업이익증가율(IFRS연결)
(주)가비아,079940,2020/12,16.81,10.03,7.91,18.22,45.83,23.21,13.98,20.68,30.07,20.26
(주)가비아,079940,2021/12,19.9,12.13,9.23,9.6,6.71,12.18,18.57,13.47,16.51,15.94
(주)가온칩스,399720,2018/12,,,,,,,,,,
(주)가온칩스,399720,2019/12,,,,,,,,,,
(주)가온칩스,399720,2020/12,0,0,0,0,0,,,,,
(주)가온칩스,399720,2021/12,39.82,88.53,101.04,44.89,214.27,,,,,
(주)강스템바이오텍,217730,2013/12,,,,,,,,,,
(주)강스템바이오텍,217730,2014/12,,,,,,,,,,
(주)강스템바이오텍,217730,2015/12,0,0,0,0,0,,,,,
(주)강스템바이오텍,217730,2016/12,35.55,-43.23,8.19,89.9,0,,,,,
(주)강스템바이오텍,217730,2017/12,208.99,540.04,7.36,-6.18,0,0,0,0,0,0
(주)강스템바이오텍,217730,2018/12,13.93,-81.44,94.36,48.7,0,14.44,0.36,94.25,55.08,0
(주)강스템바이오텍,217730,2019/12,59.91,-71.82,47.76,49.02,0,106.2,-34.49,48.29,55.26,0
(주)강스템바이오텍,217730,2020/12,-0.83,4.72,-27.4,-30.95,0,2.12,52.18,-27.01,-27.4,0
(주)강스템바이오텍,217730,2021/12,-1.06,1171.84,36.37,32.43,0,-0.3,35.75,31.87,25.02,0
(주)강원에너지,114190,2011/11,23.55,64.02,27.16,87.32,270.35,,,,,
(주)강원에너지,114190,2012/12,0,0,0,0,0,,,,,
(주)강원에너지,114190,2013/12,8.4,-52.42,27.06,-18.84,-72.15,,,,,
(주)강원에너지,114190,2014/12,108.97,1.62,9.96,-7.46,-49.72,,,,,
(주)강원에너지,114190,2015/12,-2.92,-5.11,8.79,20.74,-46,0,0,0,0,0
(주)강원에너지,114190,2016/12,-2.28,-9.02,-2.07,-12.46,0,15.13,-8.45,-2.65,-9.68,-393.2
(주)강원에너지,114190,2017/12,-2.61,86.99,-12.33,23.9,0,4.06,93.99,-12.43,20.72,0
(주)강원에너지,114190,2018/12,-4.22,3.36,4.6,2.09,0,-4.03,4.72,4.7,0.71,0
(주)강원에너지,114190,2019/12,2.67,-50.47,-53.53,-38.51,0,-29.68,-50.47,-56.25,-39.69,-5132.09
(주)강원에너지,114190,2020/12,-30.31,-9.88,-24.85,-40.12,0,-35.51,-9.88,-19.07,-41.75,0
(주)강원에너지,114190,2021/12,-1.77,15.17,66.13,25.88,0,,,,,
(주)고려시멘트,198440,2014/12,,,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,,,
(주)고려시멘트,198440,2017/12,0,0,0,0,0,,,,,
(주)고려시멘트,198440,2018/12,1.83,-2.15,11.78,10.06,27.17,,,,,
(주)고려시멘트,198440,2019/12,4.84,-17.32,2.24,-0.39,0,,,,,
(주)고려시멘트,198440,2020/12,-0.94,-1.04,4.43,-9.21,0,,,,,
(주)고려시멘트,198440,2021/12,54.12,-6.43,26.84,27.26,-13.62,,,,,
(주)고바이오랩,348150,2019/12,,,,,,,,,,
(주)고바이오랩,348150,2020/12,0,0,0,0,0,0,0,0,0,0
(주)고바이오랩,348150,2021/12,1852.12,-36.98,61.42,80.05,0,1852.12,-36.98,63.54,79.86,0
(주)고영테크놀러지,098460,2011/12,17.95,12.63,27.98,25.26,0.58,17.31,18.06,26.19,23.1,-8.15
(주)고영테크놀러지,098460,2012/12,3.14,25.67,19.48,18.39,3.88,3.36,25.21,19.87,18.79,13.93
(주)고영테크놀러지,098460,2013/12,-4.21,3.12,18.98,17.77,-12.67,-4.65,3.77,17.98,17.03,-21.78
(주)고영테크놀러지,098460,2014/12,34.87,30.4,18.29,16.93,55.97,34.62,27.65,17.86,17.17,67.86
(주)고영테크놀러지,098460,2015/12,-2.38,2.23,12.86,12.9,-5.61,-1.23,2.15,13.43,12.09,-16.71
(주)고영테크놀러지,098460,2016/12,21.31,10.61,17.97,21.33,18.6,20.94,17.74,19.62,22.83,41.51
(주)고영테크놀러지,098460,2017/12,2.97,23.28,4.61,5.85,46.63,6.27,18.38,2.83,5.17,31.84
(주)고영테크놀러지,098460,2018/12,34.02,16.35,39.09,36.12,1.5,30.7,17.13,40.01,35.99,5.11
(주)고영테크놀러지,098460,2019/12,9.39,-4.7,9.92,10.01,-13.29,12.58,-6.78,7.88,9.47,-27.51
(주)고영테크놀러지,098460,2020/12,-3.78,-25.02,0.25,-1.59,-66.12,-3.95,-19.14,0.98,-0.95,-52.47
(주)고영테크놀러지,098460,2021/12,11.72,46.52,12.97,21,222.6,0,0,0,0,0
(주)골드앤에스,035290,2011/12,-24.4,-5.87,4.28,4.59,0,-24.47,-5.87,3.75,3.62,0
(주)골드앤에스,035290,2012/12,-14.45,-7.65,15.97,10.17,0,-3.87,-7.65,14.17,11.3,0
(주)골드앤에스,035290,2013/12,-4.81,-16.59,-62.62,-32.42,0,2289.15,-9.89,-60.53,-0.98,0
(주)골드앤에스,035290,2014/12,-37.98,-19.61,-7.43,-16.3,0,-3.55,-20.89,-12.14,-9.55,0
(주)골드앤에스,035290,2015/12,-40.35,-24.57,65.03,-18.3,0,-98.55,-29.05,70.64,-48.2,0
(주)골드앤에스,035290,2016/12,-35.35,-28.4,-5.93,-22.47,-63.31,-38.3,-28.4,-5.88,-22.53,-64.85
(주)골드앤에스,035290,2017/12,73.81,-19.45,-7.07,-7.11,0,65.8,-19.45,-6.42,-8.02,-1018.76
(주)골드앤에스,035290,2018/12,3222.07,-32.19,5.82,149.92,0,3205.73,-32.19,3.24,147.31,0
(주)골드앤에스,035290,2019/12,-66.73,-11.95,0,-62.1,0,-66.73,-11.95,-136.92,-62.1,0
(주)골드앤에스,035290,2020/12,-3.45,-45.85,0,28.19,0,-3.45,-45.85,0,28.19,0
(주)골드앤에스,035290,2021/12,-6.66,226.35,5.37,26.71,0,-6.66,226.35,5.4,26.71,0
(주)골드퍼시픽,038530,2011/12,468.65,4.84,3.59,18.86,232.34,,,,,
(주)골드퍼시픽,038530,2012/12,-13.17,-6.64,5.03,8.69,-57.89,,,,,
(주)골드퍼시픽,038530,2013/12,-17.09,-38.15,-25.35,2.2,0,0,0,0,0,0
(주)골드퍼시픽,038530,2014/12,-22.15,-25.18,-1.25,4.65,0,0,0,0,0,0
(주)골드퍼시픽,038530,2015/12,-54.28,26.08,19.01,-13.9,0,-73.96,13.04,35.22,-31.89,0
(주)골드퍼시픽,038530,2016/12,-48.34,56.63,-90.61,-59.55,0,,,,,
(주)골드퍼시픽,038530,2017/12,-2.7,-47.52,183.89,138.88,0,,,,,
(주)골드퍼시픽,038530,2018/12,-93.57,10.92,274.44,40.35,0,0,0,0,0,0
(주)골드퍼시픽,038530,2019/12,989.71,102.89,4.89,95.63,0,,,,,
(주)골드퍼시픽,038530,2020/12,-22.66,26.6,183.53,-2.09,0,,,,,
(주)골드퍼시픽,038530,2021/12,28.68,-39.16,5.43,22.36,0,,,,,
(주)골프존,215000,2015/12,,,,,,,,,,
(주)골프존,215000,2016/12,0,0,0,0,0,0,0,0,0,0
(주)골프존,215000,2017/12,-3.87,-12.7,56.53,34.55,-23.73,-2.02,-7.77,56.94,34.99,-17.57
(주)골프존,215000,2018/12,22.39,11.47,8.84,6.51,-13.25,16.81,-0.7,2.99,0.15,-24.82
(주)골프존,215000,2019/12,34.88,24.78,4.1,19.75,24.46,38.6,24.31,2.63,23.04,14.69
(주)골프존,215000,2020/12,1.15,17.56,11.21,14.16,42.5,1.25,20.85,12.26,17.5,59.68
(주)골프존,215000,2021/12,-5.48,47.06,26.3,30.22,104.6,-2.63,47.5,28.18,31.67,108.78
(주)골프존뉴딘홀딩스,121440,2011/12,332.66,13.82,117.91,105.39,-12.48,290.19,13.4,114.66,100.9,-17.18
(주)골프존뉴딘홀딩스,121440,2012/12,176.93,31.72,18.07,37.34,35.04,278.98,34.22,17.98,43.08,26.75
(주)골프존뉴딘홀딩스,121440,2013/12,-0.2,23.04,4.03,15.09,14.3,12.13,26.07,3.14,17.92,16.65
(주)골프존뉴딘홀딩스,121440,2014/12,30.89,13.84,10.78,-0.57,20.04,104.38,17.66,14.57,19.47,27.21
(주)골프존뉴딘홀딩스,121440,2015/12,-44.79,-92.41,16.48,-0.16,0,-11.66,-61.7,12.7,0.69,0
(주)골프존뉴딘홀딩스,121440,2016/12,0.21,-5.91,-8.13,-4.06,0,-0.68,47.86,-3.8,-0.85,0
(주)골프존뉴딘홀딩스,121440,2017/12,-5.74,-15.02,-5.28,-4.56,0,-1.09,-12.13,-5.02,-0.56,-50.22
(주)골프존뉴딘홀딩스,121440,2018/12,-9.98,-31.49,0.92,5.06,0,-3.61,4.34,-3.25,2.41,-93.95
(주)골프존뉴딘홀딩스,121440,2019/12,-16.3,67.06,-7.1,-4.59,0,-5.13,2.64,-7.41,0.21,-425.38
(주)골프존뉴딘홀딩스,121440,2020/12,-3.46,113.7,4.04,4.58,0,-78.93,27.56,4.52,2.5,0
(주)골프존뉴딘홀딩스,121440,2021/12,-1.46,39.42,27.66,25.02,65.73,2.03,43.03,27.77,18.05,143.98
(주)공구우먼,366030,2017/12,,,,,,,,,,
(주)공구우먼,366030,2018/12,,,,,,,,,,
(주)공구우먼,366030,2019/12,,,,,,,,,,
(주)공구우먼,366030,2020/12,0,0,0,0,0,,,,,
(주)공구우먼,366030,2021/12,5.28,44.78,27.59,31.57,91.98,,,,,
(주)광림,014200,2011/12,0.13,13.98,3.05,-21.74,51.35,,,,,
(주)광림,014200,2012/12,0.49,-19.88,12.04,3.95,-74.89,,,,,
(주)광림,014200,2013/12,0.3,21.24,2.04,13.17,150.53,,,,,
(주)광림,014200,2014/12,-0.93,-10.53,2.26,18.4,-42.29,0,0,0,0,0
(주)광림,014200,2015/12,3.07,156.31,22.09,21.66,-30.56,,,,,
(주)광림,014200,2016/12,5,-63.2,11.52,3.92,-87.05,0,0,0,0,0
(주)광림,014200,2017/12,2.2,13.88,95.69,143.02,1241.39,-17.95,54.85,-5.23,-9.38,-7301.04
(주)광림,014200,2018/12,-8.05,-24.07,-31.51,-36.04,-4.39,1.64,1.04,-17.97,-9.73,0
(주)광림,014200,2019/12,-2.07,23.51,-49.77,-18.11,73.38,1.96,6.79,1.97,34.43,0
(주)광림,014200,2020/12,12.77,11.81,143.79,21.32,115.34,5.61,10.53,-13.58,-15.98,0
(주)광림,014200,2021/12,10.05,31.37,37.9,16.18,72.01,-15.97,16.88,76.85,26.73,27.51
(주)광무,029480,2011/12,357.66,-37.27,-19.99,-27.33,0,0,0,0,0,0
(주)광무,029480,2012/12,-29.27,-19.76,-25.92,-29.91,0,0,0,0,0,0
(주)광무,029480,2013/12,-11.44,-74.99,-68.93,-51.98,0,-11.65,-50.13,-70.22,-36.57,0
(주)광무,029480,2014/12,-20.83,280.1,-25.04,-3.56,0,,,,,
(주)광무,029480,2015/12,-6.34,-54.05,-8.95,-24.15,0,,,,,
(주)광무,029480,2016/12,-0.68,49.76,3.99,37.65,0,,,,,
(주)광무,029480,2017/12,-3.74,-18.5,68.28,-0.48,-84.58,,,,,
(주)광무,029480,2018/12,1.95,-3.87,-28.46,-10.13,0,0,0,0,0,0
(주)광무,029480,2019/12,-74.63,21.91,129,119.69,0,-53.29,58.11,131.12,122.08,0
(주)광무,029480,2020/12,-28.31,-0.94,9.01,-35.14,0,-47.25,-30.99,9.01,-38.83,0
(주)광무,029480,2021/12,21.52,-27.33,109.11,168.32,0,41.9,-24.85,109.65,169.37,0
(주)구스앤홈,329050,2017/12,,,,,,,,,,
(주)구스앤홈,329050,2018/12,,,,,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,,,,
(주)구영테크,053270,2011/12,-11.54,2.88,4.64,8.48,-25.23,-5.07,-1.8,0.85,4.74,-34.19
(주)구영테크,053270,2012/12,22.57,4.68,4.79,15.27,-6.75,5.36,5.38,0.09,7.82,45.14
(주)구영테크,053270,2013/12,0.25,16.55,4.98,-10.87,-7.78,-1.02,10.89,6.36,-7.4,0.06
(주)구영테크,053270,2014/12,-2.09,1.99,37.18,4.1,-37.66,3.79,-1.28,34.25,4.44,-27.42
(주)구영테크,053270,2015/12,5.91,11.97,4.42,1.2,26.86,5.6,0.91,8.11,3.51,13
(주)구영테크,053270,2016/12,13.94,-13.53,5.36,5.97,16.56,7.51,-13.82,2.6,3.36,-29.42
(주)구영테크,053270,2017/12,49.04,-1.36,1.45,28.18,-26.47,11.41,1.03,-3.28,12.15,31.21
(주)구영테크,053270,2018/12,26.94,10.27,22.84,4.95,-45.84,21.13,30.3,23.7,8.32,-5.49
(주)구영테크,053270,2019/12,-0.13,13.68,1.4,-3.73,53.4,-5.99,18.24,5.42,1.97,-2.6
(주)구영테크,053270,2020/12,3.9,-8.9,0.1,7.16,-5.43,7.03,-14.81,-3.06,2.52,-43.91
(주)구영테크,053270,2021/12,5.84,19.8,5.47,-0.17,31.12,6.59,3.43,9.73,5.25,35.94
(주)국보디자인,066620,2011/12,5.08,19.42,13.8,6.46,99.65,4.43,11.37,11.93,2.02,21.2
(주)국보디자인,066620,2012/12,53.47,-3.85,20.24,17.26,26.94,52.79,-8.64,19.57,15.81,22.49
(주)국보디자인,066620,2013/12,-1.81,29.34,11.43,31.32,-3.11,-1.92,36.95,13.96,37.71,12.06
(주)국보디자인,066620,2014/12,18.53,3.3,8.48,3.05,-5.65,18.43,7.86,13.34,3.21,13.42
(주)국보디자인,066620,2015/12,166.09,-0.39,7.12,2.67,-30.56,167.41,9.2,12.05,6.88,-4.17
(주)국보디자인,066620,2016/12,7.41,21.54,6.38,16.89,95.18,7.26,4.57,4.35,12.31,-17.77
(주)국보디자인,066620,2017/12,-2.36,37,17.56,4.96,79.7,1.17,34.38,14.21,3.74,120.76
(주)국보디자인,066620,2018/12,-2.39,-11.97,9.77,2.17,-30.19,-5.33,-6.06,9.38,6.48,-29.09
(주)국보디자인,066620,2019/12,18.31,2.58,8.18,22.26,-37.27,17.8,5.8,13.59,27.12,-29.8
(주)국보디자인,066620,2020/12,-3.8,7.07,36,25.76,104.43,-0.8,7.11,34.58,20.99,122.74
(주)국보디자인,066620,2021/12,1.08,16.42,36.98,30.46,4.18,10.6,12.11,37,28.26,0.01
(주)국순당,043650,2011/12,0.37,19.79,0.75,-0.43,-63.42,0,0,0,0,0
(주)국순당,043650,2012/12,-3.36,-7.35,7.04,4.97,19.86,0,0,0,0,0
(주)국순당,043650,2013/12,-4.17,-16.51,-0.17,-0.14,-82.52,-3.42,-16.45,1.42,4,-74.49
(주)국순당,043650,2014/12,-10.77,-7.25,0.46,1.27,-25.77,-9.58,-7.37,1.25,-0.29,-24.92
(주)국순당,043650,2015/12,-4.52,-15.94,-0.39,-1.1,0,-3.97,-15.7,0.58,-0.41,0
(주)국순당,043650,2016/12,-7.68,-8.71,-1.57,-1.7,0,-6.17,-10,-1.92,-1.65,0
(주)국순당,043650,2017/12,-11.93,-12.19,4.67,4.38,0,-10.56,-9.96,14.67,13.71,0
(주)국순당,043650,2018/12,17.7,-12.33,6.13,5.94,0,14.99,-2.02,-2.41,-1.48,0
(주)국순당,043650,2019/12,-21.94,-8.8,-3.23,-5.07,0,17.9,66.02,-5.54,5.81,0
(주)국순당,043650,2020/12,-4.31,4.79,6.77,7.62,0,-34.65,-48.14,10.17,-3.01,0
(주)국순당,043650,2021/12,-11.77,22.63,6.59,8.12,63.91,-12.19,23.18,9.13,9.1,84.8
(주)국영지앤엠,006050,2011/12,94.66,1.5,-6.4,30.7,0,,,,,
(주)국영지앤엠,006050,2012/12,2.41,2.85,40.41,-1.35,0,,,,,
(주)국영지앤엠,006050,2013/12,-0.98,27.43,0.84,4.83,0,,,,,
(주)국영지앤엠,006050,2014/12,2.1,-7.7,1.93,-6.52,19.12,,,,,
(주)국영지앤엠,006050,2015/12,-2.51,-22.11,3.67,8,0,,,,,
(주)국영지앤엠,006050,2016/12,0.56,28.3,3.24,3.07,0,,,,,
(주)국영지앤엠,006050,2017/12,-0.03,22.16,4.06,0.65,466.79,,,,,
(주)국영지앤엠,006050,2018/12,-3.96,-10.44,-1.64,-8.72,0,,,,,
(주)국영지앤엠,006050,2019/12,1.79,29.68,2.08,13.79,0,,,,,
(주)국영지앤엠,006050,2020/12,0.15,-11.82,-3.43,2,0,,,,,
(주)국영지앤엠,006050,2021/12,-9.61,-14.53,-9.53,-5.36,0,,,,,
(주)국전약품,307750,2018/12,,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,,
(주)국전약품,307750,2020/12,0,0,0,0,0,,,,,
(주)국전약품,307750,2021/12,67.68,5.87,157.99,85.09,5.94,,,,,
(주)그래디언트,035080,2011/12,14.56,9.8,-8.22,41.22,0,27.58,-4.55,-9.82,44.28,0
(주)그래디언트,035080,2012/12,-48.28,17.36,23.04,-7.58,0,20.45,5.99,20.92,-4.84,0
(주)그래디언트,035080,2013/12,-39.18,-28.79,-2.27,-1.85,0,14.78,545.17,2.11,116.02,240.51
(주)그래디언트,035080,2014/12,36.55,-2.35,4.4,-3.68,-47.9,-2.56,6.98,11.42,20.13,6.84
(주)그래디언트,035080,2015/12,-15.66,66,2.72,4.37,3527.73,-1.87,12.82,1.91,9.7,27.72
(주)그래디언트,035080,2016/12,-10.76,28.33,-9.78,-14.97,83.74,0.7,8.73,-14.03,-1.57,-24.01
(주)그래디언트,035080,2017/12,16.42,-24.41,-15.56,-14.97,-43.79,2.85,-7.91,-18.31,-12.97,-39.77
(주)그래디언트,035080,2018/12,-37.86,-1.98,-1.07,-1.33,-1.16,13.07,-2.84,-3.89,0.28,-33.05
(주)그래디언트,035080,2019/12,1044.37,-28.75,-1.58,-0.98,-36.47,102.12,-0.83,-3.71,-1.64,126.23
(주)그래디언트,035080,2020/12,2787.44,1840.22,5.16,63.16,0,4.67,-7.12,1.97,-9.95,0
(주)그래디언트,035080,2021/12,-99.47,-91.04,-1.35,10.5,0,-76.36,-1.69,-3.91,3.2,0
(주)그리티,204020,2011/12,,,,,,,,,,
(주)그리티,204020,2012/12,,,,,,,,,,
(주)그리티,204020,2013/12,,,,,,,,,,
(주)그리티,204020,2014/12,0,0,0,0,0,0,0,0,0,0
(주)그리티,204020,2015/12,13.18,2.61,10.16,8.1,-34.67,12.78,2.56,11.07,8.15,-34.15
(주)그리티,204020,2016/12,24.32,3.07,8.63,12.83,-9.2,75.27,3.04,7.01,16.13,-35.07
(주)그리티,204020,2017/12,-11.55,18.41,14.25,12.14,65.64,-16.51,19.13,13.93,13.17,117.47
(주)그리티,204020,2018/12,-34.54,-5.83,35.98,38.51,-3.4,-31.96,-5.2,33.64,30.7,-20.69
(주)그리티,204020,2019/12,288.93,3.36,1.06,0.28,-52.43,240.63,3.2,-0.3,-3.76,-63.78
(주)그리티,204020,2020/12,74.61,-0.93,-2.07,-4.84,-41.35,35.32,0.31,-2.84,-5.28,-26.29
(주)그리티,204020,2021/12,10.07,-13.13,-12,-10.61,0,140.98,-11.95,-7.28,-0.85,0
(주)그린플러스,186230,2011/12,,,,,,,,,,
(주)그린플러스,186230,2012/12,,,,,,,,,,
(주)그린플러스,186230,2013/12,,,,,,,,,,
(주)그린플러스,186230,2014/12,,,,,,,,,,
(주)그린플러스,186230,2015/12,,,,,,,,,,
(주)그린플러스,186230,2016/12,,,,,,,,,,
(주)그린플러스,186230,2017/12,,,,,,,,,,
(주)그린플러스,186230,2018/12,0,0,0,0,0,0,0,0,0,0
(주)그린플러스,186230,2019/12,0.33,-6.28,56.64,16.26,-16.78,-1.64,5.34,57.72,13.5,-0.57
(주)그린플러스,186230,2020/12,18.26,40.61,-9.04,28.56,57.98,9.14,28.35,-8.79,23.21,16.91
(주)그린플러스,186230,2021/12,1.98,37.25,80.54,20.08,5.5,0.16,32.81,81.4,14.08,-14.15
(주)극동자동화,272420,2014/12,,,,,,,,,,
(주)극동자동화,272420,2015/12,,,,,,,,,,
(주)극동자동화,272420,2016/12,,,,,,,,,,
(주)극동자동화,272420,2017/12,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,195.43,-11.99,10.99,38.76,-58.26,142.83,-10.58,14.32,41.54,-47.57
(주)글로벌스탠다드테크놀로지,083450,2012/12,28.3,54.38,26.65,-1.34,112.79,21.61,56.16,29.23,2.38,91.4
(주)글로벌스탠다드테크놀로지,083450,2013/12,1.74,25.72,17.35,16.32,-0.26,11.6,24.95,17.57,16.35,-7.27
(주)글로벌스탠다드테크놀로지,083450,2014/12,0.79,8.97,16.48,10.98,3.62,0.15,10.05,18.39,11.73,14.2
(주)글로벌스탠다드테크놀로지,083450,2015/12,26.26,-6.85,8.86,-4.02,-42.16,21.88,-5.27,11.09,-0.4,-30.09
(주)글로벌스탠다드테크놀로지,083450,2016/12,13.02,2.19,6.92,29.08,-35.19,11.35,7.58,6.71,28.29,-18.86
(주)글로벌스탠다드테크놀로지,083450,2017/12,25.74,89.06,26.69,13.42,700.85,30.73,79.3,28.2,14.53,356.36
(주)글로벌스탠다드테크놀로지,083450,2018/12,10.36,-25.29,7.97,-1.62,-58.62,12.58,-20.26,9.53,2.57,-53.26
(주)글로벌스탠다드테크놀로지,083450,2019/12,-4.96,30.41,24.45,38.23,178.66,-0.37,29.56,22.58,30.21,110.54
(주)글로벌스탠다드테크놀로지,083450,2020/12,-3.38,2.24,8.92,-0.04,-22.41,-3.4,-0.8,11.4,3.72,-17.15
(주)글로벌스탠다드테크놀로지,083450,2021/12,20.2,87.97,30.28,45.58,128.01,26.43,82.46,31.93,45.41,155.68
(주)금빛,045890,2011/12,-3.19,-30.61,-20.94,-23.1,0,-3.53,-24.64,-25.96,-28.11,0
(주)금빛,045890,2012/12,0.2,52.05,7.03,-6.47,0,-1.04,27.92,-10.1,-10.15,0
(주)금빛,045890,2013/12,-1.96,1.97,-0.56,6.08,-32,-2.39,22.98,5.71,5.84,0
(주)금빛,045890,2014/12,-0.3,1.26,-4.22,3.02,79.67,0.15,-6.51,4.33,5.01,6.32
(주)금빛,045890,2015/12,-0.89,4.03,9.32,2.99,-19.89,-0.2,2.58,7.47,1.56,-25.49
(주)금빛,045890,2016/12,-2.56,-15.8,7.98,-0.69,-27.58,-2.69,-10.77,8.9,-0.15,-2.36
(주)금빛,045890,2017/12,-2.19,-2.16,-9.07,3.34,0,-2.67,-3.64,-15.23,-0.97,-98.58
(주)금빛,045890,2018/12,38.43,-23.42,8.86,-4.47,0,37.83,-27.08,11.08,-6.41,-28631.51
(주)금빛,045890,2019/12,-0.6,9.61,-38.91,-7.19,0,2.58,10.33,-37.73,0.23,0
(주)금빛,045890,2020/12,-2.97,-32.43,70.57,15.55,0,8.74,-30.22,62.3,19.45,0
(주)금오하이텍,165270,2011/12,,,,,,,,,,
(주)금오하이텍,165270,2012/12,,,,,,,,,,
(주)금오하이텍,165270,2013/12,,,,,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,,,,,
(주)금화피에스시,036190,2011/12,44,-15.27,17.29,14.14,14.38,,,,,
(주)금화피에스시,036190,2012/12,9.03,30.8,20.9,12.01,24.35,,,,,
(주)금화피에스시,036190,2013/12,4.3,44.73,22.64,28.15,25.87,0,0,0,0,0
(주)금화피에스시,036190,2014/12,12.28,6.59,12.08,8.27,-10.62,24.18,14.15,13.22,10.58,-13.49
(주)금화피에스시,036190,2015/12,15.84,17.95,12.12,19.63,14,27.5,24.44,11.65,19.58,18.06
(주)금화피에스시,036190,2016/12,-1.12,2.35,12.47,12.83,7.65,8.21,-0.4,13.22,13.77,7.71
