회사명,거래소코드,회계년도,유형자산증가율(IFRS),매출액증가율(IFRS),자기자본증가율(IFRS),총자본증가율(IFRS),정상영업이익증가율(IFRS),유형자산증가율(IFRS연결),매출액증가율(IFRS연결),자기자본증가율(IFRS연결),총자본증가율(IFRS연결),정상영업이익증가율(IFRS연결)
(주)STX,011810,2021/12,5.2,-17.84,132.36,7.25,0,27.54,-5.13,136.9,9.49,0
(주)TCC스틸,002710,2011/12,3.71,10.88,1.2,11.29,-35.7,4.88,11.61,0.1,9.56,-41.84
(주)TCC스틸,002710,2012/12,-4.95,-3.58,2.01,7.58,-7.16,70.34,-2.54,-0.29,20.4,-48.05
(주)TCC스틸,002710,2013/12,-0.42,-4.79,0.16,1.27,-28.5,8.84,-0.1,-9.16,-0.6,0
(주)TCC스틸,002710,2014/12,-3.53,-4.33,0,3.85,30.19,-3.15,3.63,-7.98,1.34,0
(주)TCC스틸,002710,2015/12,-26.34,-12.77,-63.56,-28.32,34.06,-52.61,-4.47,-54.43,-31.69,4502.76
(주)TCC스틸,002710,2016/12,-13.64,-9.38,20.99,-24.13,-8.78,-9.97,-10.36,20.26,-24.84,-3.18
(주)TCC스틸,002710,2017/12,4.14,5.21,-3.24,-0.79,-49.14,-8.89,-11.94,-2.32,-1.49,-47.19
(주)TCC스틸,002710,2018/12,-5.13,5.26,9.73,7.73,141.22,-5.2,5.57,11.28,9.36,110.7
(주)TCC스틸,002710,2019/12,9.09,-3.41,-0.86,0.79,-22.38,6.16,5.81,4.11,3.09,-24.73
(주)TCC스틸,002710,2020/12,-1.58,-4.69,0.77,-3.35,-80.93,3.13,-1.23,0.58,-2.37,-92.45
(주)TCC스틸,002710,2021/12,6.89,26.1,29.87,18.3,859.31,3.58,24.28,28.74,19.64,2536.42
(주)강원랜드,035250,2011/12,5.61,-3.79,8.09,4.37,-11.17,6.06,-3.66,7.53,3.92,-12.08
(주)강원랜드,035250,2012/12,2.46,2.31,4.61,6.78,-16.82,3.46,2.41,5.08,7.2,-17.13
(주)강원랜드,035250,2013/12,-0.53,4.95,5.91,6.52,-4.37,2.07,5.02,6.13,6.72,-4.16
(주)강원랜드,035250,2014/12,-3.18,9.98,7.62,8.86,32.05,0.13,9.94,7.46,8.8,32.25
(주)강원랜드,035250,2015/12,-2.43,9.29,10.36,9.1,14.74,-2.45,9.17,10.81,9.35,16.02
(주)강원랜드,035250,2016/12,0.04,3.9,8.52,7.81,3.48,-2.8,3.84,8.51,7.81,3.9
(주)강원랜드,035250,2017/12,-0.06,-5.41,7.63,5.19,-14.25,-1.35,-5.43,7.64,5.19,-14.18
(주)강원랜드,035250,2018/12,3.64,-10.41,2.45,1.13,-18.84,1.24,-10.37,2.45,1.09,-18.87
(주)강원랜드,035250,2019/12,4.21,5.68,3.68,4.89,15.61,4.3,5.7,3.65,4.89,16.36
(주)강원랜드,035250,2020/12,-1.14,-68.54,-12.74,-18.04,0,-1.55,-68.52,-12.66,-17.95,0
(주)강원랜드,035250,2021/12,-3.33,64.9,0.14,5,0,-3.36,64.74,0.18,5.1,0
(주)갤럭시아에스엠,011420,2011/12,-37.12,-25.23,8.59,13.72,138,0,0,0,0,0
(주)갤럭시아에스엠,011420,2012/12,-7.45,17.12,2.5,-1.33,-68.96,0,0,0,0,0
(주)갤럭시아에스엠,011420,2013/12,5.67,-17.37,-10.66,-14.96,-59.2,-8.69,-15.64,-12.13,-14.42,-63.98
(주)갤럭시아에스엠,011420,2014/12,-34.09,6.87,4.14,18.65,0,-1.22,-5.49,7.97,20.29,0
(주)갤럭시아에스엠,011420,2015/12,152.09,62.85,116.5,65.8,0,-4.9,42.35,114.34,51.71,0
(주)갤럭시아에스엠,011420,2016/12,9.21,-15.1,-11.48,-16.92,0,-10.91,-15.76,-9.84,-14.91,-276.76
(주)갤럭시아에스엠,011420,2017/12,-25.55,-19.16,-9.71,-12.3,0,-85.93,-29.16,-9.71,-14.74,0
(주)갤럭시아에스엠,011420,2018/12,-27.82,-40.33,-33.82,-31.91,0,-30.89,-40.83,-34.63,-33.27,0
(주)갤럭시아에스엠,011420,2019/12,103.49,30.42,-18.65,-15.29,0,103.49,30.25,-17.65,-15.07,0
(주)갤럭시아에스엠,011420,2020/12,442.17,-32,-4.95,1.11,0,,,,,
(주)갤럭시아에스엠,011420,2021/12,23.79,47.9,59.51,43.24,151.06,,,,,
(주)경농,002100,2011/12,-2.93,-15.6,-1.57,-11.09,-42.73,0,0,0,0,0
(주)경농,002100,2012/12,9.17,8.53,3.76,15.12,70.38,0,0,0,0,0
(주)경농,002100,2013/12,7.05,6.27,7.39,5.66,17.23,8.71,43.36,6.67,-4.98,47.54
(주)경농,002100,2014/12,10.27,-3.18,3.87,7.39,-14.42,17.21,-4.01,2.85,11.19,-21.99
(주)경농,002100,2015/12,0.2,2.08,2.4,14.83,-35.02,2.9,4.21,3.02,11.14,-17.35
(주)경농,002100,2016/12,0.2,4.07,2.12,0.57,-20.79,9.13,3.85,2.98,1.45,-24.3
(주)경농,002100,2017/12,0.15,-0.02,3.53,0.88,25.65,5.31,1.25,3.31,4.66,-7.86
(주)경농,002100,2018/12,11.04,2.12,2.25,5.97,67.19,1.7,2.96,3.42,6.37,74.84
(주)경농,002100,2019/12,-5.44,3.51,2.05,4.27,-22.6,-2.24,6.99,0.56,3.81,-41.16
(주)경농,002100,2020/12,-1.28,9.46,3.34,0.64,0.91,-2.11,9.14,4.74,0.18,64.34
(주)경농,002100,2021/12,32.38,5.5,8.56,4.62,24.09,2.96,8.85,10.18,4.65,17.34
(주)경동나비엔,009450,2011/12,8.93,14.37,4.76,11.16,54.01,8.79,11.09,4.66,10.31,11.68
(주)경동나비엔,009450,2012/12,20.35,7.25,6.24,13.48,-7.87,16.2,11.07,4.68,13.87,12.11
(주)경동나비엔,009450,2013/12,72.9,8.87,6.11,18.4,27.65,53.62,9.28,6.55,18.37,42.08
(주)경동나비엔,009450,2014/12,-10.51,2.9,4.02,9.82,8.66,3.55,3.58,1.4,13.21,-31.94
(주)경동나비엔,009450,2015/12,0.82,17.24,10.25,-1.88,29.36,2.16,19.36,8.48,0.11,79.9
(주)경동나비엔,009450,2016/12,3.15,12.89,13.49,7.02,75.83,4.42,13.91,15.78,6.88,89.21
(주)경동나비엔,009450,2017/12,3.85,12.59,5.63,12.59,-12.45,8.95,17.39,8.66,17.21,4.2
(주)경동나비엔,009450,2018/12,9.64,8.47,8.25,12.55,-8.38,12.18,6.15,9.11,15.86,-14.56
(주)경동나비엔,009450,2019/12,5.2,6.04,5.91,4.79,33.63,11.97,6.54,7.48,4.49,9.86
(주)경동나비엔,009450,2020/12,14.68,13.87,10.56,16.01,15.97,9.01,12.8,15.74,20.48,49.69
(주)경동나비엔,009450,2021/12,13.38,27.44,28.24,24.65,1.73,19.47,26.28,29.37,27.11,-4.18
(주)경동도시가스,267290,2017/12,,,,,,,,,,
(주)경동도시가스,267290,2018/12,0,0,0,0,0,1.23,84.33,8.92,9.57,96.9
(주)경동도시가스,267290,2019/12,1.65,-11.45,5.94,-3.66,-35.66,1.64,-11.44,5.98,-3.63,-34.23
(주)경동도시가스,267290,2020/12,-1.18,-23.62,5.08,-6.73,-35.5,-1.18,-23.61,5.08,-6.71,-35.36
(주)경동도시가스,267290,2021/12,0.43,34.1,5.3,29.35,50.28,0,0,0,0,0
(주)경동인베스트,012320,2011/12,6.28,40.11,13.05,24.45,18.69,8.69,35.8,7.47,22.21,-20.78
(주)경동인베스트,012320,2012/12,5.37,33.09,13.56,24.14,-7.96,-0.03,35.45,9.54,20.81,39.16
(주)경동인베스트,012320,2013/12,4.96,10.83,10.22,-0.6,-9.35,6.8,11.41,11.76,-0.41,1.29
(주)경동인베스트,012320,2014/12,2.02,-9.93,8.51,-5.2,-18.96,35.24,-6.64,12.29,9.61,-5.16
(주)경동인베스트,012320,2015/12,5.96,-43.63,-2.19,-15.86,-51.38,9.7,-38.37,-3.86,-11.58,0
(주)경동인베스트,012320,2016/12,1.05,-24.51,1.41,-2.44,27.97,2.47,-26.32,1.71,-3.57,0
(주)경동인베스트,012320,2017/12,-96.99,-99.94,-44.31,-64.81,0,-63.85,-83.5,-35.09,-46.78,26.9
(주)경동인베스트,012320,2018/12,25.53,1118.23,0.2,0.23,0,-0.49,17.21,10.37,-1.21,7.78
(주)경동인베스트,012320,2019/12,-76.93,15.82,-0.68,-0.69,0,-3.35,18.86,4.42,2.27,-44
(주)경동인베스트,012320,2020/12,-2.38,-10.88,-0.9,-3.03,0,-15.34,14.27,3.73,-2.67,-11.36
(주)경동인베스트,012320,2021/12,49.61,15.14,-0.23,-0.31,32.13,-6.62,-3.89,2.32,-1.97,-28.63
(주)경방,000050,2011/12,3,-0.71,-0.51,1.78,-56.99,3.05,2.59,-0.58,1.76,-53.86
(주)경방,000050,2012/12,-1.93,-3.75,-1.02,-2.27,-61.5,5.06,-4.17,-1.43,-1.28,-67.31
(주)경방,000050,2013/12,-6.99,-0.24,2.36,-3.11,335.67,-5.42,4.07,2.54,-2.85,396.72
(주)경방,000050,2014/12,-3.99,-2.95,-4.96,1.09,-10.6,0.44,-5.23,1.76,0.37,-15.02
(주)경방,000050,2015/12,-4.16,19.75,3.1,-1.22,20.36,5.82,8.69,2.36,1.29,27.25
(주)경방,000050,2016/12,-3.7,1.99,2.75,-1.79,10.22,-3.15,5.54,2.55,-1.27,11.49
(주)경방,000050,2017/12,-7.75,-8.21,3,-3.07,-7.44,-1.55,-4.41,2.84,-2.14,-2.6
(주)경방,000050,2018/12,-6.58,-3.13,2.56,2.29,-1.11,-7.98,-2.59,1.38,2.18,-3.14
(주)경방,000050,2019/12,-69.74,-9.15,1.58,5.68,-0.01,-49.03,-2.15,4.62,5.3,-21.86
(주)경방,000050,2020/12,-36.42,-10.84,2.53,-6.47,-34.89,-8.34,-4.27,0.05,-7.72,-31.75
(주)경방,000050,2021/12,-23.56,20.2,0.95,0.15,13.04,0,0,0,0,0
(주)경보제약,214390,2011/12,,,,,,,,,,
(주)경보제약,214390,2012/12,,,,,,,,,,
(주)경보제약,214390,2013/12,0,0,0,0,0,,,,,
(주)경보제약,214390,2014/12,26.23,4.66,3.19,17.19,5.55,,,,,
(주)경보제약,214390,2015/12,35.46,4.86,79.74,16.34,-7.36,,,,,
(주)경보제약,214390,2016/12,12.09,4.88,5.36,4.22,-39.16,,,,,
(주)경보제약,214390,2017/12,-6.49,2.64,9.36,0.56,57.67,,,,,
(주)경보제약,214390,2018/12,-2.55,5.05,5.3,8.18,-29.77,,,,,
(주)경보제약,214390,2019/12,15.19,-4.79,0.1,7.31,-64.13,,,,,
(주)경보제약,214390,2020/12,0.48,12.3,4.62,6.49,39.83,,,,,
(주)경보제약,214390,2021/12,6.97,-20.73,-6.64,-6.42,0,,,,,
(주)경인양행,012610,2011/12,1.46,-13.62,0.76,-1.99,167.74,1.15,-12.89,0.53,-0.67,-38.8
(주)경인양행,012610,2012/12,-3.13,9.79,2.03,-1.94,60.26,-8.87,-6.22,0.47,-10.06,-42.69
(주)경인양행,012610,2013/12,7.47,29.58,9.85,13.91,301.69,2.88,19.31,9.53,10.26,206.1
(주)경인양행,012610,2014/12,7.65,3.98,4.69,-2.64,-9.17,6.18,6.28,4.83,-1.23,26.44
(주)경인양행,012610,2015/12,-2.13,-8.08,-0.28,2.41,-99.32,0.41,-5.06,0.61,4.36,-52.33
(주)경인양행,012610,2016/12,2.36,2.43,2.75,5.94,2843.16,1.23,4.45,3.1,5.39,57.44
(주)경인양행,012610,2017/12,11,8.2,-0.09,2.37,-92.76,8.64,9.14,1.01,3.97,-30.37
(주)경인양행,012610,2018/12,4.8,14.79,3.87,16.17,7421.82,3.8,10.37,6.41,15.38,167.37
(주)경인양행,012610,2019/12,31.81,10.14,1.44,10.48,18.38,24.93,8.37,5.63,14.31,19.62
(주)경인양행,012610,2020/12,13.77,-12.59,-4.73,1.32,0,11.44,-8.22,-4.42,6.99,-85.69
(주)경인양행,012610,2021/12,3.68,28.85,8.73,19.69,0,5.75,22.48,10.3,14.73,741.42
(주)광명전기,017040,2011/12,8.09,-15.07,8.73,9.3,-31.82,-5.18,-10.75,5.7,6.84,-85.47
(주)광명전기,017040,2012/12,1.6,36.83,-3.25,4.23,140.34,-9.46,26.88,2.07,5.79,744.11
(주)광명전기,017040,2013/12,-3.46,13.9,10.26,1.21,136.76,-7.45,0.54,10.38,-7.75,157.45
(주)광명전기,017040,2014/12,12.72,28.18,11.1,13.56,21.63,4.27,14.36,12.87,14.61,15.58
(주)광명전기,017040,2015/12,-2.24,-19.69,5.53,-10.08,-62.61,-0.05,-13.7,9.42,-5.14,-25.03
(주)광명전기,017040,2016/12,-2.14,4.23,21.13,16.42,-0.54,6.94,-16.66,15.21,11.72,-61.29
(주)광명전기,017040,2017/12,27.01,8.41,-1.05,2.77,-1.68,81.3,4.76,-1.56,3.99,-39.23
(주)광명전기,017040,2018/12,37.91,-7.74,3,-3.66,-20.88,13.84,12.36,2.26,-0.59,48.22
(주)광명전기,017040,2019/12,-2.28,28.94,7.04,13.24,146.15,-33.3,15.56,8.49,3.22,145.15
(주)광명전기,017040,2020/12,14.21,-9.98,5,6.39,-35.32,12.04,-6.31,4.74,5.85,-46.94
(주)광명전기,017040,2021/12,-1.27,9.08,4.14,0.71,-50.86,-1.34,10.96,5.27,2.44,-32.38
(주)광주신세계,037710,2011/12,-0.88,5.69,19.1,16.28,16.3,,,,,
(주)광주신세계,037710,2012/12,23.59,-2.65,16.57,13.11,-1.21,,,,,
(주)광주신세계,037710,2013/12,-4.05,-3.37,13.02,52.41,-3.79,,,,,
(주)광주신세계,037710,2014/12,-0.98,-0.86,9.77,-0.55,-7.41,,,,,
(주)광주신세계,037710,2015/12,-0.66,0.25,9.53,1.03,5.67,,,,,
(주)광주신세계,037710,2016/12,-1.72,2.48,8.73,-0.61,2.33,,,,,
(주)광주신세계,037710,2017/12,-0.75,-0.37,8.44,-0.07,0.43,,,,,
(주)광주신세계,037710,2018/12,-0.97,-35.5,7.13,6.29,-11.05,,,,,
(주)광주신세계,037710,2019/12,136.68,14.54,6.53,8.07,10.05,,,,,
(주)광주신세계,037710,2020/12,-6.09,-4.76,5.61,4.25,-12.33,,,,,
(주)광주신세계,037710,2021/12,-5.03,15.23,6.81,8.65,25.43,,,,,
(주)국동,005320,2011/12,-44.58,-9.5,-83.1,-25.83,0,164.45,1.4,0,15.08,-38.26
(주)국동,005320,2012/12,-12.93,-8.56,3,-15.32,0,-8.63,-10.45,61.64,-3.45,497.14
(주)국동,005320,2013/12,63.64,4.58,114.33,12.24,88.57,-7.84,7.01,63.56,10.99,-18.71
(주)국동,005320,2014/12,23.16,23.14,141.04,32.84,66.84,16.9,25.85,85.82,22.22,83.79
(주)국동,005320,2015/12,-0.88,-13.09,56.21,24.07,20.45,7.16,-8.49,9.03,5.03,-14.71
(주)국동,005320,2016/12,-1.92,24.26,78.92,30,14.62,40.15,15.9,65.65,32.39,22.04
(주)국동,005320,2017/12,3.32,2.15,-3.57,-12.73,0,-11.01,-2.92,-17.58,-14.36,-155.44
(주)국동,005320,2018/12,6.35,5.23,8.08,7.42,0,1.02,14.59,13.71,15.83,0
(주)국동,005320,2019/12,-2.57,-15.08,30.14,19.98,0,-4.77,1.61,35.08,8.6,0
(주)국동,005320,2020/12,30.69,43.81,19.32,36.16,0,11.86,13.6,27.97,35.13,0
(주)국동,005320,2021/12,206.09,-33.14,22.23,-17.87,0,33.35,-10.44,22.15,-6.77,0
(주)국보,001140,2011/12,-3.05,8.94,-1.57,2.09,-29.54,-3.12,10.01,-1.29,2.31,-32.93
(주)국보,001140,2012/12,1.75,-7.71,-6.55,-3.55,-41.84,2.23,-6.35,-2.01,-0.38,-21.4
(주)국보,001140,2013/12,9.46,-0.17,-12.56,1.02,-39.5,9.26,-4.31,-11.93,-0.18,-46.48
(주)국보,001140,2014/12,-2.29,-17.56,-24.18,-7.71,0,-2.41,-16.7,-23.9,-7.44,0
(주)국보,001140,2015/12,-1.89,-5.11,-18.45,-8.49,0,-2.09,-6.05,-18.54,-8.7,0
(주)국보,001140,2016/12,-1.88,-8.79,-22.86,-3.33,0,-1.9,-4.68,-17.39,-2.14,0
(주)국보,001140,2017/12,-0.72,-4,21.5,-9.9,0,-0.73,-10.39,17.3,-9.89,-2027.47
(주)국보,001140,2018/12,-58.01,-10.36,-27.81,-34.69,0,-58.01,-8.57,-23.97,-34.23,0
(주)국보,001140,2019/12,-56.81,-12.9,6.05,26.03,0,-30.63,24.51,23.7,139.39,0
(주)국보,001140,2020/12,121.19,-8.59,154.11,29.07,0,46.07,23.39,79.26,-21.27,0
(주)국보,001140,2021/12,-12.14,0.24,9.74,8.75,0,-11.64,-11.9,3.92,12.65,0
(주)금양,001570,2011/12,2.97,11.24,2.26,18.18,54.65,36.61,6.9,9.51,19.88,129.7
(주)금양,001570,2012/12,-0.03,7.29,5.2,2.51,4.46,2.04,11.93,-0.74,-2.49,-4.87
(주)금양,001570,2013/12,-0.92,21.95,0.36,12.02,-19.06,-2.16,27.17,-0.19,15.33,-14.66
(주)금양,001570,2014/12,-0.42,4.47,2.33,1.86,34.95,-11.57,1.44,-2.4,8.92,-8.52
